h,s,v,oc
0.0771693761189,0.463781444391,0.272328019,11.5
0.0853902732271,0.538453650999,0.278026422,9.8
0.0797112360758,0.466878748435,0.298043221,11.6
0.087189417126,0.519653554405,0.280095696,11.3
0.0799651151194,0.480503877666,0.275897761,8.8
0.0879477613251,0.520641623273,0.318037778,8.8
0.0823916095171,0.500270595374,0.293879747,8.6
0.0933148371083,0.481980998906,0.355810151,9.4
0.0776832044333,0.445934236096,0.285479218,9.4
0.0827078808687,0.462909969046,0.254510343,10.5
0.0782775405832,0.501458707369,0.197479293,9.4
0.0653560924195,0.416154054808,0.133330574,15.3
0.0822118317018,0.482990243912,0.186384742,10.7
0.0752100994726,0.480100334832,0.214705497,9.2
0.0664320898291,0.373271135523,0.109082726,16.3
0.0800800633264,0.397517214013,0.156165212,15.2
0.0744688627008,0.426232509318,0.173765664,18.3
0.0709314254207,0.482396449747,0.157677114,8.7
0.0731031868346,0.501791191689,0.198727195,7.3
0.0674512054114,0.456029418191,0.145496642,9.7
0.053649976536,0.332096680762,0.061975639,169.0
0.0800047800733,0.47613399043,0.313292613,8.4
0.0770040069052,0.436353485322,0.306899091,8.2
0.079854688437,0.445555544527,0.350493679,7.8
0.0780335979122,0.482983140685,0.267131726,7.7
0.0762918331034,0.442028661919,0.299271236,8.0
0.0796859380854,0.468550098529,0.296460738,7.5
0.0789514052805,0.461048911663,0.319589029,10.4
0.0767417243856,0.458538199526,0.265555243,13.3
0.0777800098082,0.460677986832,0.240960196,13.7
0.0746970366584,0.417580414055,0.268542856,10.0
0.0818587605673,0.490373683224,0.285921559,6.4
0.0766719154837,0.460182655248,0.26024656,7.4
0.0746820839129,0.433810406486,0.288809796,7.1
0.0774097944303,0.466246218612,0.252140224,7.6
0.0552280765316,0.353332909796,0.081992003,42.3
0.0801344713631,0.470666122078,0.253473493,8.0
0.0756991424989,0.450332942168,0.282158912,6.7
0.0780836034419,0.439554883619,0.287087974,8.9
0.0608145877093,0.378763899798,0.156313606,19.0
0.0738127102506,0.440543922757,0.224937233,10.6
0.0751187677177,0.473309963013,0.239964186,9.3
0.0816811659111,0.510507752729,0.236181281,9.8
0.0769368037007,0.467118498159,0.247979321,8.5
0.0694061014267,0.441434979223,0.171474873,14.1
0.0753738282865,0.471204711407,0.238228972,11.5
0.0783068407284,0.468400665391,0.213963287,11.5
0.0599429569944,0.359269812036,0.091342289,78.4
0.085910187657,0.51092989389,0.219838685,9.6
0.0796750576551,0.488747878514,0.201157933,10.2
0.0730209914886,0.432901520583,0.171244596,12.2
0.0706532053798,0.408175672197,0.150665116,11.7
0.0723548053326,0.391985145883,0.14645906,11.6
0.0685750331156,0.423035500613,0.167484374,15.2
0.0556468145583,0.354490135271,0.09452566,39.4
0.0651826603142,0.402503909411,0.115255847,23.0
0.0790499338732,0.439372862904,0.226938194,9.7
0.0742156749452,0.438711515282,0.193857697,13.3
0.0770332283187,0.433931421517,0.189614402,16.4
0.0770736536631,0.430575693035,0.187547605,16.6
0.0601759356307,0.33874603037,0.093666798,36.2
0.0709705402821,0.43915993538,0.178349375,13.5
