HX,HY,S,V,oc
0.884735786336,0.466092896723,0.463781444391,0.272328019,11.5
0.859491189907,0.511150559495,0.538453650999,0.278026422,9.8
0.87717931048,0.480162948659,0.466878748435,0.298043221,11.6
0.853658169908,0.520833686458,0.519653554405,0.280095696,11.3
0.876412253698,0.481561586474,0.480503877666,0.275897761,8.8
0.851166811539,0.52489528378,0.520641623273,0.318037778,8.8
0.868968738899,0.494866982952,0.500270595374,0.293879747,8.6
0.8329855476,0.55329474739,0.481980998906,0.355810151,9.4
0.883226407218,0.468946813181,0.445934236096,0.285479218,9.4
0.867983628332,0.496592812018,0.462909969046,0.254510343,10.5
0.881469053505,0.472241789461,0.501458707369,0.197479293,9.4
0.916863752747,0.399200274171,0.416154054808,0.133330574,15.3
0.869527174926,0.493885100064,0.482990243912,0.186384742,10.7
0.890406437909,0.45516631612,0.480100334832,0.214705497,9.2
0.91414395012,0.4053897365,0.373271135523,0.109082726,16.3
0.87606422168,0.482194441582,0.397517214013,0.156165212,15.2
0.892516632318,0.451014479852,0.426232509318,0.173765664,18.3
0.902319775705,0.431067306081,0.482396449747,0.157677114,8.7
0.896353789597,0.443339467988,0.501791191689,0.198727195,7.3
0.911529398112,0.411234916293,0.456029418191,0.145496642,9.7
0.943720212269,0.33074485779,0.332096680762,0.061975639,169.0
0.876292210617,0.481779992955,0.47613399043,0.313292613,8.4
0.885219600349,0.465173364627,0.436353485322,0.306899091,8.2
0.876746165224,0.48095338835,0.445555544527,0.350493679,7.8
0.882191840278,0.470890175037,0.482983140685,0.267131726,7.7
0.887292251532,0.461207610921,0.442028661919,0.299271236,8.0
0.877255622241,0.480023513222,0.468550098529,0.296460738,7.5
0.879461678834,0.475969700152,0.461048911663,0.319589029,10.4
0.885984989559,0.463713918572,0.458538199526,0.265555243,13.3
0.88294100878,0.469483945427,0.460677986832,0.240960196,13.7
0.891869114225,0.452293580644,0.417580414055,0.268542856,10.0
0.870620674724,0.491954917389,0.490373683224,0.285921559,6.4
0.886188299575,0.463325261233,0.460182655248,0.26024656,7.4
0.891911603664,0.452209786768,0.433810406486,0.288809796,7.1
0.884030700595,0.467428839939,0.466246218612,0.252140224,7.6
0.940394375614,0.340085898433,0.353332909796,0.081992003,42.3
0.875899329537,0.482493901015,0.470666122078,0.253473493,8.0
0.889003625234,0.457900157589,0.450332942168,0.282158912,6.7
0.882043845864,0.471167331182,0.439554883619,0.287087974,8.9
0.927880178796,0.372878497366,0.378763899798,0.156313606,19.0
0.894368451831,0.447331054556,0.440543922757,0.224937233,10.6
0.890667490452,0.454655277604,0.473309963013,0.239964186,9.3
0.871169085466,0.49098312041,0.510507752729,0.236181281,9.8
0.885415940968,0.464799539027,0.467118498159,0.247979321,8.5
0.906409576356,0.422399905173,0.441434979223,0.171474873,14.1
0.889937719729,0.45608207047,0.471204711407,0.238228972,11.5
0.881382099685,0.47240405836,0.468400665391,0.213963287,11.5
0.929908366341,0.367791286207,0.359269812036,0.091342289,78.4
0.857816821777,0.513955543093,0.51092989389,0.219838685,9.6
0.877288436404,0.479963539608,0.488747878514,0.201157933,10.2
0.896582632092,0.442876488234,0.432901520583,0.171244596,12.2
0.903071948868,0.429489295755,0.408175672197,0.150665116,11.7
0.898428551913,0.439119729809,0.391985145883,0.14645906,11.6
0.908602878269,0.417661118134,0.423035500613,0.167484374,15.2
0.939496352917,0.342558904212,0.354490135271,0.09452566,39.4
0.917298219248,0.398200925368,0.402503909411,0.115255847,23.0
0.879166850142,0.476514060246,0.439372862904,0.226938194,9.7
0.893232988032,0.44959407146,0.438711515282,0.193857697,13.3
0.885134177945,0.465335886252,0.433931421517,0.189614402,16.4
0.885015954111,0.465560695258,0.430575693035,0.187547605,16.6
0.929368979687,0.369152136111,0.33874603037,0.093666798,36.2
0.902213806801,0.431289052513,0.43915993538,0.178349375,13.5
