hue,oc
4.91191690016,49.67409091
3.43277549683,49.67409091
3.83946850727,55.53
4.24333316548,43.37
3.98368740438,44.86
4.4840617054,48.47090909
4.1552260987,48.47090909
3.89500273757,48.87838486
3.31385368547,49.02
3.90465777066,20.27796224
7.85332703443,20.27796224
3.15588683691,43.01815707
3.80692595902,55.12
4.96826914907,53.27
5.21965472466,35.52
11.1554752053,25.5
15.2786006679,48.09
7.46586572099,55.14
6.29187541297,8.684545381
12.3601919461,50.13
10.6600408678,52.93
4.79654061636,51.93
10.0403559339,46.31
11.1819633893,49.81
4.88729868332,55.24
6.84223623947,52.75
6.88160688701,53.75
5.06096154894,50.37
6.0454515182,51.64
5.49469754878,52.52
4.52623004989,52.11
6.7331966151,34.15
11.5746424813,4.87
10.2639344073,6.42
6.93437538367,25.0
10.0452658337,14.67
7.10458057311,25.53
7.16024923146,24.67
8.50178094483,14.04
9.80719654214,44.88
8.51511607625,13.24
9.20458400073,12.38
6.72217662976,43.48
14.2182853259,8.8
6.73933424494,22.56
18.1320308706,25.77
18.8833762977,25.94
13.682969315,22.78
11.9380724524,31.72
18.2036869651,26.86
9.24622278707,26.91
16.8995370299,30.84
12.586977771,23.04
14.5197704267,26.36
16.7489521936,27.75
13.0620432617,21.18
7.92390654388,35.18
10.7108947502,35.18
11.91301592,25.27
10.3453936838,25.8
12.5298831351,28.94
11.8727982175,28.94
4.39593987355,37.21568627
4.1395396572,37.21568627
8.97509485176,9.351114361
2.9570335276,39.67
4.38596999092,31.57
4.49838365339,40.3
7.34097041738,37.81
14.6501715841,28.39
40.2404328308,11.22
6.18831513397,37.23
6.49707837608,21.88772286
27.4036159208,15.69196475
24.3028048157,17.76
9.93628609432,25.37658281
4.62088117392,21.88772286
15.4633960324,15.69196475
19.3504429875,22.47
8.26654118234,25.37658281
12.1149746214,21.88772286
21.0677559644,15.69196475
15.6457458345,24.11
5.36901667561,25.37658281
5.73713864737,21.88772286
19.5386440326,15.69196475
24.8172317563,23.45
4.66955378548,44.89130435
3.86645610811,44.89130435
3.64299639695,51.7
3.4876691267,50.63
8.67640393104,28.24521739
9.61851392867,28.24521739
3.57042438547,44.32513514
3.57867894797,44.32513514
3.87005169243,51.21
4.5527187306,28.80703704
6.57683837622,28.80703704
3.41759939227,46.49605263
4.54402245929,46.49605263
3.07417910516,48.18
6.33797410821,28.34862069
9.23537709827,28.34862069
5.23152373298,34.58
3.57357974866,48.36
8.55564654986,29.11875
6.88581713311,29.11875
4.85742107057,50.01
3.94840712597,47.32
18.6685678802,37.03
14.5440474047,30.34
15.1133782975,29.04
13.5894870405,37.96
12.4074772324,40.44
11.9503682659,20.97
9.27402599924,23.95
13.3654434677,19.46
11.1617511342,18.23
3.83839028422,8.64
6.88533990966,32.18
9.93005404974,21.39
9.02277410174,19.9
9.6801815801,31.75
8.91975452428,23.4
8.55885502131,28.98
8.08175364375,27.89
13.7831400234,14.37
4.75173782691,29.52
5.32750759632,29.41
7.52526155685,29.3
5.77470879464,25.38
6.77360466702,29.98
5.78249942629,28.52
6.58230194904,23.02
5.14538987168,40.38
3.35300109018,23.05058632
4.59198928563,40.27
3.16065920041,23.05058632
24.712428162,1.231240139
25.6136254822,1.019437427
28.8271648235,1.403542372
19.8726438886,1.973499436
19.9991180892,1.122949764
23.194694559,2.345089062
24.5193661998,1.596976628
