hue,oc
0.04460035,49.67409091
0.038267419,49.67409091
0.034149847,55.53
0.042652579,43.37
0.03999089,44.86
0.042116219,48.47090909
0.040750436,48.47090909
0.039206813,48.87838486
0.035522071,49.02
0.033977823,20.27796224
0.051272723,20.27796224
0.035035271,43.01815707
0.035434266,55.12
0.038763126,53.27
0.049985423,35.52
0.07618513,25.5
0.090468331,48.09
0.055314484,55.14
0.050513538,8.684545381
0.078021441,50.13
0.064830514,52.93
0.04350005,51.93
0.07458237,46.31
0.07263134,49.81
0.043053447,55.24
0.051419006,52.75
0.050480259,53.75
0.043192382,50.37
0.047839625,51.64
0.043525153,52.52
0.040919111,52.11
0.056442318,34.15
0.083528088,4.87
0.073968727,6.42
0.059032103,25.0
0.076330958,14.67
0.062729412,25.53
0.06044655,24.67
0.070303139,14.04
0.066012002,44.88
0.069613526,13.24
0.072099652,12.38
0.05418397,43.48
0.099832753,8.8
0.059072794,22.56
0.121412841,25.77
0.125583705,25.94
0.095977224,22.78
0.087704575,31.72
0.122613898,26.86
0.070801552,26.91
0.112623992,30.84
0.092461667,23.04
0.094943442,26.36
0.114921442,27.75
0.094696062,21.18
0.065554568,35.18
0.082375293,35.18
0.089105795,25.27
0.074512925,25.8
0.094339794,28.94
0.095461339,28.94
0.043652775,37.21568627
0.041533663,37.21568627
0.081297403,9.351114361
0.032524265,39.67
0.045082135,31.57
0.046615773,40.3
0.06918792,37.81
0.109822322,28.39
0.298233727,11.22
0.059209356,37.23
0.06229766,21.88772286
0.19611625,15.69196475
0.163667747,17.76
0.084280918,25.37658281
0.049831741,21.88772286
0.118891459,15.69196475
0.142778029,22.47
0.071942366,25.37658281
0.101729645,21.88772286
0.15009611,15.69196475
0.11867638,24.11
0.053325783,25.37658281
0.058943716,21.88772286
0.136960011,15.69196475
0.170974616,23.45
0.043320793,44.89130435
0.037632999,44.89130435
0.032443529,51.7
0.036184525,50.63
0.060256483,28.24521739
0.063344165,28.24521739
0.034802041,44.32513514
0.034677099,44.32513514
0.038960278,51.21
0.040723131,28.80703704
0.05185289,28.80703704
0.033730948,46.49605263
0.039015836,46.49605263
0.032761411,48.18
0.056353982,28.34862069
0.064849634,28.34862069
0.046244175,34.58
0.03629437,48.36
0.062336497,29.11875
0.055211332,29.11875
0.040820347,50.01
0.038244872,47.32
0.117965881,37.03
0.093055596,30.34
0.099371935,29.04
0.089311876,37.96
0.072875311,40.44
0.077076847,20.97
0.071048215,23.95
0.081429585,19.46
0.078180718,18.23
0.036771933,8.64
0.051851161,32.18
0.071894809,21.39
0.066192031,19.9
0.073149848,31.75
0.070095846,23.4
0.064559883,28.98
0.064277982,27.89
0.09667183,14.37
0.046361569,29.52
0.051191265,29.41
0.062185353,29.3
0.053964577,25.38
0.057707108,29.98
0.054508472,28.52
0.061450905,23.02
0.046936248,40.38
0.035481886,23.05058632
0.044794251,40.27
0.035577962,23.05058632
0.162958602,1.231240139
0.169137679,1.019437427
0.192363232,1.403542372
0.128674637,1.973499436
0.126732858,1.122949764
0.140751418,2.345089062
0.14815749,1.596976628
0.052711049,51.98
0.060556817,46.44
0.0730493,39.55
0.050658714,48.46
0.063047427,50.72
0.053350031,53.65
0.055499112,53.7
0.060743058,53.97
0.042509928,57.67
0.060151985,54.32
0.055782309,53.48
0.078133411,19.56676519
0.095731257,3.106077263
0.091558029,2.044253845
