hue,oc
0.513615592132,49.67409091
0.393389839861,49.67409091
0.582260857184,55.53
0.451429438285,43.37
0.468762311747,44.86
0.506300410278,48.47090909
0.478806197328,48.47090909
0.462155429632,48.87838486
0.430807710638,49.02
0.591464074833,20.27796224
0.632001646467,20.27796224
0.401703404771,43.01815707
0.545166720933,55.12
0.615753593492,53.27
0.453638017509,35.52
0.539342343069,25.5
0.577794018875,48.09
0.565369480011,55.14
0.553400208979,8.684545381
0.569347252223,50.13
0.612772835526,52.93
0.502928837054,51.93
0.492687249016,46.31
0.559807624875,49.81
0.534511409909,55.24
0.575658775459,52.75
0.593186670843,53.75
0.559603816196,50.37
0.576823871786,51.64
0.596463792893,52.52
0.533836535751,52.11
0.497009669735,34.15
0.46541561457,4.87
0.488632329886,6.42
0.483495382379,25.0
0.471864671743,14.67
0.438163797827,25.53
0.478164833803,24.67
0.447936679295,14.04
0.568831872554,44.88
0.454125128446,13.24
0.463155035364,12.38
0.532206524614,43.48
0.461513570417,8.8
0.455184455885,22.56
0.457920412497,25.77
0.463647524096,25.94
0.474478864854,22.78
0.448480128883,31.72
0.457100952895,26.86
0.488779622983,26.91
0.472816124585,30.84
0.439105954894,23.04
0.521812049253,26.36
0.443897013981,27.75
0.448485073717,21.18
0.466032333933,35.18
0.434215227993,35.18
0.436347604282,25.27
0.513437942964,25.8
0.42847323944,28.94
0.366839276487,28.94
0.456439427923,37.21568627
0.466656968119,37.21568627
0.321226502238,9.351114361
0.424718683732,39.67
0.425110499356,31.57
0.418604248286,40.3
0.366800945692,37.81
0.402949124322,28.39
0.334880051489,11.22
0.409550240322,37.23
0.388731748235,21.88772286
0.380761484068,15.69196475
0.449611575686,17.76
0.380263307281,25.37658281
0.361976056667,21.88772286
0.375076651251,15.69196475
0.37611002376,22.47
0.410253396944,25.37658281
0.332125063941,21.88772286
0.408762354031,15.69196475
0.376625295711,24.11
0.410551291979,25.37658281
0.356254338033,21.88772286
0.436654265767,15.69196475
0.427221117959,23.45
0.508109588135,44.89130435
0.51352117219,44.89130435
0.586306518932,51.7
0.459624448622,50.63
0.566118237679,28.24521739
0.567606875344,28.24521739
0.517934873774,44.32513514
0.514964125953,44.32513514
0.461386007047,51.21
0.530886805054,28.80703704
0.536775674562,28.80703704
0.510308813115,46.49605263
0.573347295034,46.49605263
0.440631956904,48.18
0.472857350452,28.34862069
0.552397358096,28.34862069
0.52147606546,34.58
0.474943278206,48.36
0.545545424908,29.11875
0.52651969447,29.11875
0.577427239065,50.01
0.493648279994,47.32
0.511092827786,37.03
0.534893211856,30.34
0.509771694759,29.04
0.525278303669,37.96
0.61400062463,40.44
0.546731348577,20.97
0.474995118366,23.95
0.553906079467,19.46
0.504646773562,18.23
0.506414018694,8.64
0.552166653428,32.18
0.50375906869,21.39
0.525882558403,19.9
0.471786281122,31.75
0.464919432205,23.4
0.508548818688,28.98
0.484927163866,27.89
0.467750819426,14.37
0.464819984857,29.52
0.452523787997,29.41
0.48722691855,29.3
0.451039160548,25.38
0.495986802315,29.98
0.448272050659,28.52
0.409580973249,23.02
0.504095967531,40.38
0.45022728051,23.05058632
0.474811124056,40.27
0.396097063047,23.05058632
0.413060828998,1.231240139
0.408661741973,1.019437427
0.388034282929,1.403542372
0.442901351278,1.973499436
0.460557900972,1.122949764
0.486069057185,2.345089062
0.482813423674,1.596976628
0.574406285168,51.98
0.578891519132,46.44
0.609020016595,39.55
0.604400477796,48.46
0.558660019216,50.72
0.58942973894,53.65
0.613559918963,53.7
0.578938248296,53.97
0.683437082891,57.67
0.589689010222,54.32
0.734361207507,53.48
0.451911827385,19.56676519
0.494989062724,3.106077263
0.506229885924,2.044253845
0.499290728753,1.147093988
0.52460890013,0.840353695
0.514567589988,1.053498817
0.429392884536,2.150083908
0.434994531052,2.080028254
0.411609941548,2.378158187
0.650104344469,14.28984508
0.577604212113,26.2
0.582000186967,26.2
0.606940001227,31.55
0.632777199396,44.75
0.605472323056,41.51
0.619936868756,46.56
0.605037595743,40.1
0.556221794554,19.71
0.602283353036,7.28
0.604663986456,19.43
0.572056345456,29.4
0.567276252289,26.22
0.52913768793,17.37
0.634415325204,30.63
0.631000558388,39.58
0.629948943961,44.65
0.600417274547,48.07428571
0.714060083898,48.07428571
0.622962976056,46.1
0.654755418789,51.96
0.670006064614,56.15
0.660914302142,53.65
0.406202911359,21.39
0.573115317691,32.24
0.650982104526,54.72
0.638749563428,46.19
0.64625106433,52.82
0.565920495316,51.24
0.61214648018,41.91
0.608727872231,48.45
0.625384514257,40.36
0.584283334238,42.72
0.602955545179,51.73
0.701315092486,42.77
0.642940390885,51.32
0.614661044852,44.44
0.640554796952,41.42
0.591658125597,38.92
0.706574811453,54.5
0.673159274941,55.8
0.624979297995,50.77
0.621140444496,40.45
0.594634071313,45.0
0.608394421875,22.84
0.657147380744,50.45
0.576364258275,29.63
0.641168702929,43.48
0.439990163455,10.33903279
0.431070348454,8.860697265
0.489106137268,7.671425676
0.567293957334,9.260888921
0.485929763288,7.350787248
0.577156751938,35.78
0.393614851739,12.95
0.516400053354,23.16
0.426466360796,13.8
0.461755364815,11.81
0.501617687122,13.15
0.551905758673,31.5
0.560057914556,29.79
0.582640288034,39.63
0.582699395621,52.02
0.566147646764,39.07
0.596802211593,53.09
0.549949379598,32.45
0.571872211502,41.54
0.605390733765,44.99
0.583713770972,20.32
0.568905902599,23.2
0.565849314549,37.65
0.561172183404,45.48
0.595310256258,29.64
0.549471570351,36.13
0.575315025723,35.46
0.629507509298,41.44
0.501103554085,17.3
0.611465168796,50.86
0.463626022206,30.23
0.572371347183,32.57
0.49512754196,19.98
0.576921544208,44.19
0.568264647222,45.83
0.550362576119,45.65
0.541576393237,42.19
0.519860001596,35.45
0.608811640078,44.66
0.718494620965,50.91
0.603839634161,43.62
0.581777464472,27.58
0.590829257103,41.17
0.657564053013,41.98
0.534745906101,24.82
0.586751565299,33.64
0.390872733506,18.7
0.53624139907,24.16
0.463597427621,20.7
0.449062404017,30.56
0.436414155322,34.84
0.550881227075,1.249279484
0.569615836502,1.126145533
0.505636643143,0.499517544
0.408090072329,0.523597361
0.614675494893,33.86
0.51417252827,26.28
0.502411802214,26.12
0.478709091692,19.57
0.506190877378,33.94
0.567314356947,37.41
0.594359648184,33.55
0.641307540039,47.88
0.401598723041,0.627149753
0.380702744604,1.511542277
0.329787656414,0.385978999
0.350805023207,0.368043393
0.566524509353,47.83
0.506731462108,34.67
0.534671509631,40.78
0.575808435032,51.61
0.583471030808,45.26
0.532987570182,14.42
0.504790160279,14.42
0.498969104016,33.13
0.438110266426,0.882356412
0.411587677881,0.779877086
0.395047639659,0.704177361
0.391651563366,2.081124483
0.334786553047,5.99626167
0.248157958323,0.741742526
0.363712431956,1.576967348
0.337441376875,1.402427717
0.478968168688,2.425343337
0.49095734521,2.427889548
0.499152787416,1.890163179
0.508495481089,1.495079357
0.513519382189,1.072361112
0.527561243382,1.112389343
0.560353372406,24.43
0.562786100425,18.31
0.562190873941,23.78
0.52497208857,25.94
0.64146236696,55.58
0.62912713452,54.36
0.60488114576,51.09
0.605207224865,54.6
0.68003344402,56.2
0.603021276479,52.33
0.601862029587,53.7
0.54397400081,47.7
0.619474660964,48.44
0.480088510907,37.82333333
0.436800111081,37.82333333
0.428050490338,33.22416667
0.369642212254,33.22416667
0.447015134474,43.38153846
0.431858802105,43.38153846
0.440926054539,22.39545455
0.382358603015,22.39545455
0.435553123716,25.55
0.360404101262,25.55
0.408675802732,27.07
0.421590870721,23.06
0.353263475178,6.5
0.424677002922,35.99
0.481825857981,21.55
0.392604263661,11.32
0.487631870524,29.78
0.326484583404,11.06
0.458876965693,23.36
0.346500246418,15.9
0.375400775951,13.62
0.39160444296,16.82
0.465112640403,7.261247223
0.525693659168,3.40291065
0.498813366759,0.990324447
0.407645058464,0.918954657
0.438087515241,1.692771125
0.439141565058,10.74
0.427475892017,10.74
0.611469004905,48.09
0.525981933285,19.55
0.510212295292,27.63
0.553185235359,31.71
0.559408608096,52.74
0.512664283117,45.65
0.562819101261,47.11
0.662270024636,50.75
0.402234086766,18.53
0.54391270431,43.5
0.488164803601,18.11
0.502441605533,24.12
0.421450752155,4.452205413
0.424427691289,3.959920312
0.397157292993,4.24907965
0.380701802348,0.939372247
0.414258208063,0.492538321
0.409030058851,0.377610752
0.304691521724,11.65178042
0.325648253427,18.43393532
0.320220937896,1.673178401
0.300339250221,1.904332947
0.293486104207,1.711509294
0.283578231728,1.411187773
0.368853055006,1.540506611
0.346127623613,0.806829724
0.330190988338,0.630821624
0.324500227951,0.711067483
0.320149769343,0.586283632
0.445953768452,2.040085716
0.426585856497,0.612334397
0.432920362685,2.860200503
0.429724823563,2.101381789
0.42731624215,1.099433238
0.4569582273,1.232486097
0.495742531115,1.037152504
0.490213289731,0.916826907
0.467976626763,0.557156221
0.457096261292,0.584982043
0.441738646912,0.628621302
0.32661752575,0.336194683
0.319552113134,0.302490829
0.310752223293,0.35636576
0.427801315295,1.971437696
0.435421793553,2.374529526
