r,g,b,oc
0.172315363292,0.146962320243,0.111751921687,36.3
0.170061497893,0.136909946264,0.111285863508,42.6
0.153050234729,0.110416251684,0.0846274003333,37.4
0.143861968975,0.112160258097,0.0899681934524,77.2
0.218461041603,0.16331798011,0.1085580416,39.3
0.2207415054,0.165490092992,0.114641536995,16.3
0.190054868897,0.141213754526,0.0981090340928,38.9
0.246204507664,0.183552794159,0.117752191884,43.4
0.167456881805,0.146899730824,0.11750220054,20.8
0.126907123376,0.0910246462906,0.072480469856,146.9
0.137405463047,0.0971766671353,0.0748290100906,96.7
0.199170493751,0.15743163289,0.117428901973,34.2
0.20545418876,0.165562509286,0.130124477901,35.1
0.271019163189,0.207320859191,0.153651923017,47.0
0.183049690958,0.137158586246,0.106722010948,55.5
0.232569093447,0.1711405802,0.116750029776,26.1
0.182966255456,0.133987103886,0.103966877323,78.5
0.140465930349,0.0988191240709,0.0751635008846,80.0
0.295101216635,0.221049735713,0.151813013105,24.3
0.194599625433,0.136534687295,0.0969938057285,45.2
0.101391138574,0.0754504787821,0.0591451312663,104.3
0.162330452777,0.118454073444,0.0947660982421,91.5
0.233723833003,0.165810488961,0.11902357757,45.7
0.276469355431,0.203008863543,0.137558680088,10.5
0.199813119453,0.145125256388,0.103932889133,33.4
0.176769364255,0.127308675549,0.0987011016354,75.7
0.183773547974,0.131745260336,0.0947231212102,42.1
0.180123343557,0.131453756114,0.0961672063483,79.1
0.24767832388,0.190866627567,0.134634077827,45.6
0.173049759476,0.12467058576,0.093338324355,60.5
0.199102173027,0.149263286587,0.112414413765,55.0
0.159375294395,0.113040221544,0.079923777113,56.2
0.179859756038,0.129796206588,0.0914648023015,54.4
0.24716615409,0.186149553992,0.131883359041,33.2
0.185055075084,0.13707081657,0.0989741999833,23.4
0.194626960367,0.145524126119,0.0961421876544,21.8
0.137167745312,0.0953981603748,0.0740377138391,70.9
0.251735230743,0.18756163073,0.119207615251,11.7
0.247024483553,0.205312315042,0.126365348665,4.0
0.227777068886,0.169814980664,0.117611557158,42.7
0.240902329722,0.179251583131,0.0999219728224,18.0
0.222855830055,0.166424783249,0.116151547412,28.1
0.181813865357,0.128983156242,0.0907517482338,37.7
0.215929013186,0.160567261325,0.118017388419,33.3
0.260421598303,0.194535112293,0.128356243956,22.3
0.203217451181,0.151615289668,0.100955968626,39.5
0.153683414143,0.113640464444,0.0761528217109,78.1
0.285888048413,0.217380708551,0.132444826881,13.7
0.221807894843,0.165028898142,0.105788875317,19.4
0.178031561083,0.132014914872,0.100130411278,65.1
0.183747314284,0.134753172936,0.103392967436,47.5
0.191896476267,0.144195597185,0.102063862564,28.4
0.177627007802,0.122312825851,0.0852699483655,44.8
0.299864462669,0.224180585969,0.147982036601,11.2
0.103989622106,0.0748852010308,0.0576820916171,145.2
0.244340242182,0.180055752102,0.12726793574,26.9
0.14567868079,0.106654454798,0.0798584726965,25.8
0.205194161783,0.150631915915,0.102566845794,23.8
0.169389310412,0.136550407337,0.107982903295,32.5
0.169268443232,0.137465906401,0.109266995122,28.9
0.216705532991,0.164297895284,0.110197819207,17.5
0.268866070515,0.209779960838,0.142081979791,33.5
0.123619220285,0.0911807163794,0.0721742035345,111.4
0.203302163343,0.155400710469,0.108646314808,13.7
0.130363796604,0.0884612353615,0.062865590607,45.7
0.139226850846,0.103359166865,0.0840552801569,64.1
0.186291911961,0.139424469273,0.101343523566,22.8
0.242077820159,0.194705849895,0.138444274572,32.0
0.150902696392,0.107765810607,0.0786478762961,42.6
0.123449120445,0.0889051665748,0.0673181232727,71.6
0.243459653736,0.179001223724,0.123735979338,35.1
0.161666858792,0.11852692024,0.0881310612889,18.7
0.097137964789,0.0755226116671,0.0638895751221,31.1
0.0997518594474,0.0731315873399,0.0613130612211,157.2
0.22032105372,0.162695671974,0.110877646758,35.7
0.200328159041,0.152283903299,0.108759950186,31.9
0.200642070121,0.149914278863,0.100874872777,19.8
0.213583648014,0.167434519442,0.115366840775,24.4
0.168740759683,0.119927560612,0.0852673959666,66.6
0.191558752457,0.14688687792,0.106883582017,33.0
0.17355734585,0.132694829268,0.0921702997765,41.7
0.193356599647,0.142797630147,0.10248469194,29.8
0.182856751441,0.136673085795,0.100765531506,32.9
0.206757846454,0.153149646957,0.11223982994,45.5
0.189020104966,0.144536655114,0.102178376983,37.1
0.201829665298,0.143745414657,0.0949041054614,31.7
0.263620998107,0.204682164048,0.156831754139,68.7
0.134660430952,0.102948257463,0.077390561918,45.1
0.190616284496,0.140794600549,0.101627911331,31.8
0.197492223765,0.163547157366,0.126285067294,17.5
0.18809748987,0.151716215198,0.1158838726,33.5
0.221156648583,0.16037290644,0.110739612629,33.5
0.190412300469,0.15267467353,0.110978538194,25.0
0.220618028855,0.166138008399,0.110064179403,27.0
0.248851922371,0.188591015913,0.119672124228,15.7
0.221595532242,0.166436279863,0.112993119824,24.1
0.235988043667,0.176494021977,0.110258479723,20.2
0.267017668817,0.198188750672,0.13078863283,36.3
0.271715241335,0.208451488182,0.133682020205,23.9
0.178873497994,0.131944411372,0.0934744675496,49.8
0.163501220907,0.120607134722,0.0877722032268,40.4
0.204290889788,0.143445523573,0.0984729616826,39.8
0.212545052418,0.144017411217,0.106151711316,52.8
0.222217879986,0.156060502152,0.102651901842,45.9
0.231167086802,0.164537918906,0.111770964864,28.1
0.130368899658,0.0815586446471,0.0619442501394,45.8
0.228168664275,0.162429534618,0.106907457212,16.3
0.213717950127,0.153389276857,0.10034575386,18.2
0.165353731506,0.125639731612,0.0934150821371,47.9
0.242552078179,0.189935436859,0.131105828708,21.8
0.245101517436,0.187282414596,0.122908806076,18.8
0.186042428531,0.145903933358,0.106628426393,17.0
0.274339283473,0.207679677157,0.130991465215,22.5
0.22252612227,0.158322267051,0.104789073372,31.6
0.26463178121,0.212063536652,0.140730749297,33.1
0.233517805131,0.17167853554,0.10961500298,22.1
0.285531482352,0.209466222143,0.135991886995,44.6
0.29453031373,0.225140693754,0.129939741963,12.1
0.221691478611,0.172386796836,0.11630944945,26.9
0.274275490247,0.208461087949,0.125800103958,16.5
0.240773119725,0.185502599549,0.118379090776,13.6
0.238992350183,0.192543117821,0.148331708841,53.0
0.191714517108,0.163330766431,0.115770257696,17.4
0.192567060043,0.138872738611,0.098500628138,47.1
0.234495762974,0.16912546357,0.111678352877,54.3
0.199589642376,0.157964682894,0.119456558851,23.9
0.176143653476,0.127580118148,0.0950162749084,41.6
0.257738917408,0.217161083575,0.15967098337,6.4
0.207660550033,0.159276975387,0.119612894512,36.4
0.145873700431,0.111499520572,0.0868614350248,54.3
0.230479339135,0.178143918115,0.131333948094,33.7
0.135485556651,0.101098101467,0.083252828978,139.4
0.226505629342,0.187726680174,0.150566030195,39.4
0.19335437356,0.145655537437,0.106640457602,42.7
0.234368909883,0.173586521333,0.121476144639,37.0
0.246038459982,0.181420349808,0.133304558237,28.8
0.197851341829,0.151619479011,0.111614341151,55.0
0.18936599755,0.148568247336,0.1198017053,51.7
0.191258612135,0.14716685196,0.11058290637,48.9
0.219122513016,0.16624668725,0.118391630025,14.1
0.225033409363,0.182343379656,0.135163366449,22.7
0.270284412288,0.220128867869,0.170129254912,17.2
0.345376671691,0.256382867163,0.165306906989,13.9
0.26783479717,0.207378151977,0.1521994209,15.8
0.260954625944,0.212553372433,0.160257734869,22.6
0.134980489887,0.0998580313707,0.0830007468072,97.0
0.222818886713,0.164033669369,0.116495996323,24.3
0.213566927655,0.167173332521,0.130497442375,37.7
0.255854464771,0.181987265738,0.119895532254,23.5
0.259745480685,0.190064934366,0.128288285182,13.5
0.223117687478,0.156763517599,0.113384581127,37.1
0.210735159372,0.158624037538,0.114739248213,33.7
0.227343739877,0.179616818669,0.126883748373,12.5
0.242353892826,0.17283910151,0.116531141318,29.7
0.111612285157,0.0836750537489,0.0662939658133,117.1
0.213414046278,0.153596033317,0.115412540242,67.0
0.229316867172,0.172870544532,0.115083483707,21.0
0.177028015131,0.128902102169,0.0881426290163,30.8
0.296773418967,0.225017865143,0.149206931836,9.9
0.215858423047,0.155934064808,0.107394737298,27.8
0.273885474448,0.210287278266,0.150182731865,15.9
0.268383616028,0.197747499232,0.138688994654,20.9
0.239873902107,0.173833710367,0.122459082148,28.4
