h,oc
0.072379147,64.7
0.076260704,32.6
0.070406755,89.9
0.075817909,47.4
0.068734918,44.8
0.076627513,32.3
0.075817404,40.4
0.066536113,42.8
0.080293002,56.9
0.069522536,27.7
0.071157191,32.2
0.071515946,46.1
0.085170224,11.9
0.076772415,61.9
0.078814588,7.2
0.076040465,18.9
0.071247451,24
0.073758211,21.1
0.071950199,25.6
0.073119816,38.8
0.07195638,36.7
0.082130528,10.5
0.067629336,27.7
0.064140474,46.1
0.054543904,24.1
0.062549668,23.6
0.065940429,73
0.065918671,12.3
0.058666132,43.1
0.075592953,35.8
0.062297927,13.9
0.064612551,60.7
0.061919826,45.2
0.074034508,5.1
0.060081243,43.2
0.076198833,16.4
0.059788753,69.1
0.067352636,13
0.072777112,18.5
0.060223164,39.3
0.066978678,50.2
0.064105097,21.3
0.069085765,18.2
0.053720003,124.8
0.069542907,17
0.054924888,36.1
0.075959724,17.3
0.061818675,58.9
0.072990238,33.2
0.074240162,11.6
0.078069925,11.9
0.066220509,31.1
0.066204756,44.6
0.062581537,45.9
0.069208923,19.9
0.069234697,29.6
0.064537873,19.2
0.067360341,23.2
0.073957303,33.3
0.063410726,52.1
0.090140259,14.2
0.06211896,23
0.069458032,16.9
0.07262772,12.5
0.05515555,84.8
0.049939393,57.2
0.063413569,34.6
0.056369355,82
0.064030828,56.1
0.062010555,48.8
0.067695154,23.3
0.063330806,25.2
0.062319121,27.9
0.056486931,51.7
0.065179702,21.7
0.059727294,45.6
0.06563286,29.4
0.073970068,19.6
0.068175219,25.7
0.07075573,22.7
0.066218239,45
0.066085585,19.3
0.071100905,33.8
0.079174621,11.7
0.084410858,29.2
0.08254721,21.9
0.066951596,29.6
0.071148252,10.8
0.067481707,32.5
0.06461163,87.5
0.072166413,17.6
0.07420085,29.4
0.070695089,27.4
0.070933097,20
0.052608369,182.5
0.065293644,21.9
0.065358867,26.9
0.064239903,20.1
0.069836159,26.4
0.074674881,24
0.074091985,21.9
0.069638711,30.5
0.06321915,48.9
0.083758194,16.8
0.068508998,23.3
0.076252502,13.8
0.0687169,21.6
0.06785258,28.7
0.072441729,8.8
0.065460153,49.1
0.07924209,19.9
0.071163559,16.9
0.079802761,16.1
0.070167272,21.1
0.069029655,19.6
0.061641853,24.2
0.066427804,25.7
0.073611112,25.2
0.06855233,13.6
0.075779059,44.4
0.071504531,12.5
0.074304254,15.3
0.070890092,11.3
0.072013797,17.1
0.070584486,12.5
0.072877824,13.2
0.086683782,16.6
0.081048254,11.6
0.085672708,14.6
0.087150707,20.1
0.074277921,23.9
0.082739597,9.9
0.07114384,24.6
0.08414782,14.3
0.076348509,12.3
0.071986728,32.9
0.071224541,11.8
0.097777099,6.7
0.084028352,15.4
0.075881901,1
0.08277317,34.1
0.059300377,149.4
0.074307698,11.7
0.071287492,29.8
0.062653647,47.3
0.087557339,12.7
0.088022709,1.7
0.06686629,31.5
0.067439601,23.1
0.070467434,17.6
0.073739908,11.8
0.079502071,11.2
0.075024439,10.2
0.076809846,11.3
0.078900917,7.6
0.066673537,21.5
0.076554806,26.9
0.073873545,26.8
0.074875443,23.2
0.070769293,20.2
0.061455738,54.2
0.081864582,13.7
0.054837728,42.1
0.058109736,93.6
0.05320205,61.2
0.087821396,10.8
0.064873629,29.5
0.074132987,24
0.078309183,18.6
0.075052034,33.6
0.065771916,57.4
0.082689526,44.6
0.08669979,24.6
0.077368492,56.4
0.074299657,14.4
0.089354146,16.2
0.075253232,21.6
0.071386329,12.8
0.067735758,7.1
0.074116847,10.5
0.06310376,33.8
0.067476451,28.9
0.075231421,13.9
0.073765424,11.5
0.072662204,14.3
0.082331755,27.5
0.078365446,9.8
0.086629214,21.3
0.073630071,7.4
0.075047344,10.5
0.075649916,8
0.070706146,21.3
0.069401145,38.8
0.070630742,13.4
0.068479049,17.7
0.076361502,31.4
0.082295444,15.6
0.07551701,7.4
0.06937698,18.4
0.073323552,19.7
0.089981726,16.4
0.07199362,12.7
0.077711185,19.1
0.073297642,12.1
0.069854185,8
0.050285159,55
0.079396158,26.4
0.077688638,24
0.07137449,23.1
0.083516061,20.6
0.06569075,33
0.05820988,60.8
0.064408635,50.8
0.0706529,22.8
0.062856001,33.7
0.060030625,85.7
0.061295399,58.9
0.066824162,40.2
0.05937225,61.7
0.065084593,41.5
0.063821408,41.8
0.070280046,27.2
0.067532805,40.3
0.062877051,43.8
0.052932082,79.3
0.060131252,43.6
0.055856216,78.5
0.059268949,36.5
0.062351159,31.5
0.059289523,77
0.061837387,60
0.054820934,72.8
0.072507592,24.4
0.061176422,30.4
0.058662095,50
0.0671211,32.3
0.052582536,33.3
0.068423866,27.6
0.05996608,45.5
0.067560794,29.8
0.057116314,37.4
0.052837197,58.4
0.052626193,144.5
0.068217358,35.1
0.064791667,58.5
0.067775534,19.6
0.056600839,57.2
0.070114803,36.3
0.069652223,37.8
0.07473191,30.1
0.073017717,21.8
0.074299461,19.7
0.072995157,23.7
0.071204996,39
0.073142091,21.1
0.071568784,23.3
0.080014744,23.9
0.068747249,10.4
0.080365054,14.8
0.076528547,16.6
0.067467632,16.7
0.07440328,36
0.070860716,11.8
0.072632749,10
0.079821675,13.5
0.079024171,13.6
0.057534224,17
0.063850118,8.8
0.072418136,13.2
0.084459726,11.7
0.069090028,24
0.070069242,12.6
0.075623098,10.5
0.084903098,6.2
0.0627239,34.4
0.066698109,16.9
0.070674309,20.5
0.075358971,14.6
0.075263837,11.8
0.06839296,13.9
0.066733532,35.9
0.064977308,27.9
0.083470482,13.2
0.071510982,31.6
0.085354933,16.4
0.085913821,20.4
0.070036022,40
0.074791245,27.1
0.070939993,38.7
0.073971469,16.7
0.078624057,18.1
0.062423397,12.5
0.081746445,11.9
0.067733844,32.8
0.080592262,21.5
0.077204528,25.2
0.074670487,14.4
0.073252154,19.1
0.069179275,17.1
0.071381463,34.2
0.080393086,10.1
0.069599955,23
0.066307939,39.9
0.077309954,32.9
0.063534519,22
0.068985287,61.7
0.082041042,12.2
0.064387146,34.8
0.070853932,7.7
0.0775533,5.2
0.062247885,27.2
0.060212284,41.9
0.068574048,24.8
0.067592293,28.3
0.078889722,17
0.06549802,27.2
0.073126524,16.3
0.07249182,16.3
0.079860499,0.9
0.075097458,14.7
0.070775092,10.5
0.071597439,16
0.068139679,12.6
0.066282198,15
0.068597935,11.8
0.079948457,21.4
0.063379609,42
0.072485649,30
0.07216271,18.6
0.079974746,22.2
0.073854824,8.4
0.067730305,22.8
0.069303637,30.9
0.084254152,32.9
0.06895859,53.6
0.077074633,20.7
0.069732489,16.3
0.067434722,37.1
0.076690671,9.5
0.055392562,71.9
0.056271021,113
0.074813522,15.9
0.066967892,21.9
0.066135244,36.4
0.06683545,36.4
0.071690116,42.9
0.086409446,12.8
0.069531652,20.6
0.070816606,31.1
0.069956125,72.5
0.070310494,21.7
0.067561165,35.7
0.066475807,24.5
0.065461856,25.5
0.068626044,26.2
0.064161116,37.4
0.065388434,72.3
0.067031269,18.4
0.07300059,16.7
0.075017895,37.8
0.076627924,18.6
0.071940991,27.3
0.066460211,15.9
0.078380238,19.5
0.087599496,15
0.088910545,18.8
0.097712072,5
0.095474892,7.3
0.08593789,23.6
0.102263464,2.6
0.072375799,26
0.077202563,46.3
0.068551271,31.1
0.076872721,11.3
0.065221441,41.7
0.06637172,43.3
0.06800093,16.5
0.060755362,15.2
0.069504034,15.8
0.072557555,16.2
0.077376811,84
0.057740409,66.9
0.066354663,48.1
0.08007024,55.5
0.060726544,45.8
0.075045778,49
0.070158915,23.2
0.058591248,15
0.055768231,36.4
0.061962636,46.4
0.067027149,18.8
0.06002651,47.4
0.074002978,24.2
0.067639336,79
0.06598046,27.1
0.068025364,19.5
0.061099593,41.9
0.066587323,14.1
0.053504248,17.6
0.076567217,20
0.060713981,31.3
0.061406569,26.7
0.064273107,46.6
0.055527494,83.5
0.05159582,94.5
0.058069357,75.7
0.057811139,65.3
0.063317351,42.9
0.059687509,37.7
0.055593239,15.8
0.040434236,22
0.045381988,27.1
0.053989646,115.7
0.090419274,14.5
0.064210796,34.9
0.071587738,20.9
0.071779756,16.1
0.074499292,13.3
0.072565397,29.5
0.084262432,12.3
0.07058481,25.1
0.072539158,16.1
0.071844494,20
0.069011781,4.4
0.068268213,29.6
0.069526259,23.1
0.070885714,22.9
0.074716492,23.4
0.071996734,20.3
0.067723205,40.9
0.071580502,18.4
0.07336846,17.8
0.074253615,11.8
0.068194791,21.4
0.069528687,22.2
0.071134796,39.5
0.078379882,25.1
0.075424401,33.7
0.078700927,13.1
0.072204082,17.6
0.068853663,26.9
0.074288344,14.6
0.067664606,27.5
0.093323494,31
0.064912628,98
0.070803617,13.6
0.0711311,71.6
0.08201265,20.6
0.080359581,15.5
0.089812968,6.3
0.088269051,14.3
0.076959266,14.2
0.068833417,15.7
0.071461541,14.9
0.084794191,12.5
0.0645769,17.9
0.069105989,25.4
0.076243291,16.6
0.063325616,17.4
0.061951229,31.2
0.070821113,22.3
0.086677811,20.9
0.081199052,32.2
0.08041673,12.8
0.079086603,17.1
0.086247206,4.5
0.067514379,6.1
0.071276517,13.8
0.08408936,10.8
0.091863907,7.3
0.100562477,6.9
0.093051854,9.5
0.09668982,10.9
0.105901823,3.2
0.099906428,5.4
0.085803433,33.1
0.087068015,6.4
0.078863807,26.6
0.088170102,33.5
0.085441218,8.7
0.080170278,7.4
0.085801997,28.5
0.090311451,8.9
0.078616149,44.6
0.077464794,19.5
0.076729949,27.8
0.07953331,18
0.069795538,46.8
0.074452491,34.5
0.080881823,19
0.075098001,13.9
0.064413767,34.1
0.06821863,32.1
0.090461098,11.5
0.058963251,105
0.065000189,47.9
0.098293933,17.3
0.071279832,43.5
0.057311683,151.3
0.061863129,49.3
0.080582336,27.8
0.068682166,56.2
0.073139191,33
0.07657085,45.4
0.065647537,36.3
0.07448371,54.5
0.086054122,54.2
0.072056903,51.9
0.080667702,12.2
0.075949133,23.2
0.079536258,10.6
0.077370719,14.5
0.081266162,14.9
0.078959019,2.3
0.078667315,10.6
0.079800174,10.3
0.073596021,22.8
0.077785171,8.6
0.08481168,10.6
0.072230183,61.3
0.075716876,18.9
0.060979859,73
0.08121223,10.1
0.074531996,19.6
0.073036862,27.5
0.074609145,9.8
0.090382781,12.9
0.08439167,12.7
0.067309082,22.5
0.066308361,20.6
0.0681698,14.3
0.062515653,26
0.064709234,24.6
0.058277927,27.5
0.063862576,57.7
0.064467439,38.1
0.068006247,19.2
0.070565729,52.3
0.067227387,47.1
0.065363905,29.8
0.06474584,24.3
0.07490179,11.1
0.062823741,30.6
0.061631156,18.5
0.050162585,18.7
0.073395629,14.8
0.063034165,28.7
0.055178726,36.9
0.075027441,9.8
0.064384167,20.4
0.075116533,8.7
0.062945609,23.2
0.066865426,29.6
0.080185741,18.9
0.064918942,18.7
0.080414146,16.4
0.089437035,19.6
0.065739873,38.4
0.065310895,26.9
0.070866386,17.1
0.069231604,39.3
0.065835848,20.8
0.070482353,9.9
0.060537032,40.2
0.072456159,7.7
0.06838223,14.1
0.065805401,30.9
0.066763587,13.5
0.06200252,33
0.077504389,23
0.074438916,19.4
0.069981084,17.3
0.072407147,13
0.076972622,22.8
0.070498759,28.5
0.084940674,15.5
0.05036962,16.1
0.071526465,58.5
0.055458175,54.4
0.084108229,30.1
0.069766394,22
0.077496555,25.8
0.115974551,4.4
0.100698553,10.4
0.082907004,13.5
0.089990801,14.7
0.066094021,46.6
0.060795172,111.9
0.05787028,101.3
0.065547091,21.6
0.081717181,15.9
0.078744448,10.2
0.084199365,9.7
0.079073533,11.5
0.089777851,18.9
0.081312279,7.4
0.069424037,31.1
0.085848261,9.7
0.068595279,15.7
0.068214521,33.7
0.083927556,8.4
0.08155514,8.2
0.070208725,45.9
0.069765377,29.4
0.078181257,10.7
0.073202011,72.1
0.089088217,21.2
0.07481359,20
0.072521508,6.1
0.075925955,8.3
0.071761585,20.9
0.078271872,8.7
0.071409076,35.3
0.076762843,10.1
0.080429014,8.5
0.071325812,12.6
0.08989445,14.2
0.052261769,31.7
0.082063678,10.5
0.072971866,8.1
0.071304728,25.8
0.074440442,18.5
0.08217669,11.3
0.082328571,13
0.083701968,11.8
0.080591384,22.7
0.081645225,12.7
0.083136089,8.9
0.075721176,13.6
0.08493824,11.8
0.087956165,18.7
0.080375266,9.6
0.080546146,21
0.087856265,7.5
0.088795193,11.3
0.083541943,12.4
0.07973217,9.7
0.081123491,10.2
0.076238663,16.8
0.076280379,8.9
0.079848747,12.5
0.087353334,18.3
0.07901332,12.3
0.081907994,11.4
0.083149249,14.9
0.079272485,11.9
0.081718804,17
0.085522925,9.6
0.083287164,14.3
0.079473502,18.2
0.080609569,15.8
0.07687277,11.4
0.077830234,9.1
0.0802252,9.8
0.080252073,7.6
0.072706879,20.6
0.085573143,23.6
0.066881922,56.4
0.066170342,9.8
0.070220836,27.7
0.060722453,27.4
0.066893945,24
0.062658286,35
0.063563547,34.1
0.067139747,20.1
0.055849079,14.9
0.076670765,13.6
0.061029999,25.8
0.059503298,52.3
0.08908075,16
0.063305907,19.4
0.068112532,20.6
0.073643773,9.3
0.085986626,13.5
0.069007815,13.8
0.072163048,11.7
0.06772314,19.5
0.065919301,26.9
0.092549386,12.8
0.09191232,9.5
0.070961463,20
0.074676913,15.7
0.073214237,10
0.073922878,10.8
0.082630034,33.2
0.077138743,13.9
0.078482378,16.5
0.077248061,10.8
0.072972858,12.3
0.06302475,44.3
0.078251759,18.1
0.070905891,24.9
0.070559644,15.6
0.075177614,11.7
0.074646138,20.5
0.080408771,29.1
0.078233819,12.1
0.070874652,23.7
0.082410061,25.8
0.071190831,12.4
0.074155178,14.1
0.086611212,16.8
0.073231798,18
0.087159773,17.3
0.084976826,16.3
0.069812046,18.7
0.069165826,18.8
0.067344639,23
0.07908466,9.6
0.075209263,17.8
0.092610448,11.6
0.061695907,33.2
0.076026746,18.7
0.070530058,87.7
0.069487874,31
0.059983034,101.3
0.070296426,17.4
0.074398915,24.2
0.059342491,50.7
0.05106442,80.9
0.089834881,15.6
0.069739411,38.8
0.070025871,57.6
0.078558352,29.4
0.075731391,20.3
0.065551821,103.5
0.078826373,10.2
0.080039926,9.6
0.086346849,5.7
0.076932946,5.1
0.076285296,11.2
0.086643764,10.9
0.062692616,15.4
0.076773902,12.6
0.06732937,21.1
0.077384207,32.5
0.060752501,48
0.059082399,44.7
0.062543734,53.7
0.073600824,18.4
0.082126466,34.6
0.079279089,6.7
0.053189635,42.9
0.064435012,26.4
0.069530497,16.5
0.057945221,133.3
0.064378609,96.2
0.073991846,16.7
0.062507995,62.8
0.063295316,46.7
0.063334855,52.9
0.062056777,47.6
0.066490699,22.9
0.065441447,17.8
0.062280598,55.6
0.064930859,39.3
0.077530318,10
0.061456577,40.4
0.081982098,16.6
0.088304544,16.6
0.063814536,27.6
0.082292409,17.3
0.069184414,9.6
0.066063989,38.8
0.057548098,105
0.067103867,38.2
0.066475255,29.9
0.069208133,26.6
0.063063202,34.2
0.058822558,73.3
0.070479817,22.5
0.05330048,85
0.064232613,19.7
0.056600028,30.3
0.063801537,28.5
0.072474407,23.7
0.067578498,31.4
0.057773017,24.7
0.08000751,10
0.069959503,16.8
0.081463239,41.7
0.065274638,13.1
0.066674647,29.2
0.07378962,16
0.075909083,20.2
0.082715044,16
0.063847826,20
0.070092283,15.2
0.077665766,13.8
0.059891291,41.4
0.0777788,24.9
0.067510939,21.3
0.063212079,34.5
0.059757469,10.8
0.069588386,48.6
0.074256719,39.5
0.079010567,18.4
0.064466881,13.7
0.066182547,46.7
0.061489867,46.9
0.067886757,9.9
0.072127782,23.2
0.067149674,29.1
0.063059185,56.7
0.081299792,9.7
0.07780173,13.7
0.070174674,34.8
0.084564909,14.1
0.064393817,32
0.078531526,11.6
0.078395365,14.6
0.06822057,22.8
0.072777779,12.7
0.071881126,49.9
0.057937914,10
0.055468445,41.3
0.081470495,7.2
0.083545388,14
0.075618631,9
0.064260654,32.4
0.078922601,10.5
0.073566127,13.9
0.082362094,11.4
0.067132749,30.3
0.077957829,26
0.084009508,8.2
0.081953976,14.8
0.063224552,47.3
0.075763243,27.5
0.064982931,52.6
0.070795271,45.4
0.082642767,25.5
0.068830672,66.5
0.082768866,35.2
0.06704666,47.7
0.05053223,58.1
0.062207331,20.9
0.059099466,83.1
0.054034477,70.9
0.067376061,16.3
0.050962771,110.5
0.055160564,96.2
0.039443871,163.4
0.050948391,106.3
0.06115119,62
0.07206869,17
0.074201721,36.3
0.068585634,37.6
0.061564161,51
0.067707026,34.5
0.055146,41.5
0.055482965,69.2
0.038952073,140.4
0.071666368,36.4
0.054519816,63.1
0.062392198,39.1
0.073775828,35.1
0.046797474,128
0.047628555,95
0.040466262,171.6
0.042894627,169
0.048718767,154.3
0.062692225,45
0.073754357,26.9
0.046842255,199.8
0.06110096,42.2
0.057711713,47.9
0.04992894,137.8
0.050643855,107.8
0.04669967,137.6
0.039274788,187.9
0.054165027,93.9
0.049602119,139.1
0.053274273,53.4
0.080454637,41.6
0.093715147,20.6
0.057362496,92.3
0.044450725,299.1
0.048582086,86.7
0.060556479,62.2
0.053393301,102.5
0.046205051,165.2
0.046148999,136.8
0.054395332,75.4
0.05329495,65.8
0.047070356,117.4
0.066614047,36.6
0.047604473,229.7
0.069649208,69.1
0.063115383,36.1
0.078761658,55
0.07523709,35.9
0.05379535,70.6
0.074179668,50.2
0.054098415,144.3
0.056642704,54.3
0.056978667,76.1
0.061608471,42.4
0.061095581,34.7
0.059797945,41.2
0.040016157,280.3
0.050108991,66.2
0.06510101,49
0.064828127,37.6
0.05080259,80.5
0.058222985,100.8
0.065395053,46.6
0.052404848,74.3
0.063739494,38.4
0.06665756,34.3
0.064385689,44
0.058986862,36.3
0.055038688,76.3
0.060365037,57
0.064326444,53
0.048639973,55
0.057955991,216.2
0.098412176,10.3
0.064545612,53
0.093413815,22.5
0.083481828,14.2
0.068778741,58.5
0.071642167,17.5
0.060959908,88.8
0.067255721,52.2
0.101812652,16.6
0.060508741,60.5
0.071539391,46.4
0.063549155,100.4
0.06234328,83.2
0.081375903,14.9
0.064552359,142
0.052997727,136.4
0.072674901,64.2
0.038739229,181.3
0.071324653,53.4
0.065907294,58.2
0.040053663,148.5
0.062487401,61.3
0.086651974,52.9
0.055710242,79.3
0.069411591,75.8
0.057124129,44.4
0.06134115,39.5
0.052465929,118
0.05036684,87.8
0.049535311,55.2
0.060514533,11.6
0.070307011,12.5
0.078820042,16
0.04483075,152.8
0.055762741,32.8
0.049098117,110.2
0.0520193,86.9
0.076354022,41.9
0.057102383,31.2
0.064384071,68.1
0.060540193,54.1
0.054183075,129
0.058772505,82.5
0.051414565,113.4
0.043487076,211.5
0.033165248,244
0.049924527,130
0.061656942,44.3
0.050894678,94.3
0.059872317,70.1
0.043983334,206.3
0.063502757,37.4
0.054176498,126.9
0.04246887,100.3
0.05794751,80.7
0.042125625,162.3
0.067119188,33.4
0.068876009,34.1
0.091612561,3.6
0.082318242,38.7
0.068898373,37
0.064420331,91
0.076022279,41.8
0.071459578,84.9
0.08858983,18.9
0.07368381,65
0.069386022,55.6
0.064831016,52.6
0.069125176,43.2
0.080428803,27.5
0.056027053,107.6
0.060558485,79.7
0.073513544,20.5
0.053496566,94.9
0.057418015,65.5
0.047409342,64
0.047728843,100.5
0.068381561,39
0.063633353,61.2
0.064230982,58.2
0.063252744,48.9
0.03786559,132.4
0.065820912,25
0.066346727,26.5
0.070511964,30.9
0.060568988,41.6
0.065457634,47.2
0.069916329,21.9
0.054461613,90.7
0.060948445,39.5
0.052137114,101.6
0.069098378,28.3
0.064537984,54.1
0.05122007,34.5
0.053195622,128.1
0.070971782,34.5
0.061992166,33.9
0.057766789,98.7
0.076396735,33
0.052580952,49.1
0.081127617,39.9
0.067384139,44.7
0.058292307,103.5
0.049987199,90.3
0.053266548,89.2
0.063047849,68.5
0.066713262,91.4
0.083979657,36.1
0.073510642,30
0.054460206,61.2
0.084349983,11.7
0.044336828,126.7
0.062140391,27.9
0.056248454,39.5
0.05891179,59.5
0.059655065,61.3
0.05888395,50
0.058834198,85.8
0.048939901,101.1
0.039773365,272.6
0.066235785,55.1
0.049924829,121.4
0.052012983,72
0.041829782,149.1
0.044470176,94.7
0.07940627,25.2
0.093000269,34.7
0.064387858,49.5
0.089629845,22.1
0.056233606,84.1
0.041555546,93.1
0.049334228,280.5
0.079505049,24.4
0.076138783,44.4
0.072890885,30.2
0.081772106,45.4
0.073944658,33.4
0.083973802,35
0.060002062,94.6
0.070683291,44.5
0.075204181,37.9
0.067266601,42.4
0.053613346,103.3
0.070783816,51
0.083070444,22.8
0.077316065,40.3
0.066532422,56.2
0.085015883,30.6
0.087247484,22.1
0.074389874,34.8
0.0849647,22.6
0.059381749,117.8
0.068169488,59.3
0.085216448,33.1
0.074569256,71.7
0.080867971,20.7
0.053960663,68.8
0.073366188,25.7
0.069604915,23.8
0.066608847,118.3
0.075219565,48.2
0.077419798,49.5
0.076066236,53.6
0.044649863,59.9
0.064700443,92.2
0.058950939,81.9
0.102630352,33.4
0.069580145,80.2
0.078813427,70.6
0.095306605,27.9
0.05152998,233.3
0.074795893,51.1
0.079233505,26.8
0.076286639,45.8
0.066982006,55.8
0.080461264,31.7
0.065513088,34.6
0.056449141,57
0.073495231,23.5
0.059497213,67.9
0.078994774,35.4
0.061871465,58.7
0.074635828,32.3
0.077422061,24.7
0.081941114,23
0.086644898,21.7
0.075514065,32.4
0.083937496,3.7
0.072753643,46.6
0.080168515,40.5
0.085548531,28.9
0.091329674,16.2
0.076506823,33.8
0.052976419,73.2
0.042893842,17.9
0.057699559,68.8
0.053712846,71.9
0.069793948,54.3
0.063012743,51.9
0.064357517,49.1
0.066821075,78.4
0.051737321,110.8
0.060734212,59.6
0.04694002,128.3
0.055732533,60.7
0.048551703,114.5
0.055548765,51.7
0.047186165,84.8
0.05937534,81.1
0.06462655,57
0.054538368,93.5
0.073041466,26.9
0.043913145,116.9
0.052108234,77.4
0.052825148,59.8
0.062054758,43.3
0.059394883,61.7
0.067821366,22.7
0.046196739,241.3
0.044399113,150.6
0.048402306,114.1
0.061971066,59.2
0.058089426,85.5
0.054391588,93.5
0.050463722,102.5
0.049000544,85.6
0.042079838,105.6
0.056225073,66.9
0.069726139,61.4
0.044337524,137.4
0.069414064,43.7
0.059898665,27.8
0.060445609,78.8
0.061591263,43.3
0.05993101,39.8
0.031196735,411
0.066843498,41.3
0.064317078,57.1
0.056982198,78.1
0.068312206,27.3
0.065874781,36.9
0.065199602,39.3
0.063652806,20.9
0.059678495,37.7
0.068099156,17.4
0.07275417,17
0.078675151,27
0.061099069,43.3
0.061096037,33.5
0.033676276,265.7
0.072961906,31.3
0.067969354,46.5
0.032120995,478
0.056765022,66.5
0.065215091,48.4
0.062970425,27.8
0.057864215,60.3
0.055923527,91.8
0.072549838,36.2
0.055221034,283.7
0.049144849,207.6
0.063286118,85.1
0.061354019,118.8
0.060697842,134.7
0.042020178,318.6
0.067820631,60.3
0.047055331,105.4
0.07317168,59.4
0.026822693,360.3
0.07398785,39.8
0.081215389,26.3
0.067121701,20.9
0.075181946,29.7
0.06773504,94.5
0.09014331,12
0.072493697,57.6
0.030129517,494.1
0.081753773,44.3
0.076569327,39.8
0.061445683,142.9
0.069419563,56.5
0.076078115,24.2
0.084064419,16.4
0.084809585,58.6
0.075072036,69.7
0.054258236,137.4
0.063704834,18.8
0.050269609,144
0.062987369,65.7
0.068641661,15.2
0.055417745,49.5
0.048869053,141.5
0.067769796,31
0.075802102,29.7
0.077340068,37.1
0.067971603,56.2
0.079953534,13.1
0.089071898,3.4
0.08272541,33
0.080319658,7
0.057449665,163.5
0.079670401,5.2
0.069107305,76.3
0.071146106,18.5
0.04522013,123.5
0.070512378,75.1
0.066078484,29.1
0.069741293,90.1
0.075642552,58.4
0.065611688,63.5
0.042647346,229.5
0.048107607,149
0.048729554,208.7
0.071101962,57.3
0.069916516,63.5
0.061942626,137.7
0.048137959,227.2
0.05433757,164
0.061943448,53.4
0.070321427,46.7
0.067856869,131.2
0.080114269,24.1
0.053340399,50.1
0.062931365,39.4
0.060666007,18.7
0.070988809,21.7
0.078736835,43.4
0.065375106,50.2
0.072119103,38.6
0.079099217,10.7
0.063947595,32.5
0.07590434,11.5
0.065836353,47.2
0.071636541,20.4
0.073529093,9.8
0.072233185,8.4
0.072587424,49.8
0.060162842,36.8
0.094718018,9
0.07638368,10.6
0.075192222,11.7
0.069541127,28
0.059531436,34
0.103437807,4.3
0.087648083,22.7
0.081559857,25.9
0.07633037,22.1
0.079872214,52.1
0.093208998,23.2
0.069256781,22.7
0.055424323,18.9
0.06056462,40
0.049605959,20.1
0.068872129,36.1
0.074016603,55.1
0.054007656,73.3
0.065447723,37
0.055757466,67.3
0.078423444,10.7
0.084398013,17.3
0.070475392,34.5
0.071467768,34.4
0.074998626,50
0.078287211,42.5
0.088369645,17.3
0.077909488,19.5
0.076539868,19.8
0.062325033,55
0.063973094,28.7
0.062350787,24.7
0.077652705,30.8
0.074120281,34
0.07056299,11.5
0.083471038,14.9
0.081382775,27.5
0.073716103,24.9
0.077120107,9.6
0.067242241,21.2
0.080064251,9.8
0.07660418,13
0.070249401,27
0.065672707,86.4
0.074260525,22.3
0.077964623,20.9
0.068591003,35.1
0.072472501,30.6
0.080307886,10.5
0.075467207,10.3
0.080336003,10.8
0.089296839,9.8
0.078953158,15.4
0.086097962,15.5
0.073988834,57.6
0.083867691,16.8
0.077218689,35.3
0.083472215,10.2
0.079177663,24.4
0.079556895,21.2
0.087830841,14.4
0.087601058,18.5
0.069122172,73.3
0.085356419,21.5
0.08386859,32.1
0.076680644,26.5
0.071970717,48.5
0.067749675,33.6
0.084929885,15.2
0.077990178,23.5
0.074821298,23.6
0.085270586,18.5
0.084671192,20.6
0.07559912,26.7
0.069576525,37
0.077583791,31.9
0.084009899,10.7
0.090608011,9.7
0.077730377,44.2
0.096203306,24.6
0.048384087,29.1
0.043174934,17.1
0.04726929,21.1
0.062085414,18.1
0.072096023,17.8
0.084390698,33.2
0.060652874,116.2
0.070630556,42.3
0.058968439,43.5
0.065817069,29.4
0.087501929,11.9
0.083873463,32.8
0.093546539,17.5
0.082854647,21.3
0.081302074,46.1
0.077344111,26.1
0.083664017,39.6
0.072493623,31.2
0.08353992,29.8
0.079130822,12.6
0.084113305,28.9
0.092639871,30.5
0.087696948,30.2
0.080509614,33.6
0.097755951,18.1
0.092645693,31.1
0.093602815,23.6
0.084027222,39.5
0.089388565,17.5
0.0913295,7.6
0.08339715,37.4
0.089180875,11
0.097129534,17.7
0.091867533,10.7
0.100392387,18.3
0.098396489,11.6
0.100690298,6.9
0.053788689,202.7
0.062751977,62.1
0.063525536,78.4
0.050604968,48.2
0.054128825,52.2
0.062372425,46.8
0.05189775,51.1
0.060379368,40.4
0.051473971,52.8
0.048762086,38.4
0.055642931,55.5
0.064158655,61.8
0.065190782,33.1
0.057073039,56.7
0.058037244,64.1
0.062865361,68.3
0.056197695,144.7
0.057176238,48.4
0.077475617,76.1
0.054591881,72.4
0.055106196,133.1
0.066830234,32.1
0.063642699,49.1
0.053929143,45.4
0.049352434,164.3
0.055827469,65.8
0.050596773,31.6
0.055363892,90
0.05072593,55.8
0.047660685,43
0.048764593,33.3
0.049997151,61.9
0.053585056,49.3
0.057404293,69.4
0.056306665,51.3
0.05043941,68.8
0.043780629,21.4
0.040447963,20
0.058592471,64.8
0.068151713,25.8
0.058086276,61.3
0.051690473,82.9
0.056009591,68.8
0.06048431,83
0.085450859,21.7
0.089025218,9.4
0.077815684,29.7
0.070072815,16.8
0.070506434,15.8
0.067825807,12.8
0.070343856,6.1
0.073345279,22.2
0.065601306,19.1
0.06391885,51.4
0.06145257,24
0.068477133,17.1
