h,oc
0.088649777,10.7
0.083205626,15.6
0.078590783,15.6
0.076596686,17.2
0.070521128,8.8
0.072468739,18
0.07914564,12.8
0.062350478,62.5
0.07422729,31.2
0.064064678,6.2
0.070830945,18.1
0.080037022,38
0.077005368,8
0.078293106,10.6
0.070707578,11.6
0.082969507,18.8
0.076161748,45.9
0.081445995,17
0.074033958,17.4
0.074296777,13.5
0.075246202,66.4
0.075805058,10.3
0.089958254,40.4
0.077845823,13.4
0.068010444,20.7
0.0738317,13.9
0.066239567,53.1
0.082370231,17.6
0.064626078,43.9
0.073942354,38.7
0.074866989,19.5
0.077921639,16.2
0.057345298,45.3
0.067701528,53.2
0.069051813,36.5
0.084662503,19.9
0.081647501,17.7
0.08059682,21
0.07978616,21.2
0.076778002,12.7
0.077444925,10.6
0.076320251,25.8
0.064066875,60.8
0.080677235,11.9
0.080453967,10.2
0.081753957,15.2
0.081727995,12
0.067601027,42.6
0.08064911,9.3
0.074416168,7.1
0.086115505,15.8
0.050713532,13.8
0.084125214,17
0.069926343,21.5
0.077715977,4.7
0.07141,8.8
0.040113424,33.8
0.075655407,14
0.075433546,35.9
0.072004191,18.3
0.081133743,16.4
0.086337232,18.3
0.08696534,18.3
0.0863294,14
0.061992619,26.7
0.057191151,21.7
0.083395285,20.9
0.054125651,12.3
0.084557703,22.8
0.07323392,12.6
0.073741299,17.8
0.069065644,24.2
0.067619492,15.6
0.06367716,13.2
0.071154127,7.9
0.073876287,26.9
0.081254487,13.9
0.076333084,34.3
0.081533429,11.2
0.073911407,20
0.081980328,13.3
0.073763268,17.9
0.076780935,8.1
0.067532998,10.4
0.079903227,11.9
0.071025884,49.2
0.083223382,18
0.062876818,16.2
0.074731101,13.2
0.071409039,9.7
0.054886539,18.1
0.071345084,16.2
0.077916742,17.5
0.066014719,8.5
0.06266073,9.5
0.059327158,28.1
0.066867042,20.7
0.070817856,21.1
0.078988879,13.6
0.07894885,16.7
0.049175328,14.8
0.052032406,12.7
0.071159948,48.2
0.077096241,12
0.078363669,12.6
0.060922446,9.5
0.067608282,14.8
0.056716087,14.3
0.07058775,11
0.053737965,18.2
0.060605917,10.1
0.071219591,23.9
0.078160768,28.5
0.061384935,51.9
0.059824242,21.9
0.071357867,34.7
0.070362182,44.1
0.082675132,41.8
0.073147207,12.6
0.084283648,49.9
0.079435689,38.6
0.08503902,41.1
0.056956959,67
0.071160653,37.5
0.052587171,30.6
0.065935363,37.4
0.063741022,22
0.066239919,10
0.060502235,21.2
0.060843418,14.7
0.067804094,11.1
0.081527699,17.4
0.08257704,30.3
0.081291931,15.3
0.073003311,27.1
0.08026077,59.9
0.075430887,42
0.055721065,21.3
0.060462006,16.3
0.053755093,22
0.07879624,27
0.052930649,48.8
0.057542864,14.4
0.051891563,14.4
0.060320049,27.5
0.069844381,11
0.081119285,10.7
0.074239679,10.7
0.077243351,10.3
0.057500202,147.1
0.068343065,28.2
0.053364765,132.9
0.074764368,12
0.082799624,24
0.067237566,44.4
0.075491745,13.6
0.068279566,86.8
0.059946409,33.1
0.081252865,52.3
0.075218793,11.9
0.061712069,12.7
0.06521425,21.6
0.054937299,19.9
0.038685223,151.3
0.073341615,8.5
0.07305172,61
0.051452109,22.8
0.083709708,21.2
0.081449507,36.3
0.075120091,33.4
0.078880206,21.5
0.071089527,27.1
0.080952663,61.3
0.083456774,27.1
0.080933758,10.5
0.075198464,16.6
0.062652235,121
0.080684669,13.6
0.061682957,12
0.06018553,18.2
0.070219426,13.5
0.060140245,12.9
0.083103663,29.8
0.088093955,20.2
0.084584988,13.6
0.071888847,16.3
0.084211851,26.8
0.088999104,16.4
0.062349021,18.3
0.054287484,19.9
0.08009602,12.1
0.07257515,8.2
0.058919568,20.2
0.056066371,42.1
0.060419966,13.9
0.048757347,12.4
0.040829671,19.7
0.056566385,55.3
0.060893099,29.6
0.074347602,25.3
0.067856834,19.5
0.070348056,22.7
0.06765957,7
0.05766527,15.9
0.069811879,42.9
0.070116246,50.8
0.071605196,12.2
0.066358966,12.2
0.055825959,44.2
0.062008612,25.2
0.058379264,37.9
0.051645534,117
0.072468239,15.9
0.07320638,25.1
0.060557845,35.8
0.065164253,11.5
0.057941849,7.2
0.055760194,54.7
0.057314856,44.3
0.046960139,29.9
0.052947691,47.3
0.068276833,22.1
0.071261312,12.7
0.069463203,27
0.052355324,44.8
0.061415645,40.8
0.068956724,13.1
0.059483926,32.9
0.056083324,17.7
0.059494408,9.7
0.056770927,25.2
0.054955094,24.5
0.061051932,49
0.070611364,41.3
0.073867585,20.9
0.055939639,18.6
0.054979706,14.9
0.06445285,11.2
0.052977487,33
0.054647102,39.7
0.067474963,22.3
0.072395025,19
0.070989194,13.8
0.070276806,12.2
0.069252831,19.6
0.067564324,16
0.066997507,36.5
0.067793699,15.2
0.061943733,27
0.064663489,43.8
0.066508087,42.2
0.070326233,33.7
0.067347603,36.9
0.074635585,11.1
0.062831349,15.3
0.068244806,7.4
0.065932758,14.9
0.072178244,12.3
0.071145185,8.8
0.067423073,26.6
0.065381026,17.3
0.064427214,27
0.073775564,7.3
0.061206682,40.3
0.070448386,6.6
0.066105902,10.6
0.078814861,25.8
0.060690951,21.8
0.068163845,6.6
0.064549358,11.8
0.07235878,11
0.066896666,13.4
0.060146993,17.7
0.071696584,18.3
0.07506306,10.2
0.064611305,20.3
0.064405223,15.7
0.069871821,11.4
0.063897678,16.4
0.06676016,17.5
0.058103112,20.3
0.062707407,15.2
0.071419282,20.7
0.060844012,44.6
0.063624613,17.6
0.07059111,9.2
0.074927181,3.4
0.063428969,13.1
0.057867141,21
0.064427441,17.8
0.066395393,11.1
0.068382305,6
0.063771965,23.5
0.067343461,14.4
0.056368127,58.2
0.06160431,26.6
0.06036387,22.5
0.071471913,12.6
0.067713459,11.4
0.070751325,10.5
0.065888816,6.8
0.073884338,15.7
0.060970092,30.8
0.070223621,12.7
0.053084233,46.8
0.06770761,8.4
0.06836421,21.7
0.070348553,51.1
0.071017946,12.8
0.054720774,18.3
0.075228955,17.7
0.068714615,23.4
0.058011508,15.6
0.063023515,31.5
0.079152051,32.7
0.075464628,13.8
0.048633726,32.6
0.07039063,33.3
0.080903177,7.8
0.081827821,34.1
0.078935564,31.4
0.048234289,170.5
0.076354633,36.3
0.080347236,22.5
0.074030167,26.4
0.077127133,68.3
0.075955579,45.9
0.067808826,37.6
0.0470642,32.5
0.075324147,10
0.072481596,11.8
0.057980288,27.9
0.066062745,17.1
0.075067555,6.8
0.070049946,14.3
0.070631476,30.5
0.065425147,14.5
0.042089819,141.8
0.067655091,14.8
0.069021474,17.4
0.051285662,43.6
0.066355726,13
0.069291346,9.7
0.075691836,35.7
0.052876227,165.9
0.066578524,47.8
0.075666454,29.5
0.06727799,50.1
0.076554807,9.7
0.058833898,96.1
0.083241108,25.6
0.054877615,222.7
0.055346687,46.8
0.040159853,158
0.075598389,12
0.041456507,24.5
0.048759747,28.7
0.04946172,218.4
0.076857016,33.3
0.06154459,93.6
0.066408176,251.5
0.073459375,55.8
0.074656601,59.6
0.058605023,179
0.063189264,30.5
0.068854443,10.9
0.033902371,114.3
0.062287174,10.3
0.074843967,14.5
0.078379722,27.3
0.065998074,17.1
0.078090788,8.3
0.049401816,14.8
0.063946669,15.1
0.041930947,215.3
0.052709474,65.4
0.050267012,74.9
0.046157692,108.1
0.070124831,56.7
0.069791737,35.7
0.035673973,367.1
0.044909306,62.6
0.058444353,79.8
0.067005347,111.6
0.068826918,12
0.067464953,13.8
0.047581609,30.2
0.055276233,27
0.046935211,45.3
0.072886477,24.1
0.070065389,41.9
0.068532949,25.1
0.06581051,103.2
0.064332487,62.6
0.067547406,29.5
0.062994283,26.2
0.063908241,58.8
0.062743432,43.7
0.082365003,50.4
0.06867263,52.6
0.071942218,47.5
0.087610876,9.9
0.065224485,41.2
0.070455192,18.8
0.074233232,46.6
0.059877212,15.4
0.081937614,16.9
0.084045776,37.8
0.06052518,33.5
0.060543655,19.6
0.071414632,16.5
0.06983651,30.6
0.07359191,13.4
0.062718147,20.6
0.065884588,35.7
0.071340474,14.9
0.075555014,12
0.069374647,12
0.069954241,27.5
0.07854237,28.5
0.070144402,31.9
0.078348906,28.8
0.076945763,13.6
0.063472293,53.3
0.064680604,8.3
0.075436633,15.4
0.06102389,20.4
0.067405639,72.1
0.066968122,21.7
0.068699457,10
0.065915852,11.2
0.071039104,8.2
0.034359706,58.7
0.065276856,35.1
0.07434855,6.9
0.069893792,41.6
0.068507238,39.2
0.064448932,81.9
0.083067056,9.9
0.061193831,19.1
0.048393851,22.1
0.068281124,29.1
0.076845001,22.2
0.081304936,10.1
0.073207436,42.2
0.072511204,25.8
0.070315775,36
0.056201931,23
0.074337774,11.5
0.068936545,13.2
0.060283276,20.6
0.059566231,18.3
0.063418922,18.5
0.062801033,19.7
0.064898185,13.2
0.066522761,13.7
0.057992261,13.1
0.052385153,26.7
0.058889798,13.1
0.076223118,10
0.067010976,10
0.05023934,39.5
0.071213641,9.6
0.072888837,13.3
0.080479978,9.5
0.082251081,13.9
0.072114408,10
0.07356883,12.9
0.085596265,11
0.076554772,15.1
0.07083454,13.8
0.065078379,15.7
0.075138927,12.2
0.061521171,12
0.067964042,12.2
0.076526362,11.2
0.067054175,26.4
0.063219721,15.8
0.07003173,11.7
0.06843412,13.1
0.070489162,18.5
0.053628765,55.2
0.077116579,13.2
0.057408275,47.6
0.078279637,9.4
0.063085622,29.5
0.072018861,9
0.06432674,11.3
0.071804677,13.9
0.064590009,19.7
0.072065283,11.6
0.065929282,13.8
0.072621218,13.4
0.070922271,11.7
0.082112356,11.1
0.073128537,14
0.074369816,18.7
0.066250158,35.5
0.072207171,13.8
0.075697322,10
0.061373696,19.7
0.072486367,8.1
0.059092748,70
0.060196636,59.1
0.047898744,21.9
0.070064125,18.6
0.066233883,18
0.070883385,14.8
0.061981944,19.4
0.067892778,15.1
0.073192801,10.1
0.089388915,0.4
0.071717228,9.9
0.073724624,10.8
0.075736815,10.3
0.072501107,11.4
0.069036443,9.4
0.06987186,14.2
0.072774514,8.7
0.067832959,13.4
0.069071755,13.2
0.05923036,19.9
0.066831346,13.9
0.066873437,16.8
0.072832625,21.7
0.069808853,15
0.062034257,33.8
0.078708052,8.8
0.071042569,22.4
0.067026131,14.2
0.072561987,12.5
0.062380996,25.8
0.074616307,16.9
0.068620655,15.1
0.043162771,17.9
0.040434815,30.9
0.051896753,18.7
0.048211716,16
0.050612763,34.9
0.034735403,21.1
0.056046287,16.8
0.052735466,36.6
0.046501778,9.7
0.049677062,22.7
0.061210064,19.7
0.035794058,45.4
0.048291763,66.2
0.051692303,13.5
0.04498522,44.1
0.046430032,20.7
0.03578055,15
0.067428293,44.8
0.068981259,62
0.064361146,65.4
0.059261499,18.1
0.054640635,19.1
0.048426364,26.4
0.045095701,26.3
0.06813902,13.5
0.043799038,17.6
0.072421944,15.6
0.050520527,11
0.056978257,18.9
0.069925214,15.1
0.046084355,41.2
0.062033549,9.9
0.046368154,81.1
0.046629069,45.3
0.060960078,19.3
0.064913876,10
0.057917989,12.6
0.053481915,31.9
0.042908111,49.8
0.058334152,12.5
0.041741129,23.7
0.066496323,20.5
0.047424802,42.7
0.053405281,45.9
0.06780669,9.9
0.042464479,191.2
0.058303265,17.7
0.050048045,31.8
0.061906171,12.6
0.057282757,19.4
0.061840852,15.6
0.04530535,66.2
0.061726992,21
0.045545221,31.3
0.049665148,22.5
0.04287535,36.9
0.036459872,31
0.042729429,41.2
0.047373315,23.8
0.056373371,20
0.062050508,67.1
0.057188054,20.4
0.060063508,23.4
0.050604552,13.4
0.059843444,17.7
0.058761233,10.1
0.057134264,16.4
0.061641346,17.1
0.045437775,44
0.062768413,9.6
0.051185731,15.3
0.049332446,20.9
0.043747082,38
0.063418942,14.3
0.062421151,21
0.061288081,18.9
0.0617163,8.7
0.040057251,26.7
0.055473856,16.3
0.058585176,14.6
0.054900859,26
0.067116473,17.3
0.052405649,27.1
0.052621009,19.9
0.04857002,20.7
0.040499482,23.5
0.064654561,18.1
0.044398125,22.4
0.069833679,15.4
0.051087654,27.4
0.044519305,21.7
0.060649977,15.3
0.052349365,11.8
0.046228198,24
0.039366158,19.1
0.043679002,12.4
0.049996892,27.5
0.061685153,22
0.062767535,41
0.069351052,63.9
0.053444491,21.5
0.049532626,28.8
0.055596537,17
0.054712213,53.1
0.053550024,78
0.067013698,15
0.061266062,21.2
0.050915011,57.3
0.069978453,13.5
0.069104797,29.9
0.061790628,18.1
0.065793548,14.7
0.065939824,11.4
0.062035703,16.4
0.069582401,17.9
0.065629797,13.5
0.068824914,12.4
0.048411137,39.3
0.062712008,13.5
0.055967848,24.1
0.047787848,127.8
0.051272617,93.9
0.054727665,127.4
0.044373259,355.7
0.048613892,67.2
0.053811117,88.1
0.054531087,57.3
0.048276938,80.2
0.023834925,412.7
0.041360709,11.9
0.066781292,17.7
0.057644126,32.9
0.029774769,35.7
0.071128856,13.4
0.066007546,10.5
0.063120801,18.2
0.05924929,18
0.064553809,11.2
0.067767187,13.4
0.026256357,422.9
0.045307846,129.3
0.05583435,193.1
0.0522004,73.7
0.031906235,452.9
0.045205317,175.4
0.054664898,130
0.032045264,513.4
0.044994409,205.9
0.057688445,111
0.03937939,519
0.047326187,216.7
0.046183982,232
0.053033387,207.2
0.038952972,478.3
0.055922208,50.1
0.05578836,73.1
0.0423059,336.6
0.068550778,54.9
0.036815795,171.1
0.064511264,40.9
0.038731871,462.9
0.026084272,472.6
0.058334891,148.9
0.045322898,134.3
0.03617477,298.5
0.042437425,144.4
0.051309851,119.7
0.039415394,420.3
0.039164599,496.8
0.042155176,22
0.050000103,42.6
0.061503905,105.1
0.040320774,367.4
0.031516055,519.5
0.0628357,216.7
0.067010729,57.1
0.056401507,65.6
0.073558382,24.1
0.06827915,20.7
0.066883146,16.9
0.067290547,16.6
0.069276124,12.7
0.067456973,10.7
0.07016102,17.4
0.075996046,14.3
0.062979437,17.5
0.061923641,18.6
0.06964776,25.4
0.063078005,15.5
0.055762526,33.5
0.065513403,14.9
0.0683292,16.7
0.060052846,81.4
0.070067222,12.4
0.060801569,30
0.068201693,13.3
0.065755718,12.4
0.063335228,35.2
0.071096762,32.8
0.07062651,17.4
0.073003369,13
0.069418276,24.8
0.069124867,19.9
0.061446815,70
0.059471367,68.1
0.062313208,81.4
0.067179737,41
0.069695353,16.4
0.072694647,16.4
0.044004634,214.8
0.056713056,17.1
0.061683479,12.9
0.069949189,12.5
0.070975745,17.5
0.067431098,25
0.0706348,17
0.070631734,16.9
0.072984356,13
0.067905069,48.2
0.068650908,16.6
0.068016425,12.6
0.068879431,16.3
0.070835555,14.8
0.082330599,20.1
0.062471083,32.8
0.057554641,14.9
0.049505678,67.3
0.063667712,64.1
0.059704207,47.1
0.054966034,54
0.06683079,28.6
0.057112808,41.5
0.069874816,21.1
0.073106597,16.1
0.055612284,42.1
0.067343207,35.4
0.072460144,17.1
0.06173779,69.4
0.067954076,19.6
0.070907116,15.4
0.076903602,12.5
0.069025783,53.2
0.065718919,16.8
0.075611813,34.4
0.068649366,26.6
0.067901011,23.8
0.074083995,38.8
0.05392012,38.5
0.066800671,32.1
0.056645764,58
0.065161083,26.2
0.077066416,22.8
0.058837605,16.1
0.065696512,23
0.074835843,27.8
0.067282286,8.5
0.072997108,13.6
0.075012655,21.2
0.071111828,19.1
0.07077586,22
0.071188671,16.6
0.070352246,9.3
0.054058971,22
0.065056463,35
0.064532276,39.6
0.060368592,71.3
0.067361852,22.8
0.070116096,21
0.065258535,24.8
0.054735753,31
0.056801756,23.4
0.052778096,119.5
0.061624573,39.1
0.068244977,16.5
0.069981078,18.8
0.073332669,33.5
0.062950439,27.9
0.088147086,24.5
0.067036648,15.1
0.061716623,40.1
0.066888069,25.9
0.064088749,20.1
0.053666842,91.5
0.062148714,29
0.065521673,17.4
0.061660585,27.4
0.063516879,19.5
0.065486802,24
0.066317948,10.4
0.071758114,26.5
0.066843906,27.1
0.061571786,12.8
0.065744868,39.7
0.075070056,24.3
0.051190148,171.4
0.064517134,57.5
0.057955065,98.9
0.065044832,24.8
0.055938941,19.7
0.065914286,46
0.068626618,25.7
0.058573912,34.4
0.08426844,34.3
0.073480522,41.3
0.06391658,75.7
0.058929809,88.8
0.047779492,111.7
0.059430395,90.3
0.041537315,202.8
0.069502711,25.3
0.070141718,37.5
0.068401376,23.3
0.056117883,71.6
0.069302887,41.7
0.056551892,37.7
0.066488764,86.1
0.056267724,14
0.063801259,50.2
0.034287595,347.8
0.062447022,23.2
0.048003894,461.5
0.054644805,45.6
0.062218226,192.1
0.072027863,7.4
0.067756194,27.2
0.068396226,20
0.064953702,41.4
0.069571279,35.7
0.05734522,61.5
0.062420389,36.3
0.06433188,18.3
0.065994219,22.7
0.075303193,20.3
0.055848269,66.7
0.04908421,106.3
0.069794406,41.2
0.082469775,6.5
0.099299807,8.3
0.066355338,9.9
0.075550346,6.5
0.059942959,34.1
0.073053535,4.2
0.068630127,24.5
0.080859994,10.7
0.073460373,13.8
0.073337617,26.1
0.06842023,3.9
0.078455924,6.2
0.081003556,2.6
0.066126363,6.5
0.074570207,7.6
0.077064704,6.1
0.073609587,2
0.079839925,9.5
0.067744944,39.1
0.055710724,5.1
0.069297358,15.4
0.083264516,11.4
0.061361028,38.8
0.053653075,8.3
0.075348826,18
0.083250721,11.3
0.076993046,10.3
0.072112244,13.9
0.092718826,6.3
0.0840509,21.2
0.081599504,14.8
0.087659916,13.2
0.068719641,17.8
0.058848946,7.3
0.074375869,36.7
0.104958484,2
0.072779369,24.6
0.053296446,23.7
0.078817571,1.3
0.078607822,18.2
0.08935426,25.9
0.055970087,17.1
0.057509084,22.1
0.07979214,14.5
0.07404002,7
0.084488641,11.9
0.083383268,7.3
0.061261359,12
0.062791589,22.4
0.06925309,21.2
0.061568366,15.3
0.070280221,14
0.07683975,10.8
0.07554885,32.3
0.06906791,16.3
0.075813335,24.6
0.068364538,15.7
0.087621062,16.7
0.082820046,10.3
0.069568308,37.2
0.08226933,7.6
0.067782906,11
0.070509998,6.5
0.070626681,9.9
0.076380942,12
0.082267463,7.2
0.08287449,2.5
0.079215298,8.7
0.062436133,24.9
0.074625401,23.4
0.072718061,36.4
0.071669439,19.1
0.078465608,2.2
0.065487166,4.3
0.093634019,5.6
0.050968587,33
0.08040954,6.7
0.083011167,9.5
0.093892196,10.3
0.076977226,8.5
0.08841405,15.1
0.068139679,9.7
0.070051332,45.7
0.077685429,6.8
0.074730081,6.6
0.073265998,5.9
0.068365387,15.7
0.074192788,7.4
0.070485659,13.3
0.074655768,4.9
0.075725281,2.7
0.065160648,22.6
0.067427233,9.5
0.06603736,11.9
0.072928443,19
0.063139648,22.4
0.08937858,7.6
0.071900088,19.7
0.076635989,40.1
0.070226211,13.2
0.080803342,6.2
0.074008893,11.4
0.079919274,12.5
0.080235529,7.2
0.081555545,13.1
0.070016124,9.2
0.077483433,5.4
0.079094266,4.9
0.087410467,15.9
0.037067642,6.9
0.055247998,9.7
0.066589772,18.1
0.058345245,10.1
0.083387911,6.5
0.085976629,12.7
0.070753613,8.8
0.07761976,6.5
0.070393023,5.1
0.070117621,5
0.077014391,5.3
0.090844958,11.1
0.068610356,4
0.072598959,2.3
0.06654823,14.9
0.077508653,13.2
0.071023712,10.6
0.073792548,4.8
0.074435759,8.5
0.077729523,11.6
0.075277998,4.7
0.083354093,11.8
0.069642752,12.4
0.094348848,10
0.085543655,13.2
0.068676859,20.6
0.075476323,17.8
0.086042254,7.9
0.070868381,10.4
0.06750186,4.2
0.073035668,7.3
0.06630281,15.9
0.086741277,4
0.078958632,5.5
0.069922762,42.3
0.080175784,19.2
0.074648924,3.5
0.080863289,9.8
0.077656008,15.4
0.048918305,70.4
0.068000615,19.1
0.075723902,12.2
0.066909506,7.3
0.07606275,9.6
0.069706048,15.5
0.0774726,27.8
0.076891637,4.9
0.086988497,9.6
0.067963392,30.4
0.073747218,44.1
0.095011724,5.8
0.051398018,32.2
0.082218935,24.1
0.093400518,5.6
0.086246936,14.4
0.076755868,8.5
0.074819228,15.4
0.051419863,28.3
0.052914497,25.5
0.073116179,7.6
0.072044843,4.7
0.072169413,8.3
0.071955248,9.8
0.071765918,5.1
0.071236568,10.5
0.058702644,5.5
0.07290781,9.9
0.089770413,3.5
0.068334753,6.9
0.069389182,8.9
0.068282724,15.4
0.058000446,19.3
0.096144228,4.5
0.075290055,7.3
0.079465467,8
0.098498855,7.3
0.078956118,11
0.075484184,5.6
0.072274294,27.7
0.074598963,17.1
0.071448891,38.5
0.063949081,38.7
0.074406696,48.5
0.054516532,47.1
0.064087762,28.7
0.086227321,22.3
0.059053777,3.7
0.079577602,7.2
0.086589945,25
0.068452701,17.5
0.085435261,32
0.073919971,3.2
0.097263821,17.8
0.07264908,14.4
0.055854765,31
0.090144939,14.2
0.087529298,21.1
0.074414501,17.6
0.080964193,13.3
0.062669884,18.8
0.074587663,20.2
0.078257972,13.8
0.080686241,25.2
0.087970752,15.5
0.0839735,8.1
0.069296048,15.2
0.075344398,30.7
0.06812981,8.5
0.072799562,16.7
0.070949399,16
0.073975481,11.4
0.074237517,15.9
0.087641644,20.4
0.087728844,21.2
0.091298789,3.1
0.064949582,18
0.063781491,16.1
0.080593912,7.8
0.078184028,15.8
0.072378418,11.6
0.078229718,9.5
0.078985572,8.6
0.071241675,13.1
0.061865759,11.2
0.067824521,11.6
0.071796384,20.6
0.065255261,7.8
0.067815384,5.3
0.070385559,18
0.083311042,6.2
0.070135069,9.4
0.070903392,12.5
0.092061415,8.7
0.06277745,9.1
0.057689751,9.3
0.099570959,7.2
0.077545183,7.7
0.097301286,6.8
0.071790414,19.6
0.066382166,13.3
0.060654255,17
0.053025665,11.7
0.072642584,15.4
0.073571992,12
0.06647469,8.8
0.070298174,12.5
0.077996448,24.4
0.059783934,15.7
0.063134791,72.8
0.065056818,33
0.055240504,12.5
0.091634396,0.2
0.085250866,18.7
0.073115414,13.1
0.074753213,25
0.069836572,25.9
0.059433543,11.9
0.084795399,9
0.071671001,11
0.056215306,38.9
0.066625851,93.3
0.072678196,18.2
0.06319514,28.3
0.054382727,27.2
0.082391513,18.7
0.062422869,17.5
0.063840493,29.5
0.069679159,24.1
0.055102542,60.7
0.056565213,54.3
0.087520907,33.5
0.053480632,39.6
0.06172275,15.8
0.061241264,31
0.054771386,45.7
0.063490468,22.2
0.077192746,29.4
0.060434907,38.5
0.053262329,96.9
0.065318451,31.4
0.065301648,7.8
0.059387242,22.3
0.050494436,16.6
0.085686827,20.5
0.062474229,14.6
0.093507382,6.2
0.046609769,37.6
0.061302969,11.4
0.051290684,28.7
0.061263689,27.2
0.080702834,13.7
0.067784313,28.4
0.08162126,26.3
0.080278039,23
0.107320054,3
0.053741298,14.4
0.036319911,12.2
0.061932627,23
0.072384136,4.1
0.057444513,6.2
0.062983577,18
0.077960741,13.1
0.072984743,22.5
0.080893549,12
0.084294523,24.5
0.049221711,111.9
0.075919037,17.6
0.043955632,7.6
0.057685634,39.2
0.073593103,21
0.080914451,24.6
0.086128929,17.5
0.084766857,13.5
0.050023016,28.6
0.056886902,28
0.064894522,13.9
0.084211346,10
0.063588447,10.5
0.069774875,6.9
0.059128144,11.8
0.06798109,5.8
0.080802265,12.6
0.061747436,10.7
0.050704263,45.1
0.047488555,34.1
0.075418895,14.6
0.076216059,11.8
0.092101843,12.4
0.07362823,15.2
0.069890904,12.2
0.075075278,21.1
0.061487707,11.1
0.064437329,66
0.068945988,65.3
0.061442053,14.7
0.061252611,7
0.051499437,44.2
0.054204468,5.6
0.071549601,7.3
0.052896885,17
0.078170311,9.4
0.067252604,33.5
0.066372078,20
0.083696179,12.6
0.074548854,10.9
0.056816192,15.7
0.075855616,12
0.073310887,33.1
0.087341193,10.1
0.093658586,15.9
0.082900972,25.9
0.082850763,23.8
0.086691488,15.2
0.082805996,2.5
0.078454643,14.1
0.091085969,17.6
0.071535426,10
0.068255012,9
0.071612339,23.6
0.062563987,96.7
0.070511371,22.9
0.065581883,8.1
0.073724818,8
0.062456951,20.2
0.087101027,14.1
0.075980839,5.6
0.071155301,20.3
0.073832942,3.8
0.070415159,43.1
0.053807102,13
0.06184583,97.1
0.085476186,11
0.099433089,9.8
0.098018978,12.1
0.074392947,8
0.070904452,6.1
0.088777342,0.7
0.052657249,15.1
0.074811017,11.9
0.078572413,26.2
0.07132694,13.8
0.083866061,29.6
0.075083339,15
0.065752314,19.1
0.052257248,29.1
0.044349735,21.1
0.067090352,15.3
0.078959764,11.2
0.063819909,23.5
0.06711995,16.6
0.075381411,58.3
0.081623566,55.2
0.070330484,47.3
0.067367409,49.6
0.056831149,11.8
0.072875766,6
0.066412572,7.8
0.079026725,6.7
0.088288648,21.9
0.098890701,18.6
0.052889881,26
0.054054271,40.6
0.066743806,20.1
0.056351601,26.3
0.086102418,9.2
0.066346927,9.3
0.085778116,9
0.066489609,10.7
0.060929883,22.4
0.091390879,22.2
0.068485596,23.5
0.065616699,43.8
0.064327696,65.6
0.070149476,51.1
0.065346725,46.5
0.063575759,20.4
0.065797189,32.6
0.076946282,19.5
0.048559336,23
0.091008206,13.3
0.047458434,31.8
0.063928014,16.2
0.060591314,23.2
0.059101626,21
0.096392806,21.4
0.050466766,67
0.083969763,8.6
0.057637251,15.1
0.070083468,43.3
0.057786272,76.3
0.083260247,2.1
0.04813276,165.4
0.074538161,12
0.097153764,16.6
0.051087391,40.3
0.088699616,9.7
0.075466491,20.3
0.066048736,41.4
0.04872102,64
0.088089352,13
0.091627501,18.7
0.05145695,30.1
0.06939012,15
0.03971809,156.9
0.067413735,7
0.067087784,22.2
0.069552358,25.5
0.082626185,12.6
0.079956509,25.5
0.092674506,16.5
0.071536583,25.4
0.079756026,14.4
0.049652958,67.2
0.059093592,30.9
0.081267283,18.7
0.056623797,10.8
0.067079007,21.7
0.072922522,15.6
0.052475835,43.5
0.0533323,9
0.078354412,8.5
0.070473204,17.2
0.064177413,18.9
0.085983543,23.5
0.075513853,11.5
0.087143937,3
0.061803191,38
0.06433784,20.5
0.079484418,0.8
0.061680371,37.8
0.05931649,24.2
0.067771011,34.6
0.085129632,7.6
0.07436537,17.4
0.082869099,24.3
0.068763536,6.5
0.086069999,7.5
0.060732172,46.7
0.055863168,11.6
0.076776673,15.5
0.062745878,4.8
0.070092003,6.8
0.075544613,8.9
0.073371709,12.5
0.074683205,13.4
0.072132423,3.7
0.07922231,10.4
0.07064948,32.5
0.086576996,19.1
0.086949575,7.9
0.088310553,5.1
0.045040645,40.3
0.071742768,25.7
0.065541741,16.8
0.063327623,33.7
0.082757973,15.2
0.056157006,47.7
0.079918633,11.8
0.070834086,46.7
0.051820968,20.8
0.048770917,58.1
0.05383261,35.3
0.070713988,17.7
0.056117706,21
0.063582705,30.6
0.086348761,10.4
0.07220411,8
0.073168817,6.5
0.074707086,7.1
0.067309715,4.9
0.076766016,19.3
0.065194238,16.2
0.078986131,16.1
0.060799756,20.5
0.08437826,13.1
0.046486575,31.3
0.074313273,21.1
0.068826942,46.1
0.073859638,31.3
0.052231476,39.9
0.082605117,4.6
0.069192108,16.5
0.078630023,7.1
0.052766626,47.1
0.091429557,21.9
0.072498554,25
0.075602396,43.1
0.088657803,13.4
0.074848907,28.6
0.077075652,12.2
0.052682364,67.9
0.07060825,36.2
0.070377186,11.1
0.078002489,7.4
0.083809506,6.9
0.060736064,22.5
0.069157978,10.9
0.062724794,78.6
0.077246714,5.6
0.07336731,35.2
0.06743023,13.3
0.067951145,8.6
0.060448523,22
0.077676911,9.9
0.044811034,81.9
0.061695707,120.9
0.083690974,6.5
0.074405909,34.6
0.08534416,15.8
0.083599011,14.1
0.080350278,11.9
0.086913757,13.3
0.07050122,50.7
0.108175157,6.5
