HX,HY,oc
0.870943276,0.491383567,23.5
0.905708328,0.423901432,51.5
0.928419545,0.371533508,65
0.942031705,0.335523869,153.5
0.891449656,0.453119752,10.5
0.968025608,0.250851395,348.4
0.869409234,0.494092687,32.7
0.923094929,0.384572167,97.4
0.902362014,0.430978881,38.3
0.857894612,0.513825684,20.9
0.933909363,0.357509862,53.3
0.888555843,0.458768474,86
0.861806277,0.507237558,25.4
0.90297008,0.429703427,41.6
0.886966051,0.461834629,40.7
0.896201527,0.443647182,24.8
0.92279406,0.385293555,82.4
0.853918641,0.520406529,35.5
0.890340752,0.455294789,37.7
0.904012371,0.427506297,44.7
0.912222493,0.409695159,29.2
0.89223705,0.451567322,20.8
0.902988782,0.429664123,15.8
0.920559119,0.390603262,94
0.916337872,0.400405924,42.1
0.849904931,0.526936057,17.1
0.891498172,0.453024293,37
0.87382421,0.486241967,19.9
0.908458981,0.417974017,13.5
0.89855751,0.438855785,22.9
0.90233137,0.431043036,18.5
0.88783842,0.460155343,33.1
0.877786284,0.479052439,37.8
0.861381146,0.507959173,30.5
0.894597027,0.446873763,24.5
0.928286771,0.371865124,41.8
0.903874526,0.427797664,22.3
0.924678078,0.380749856,38.3
0.928783402,0.370622978,25.5
0.885813509,0.464041407,49.1
0.879376684,0.476126714,31.8
0.89369743,0.44867015,67.7
0.921972026,0.387256481,55.7
0.93098622,0.365054322,14.7
0.937126116,0.348990891,44.5
0.937806073,0.347159573,72.7
0.942391399,0.334512259,53.6
0.914487935,0.404613169,37.8
0.85283463,0.522181092,21
0.901920952,0.431901142,29.5
0.942201237,0.335047502,64.4
0.902391082,0.430918014,51.5
0.911412538,0.411493846,11.5
0.918931122,0.394418043,29.6
0.951292137,0.308290885,22.3
0.911149647,0.412075625,84.2
0.918504045,0.395411581,18.9
0.923724277,0.383058038,18.9
0.943902782,0.330223468,88.4
0.929413646,0.369039665,27.7
0.896655586,0.442728767,60.2
0.832318122,0.554298245,12.5
0.925536865,0.378657511,38.3
0.913225552,0.407454404,48.2
0.885878719,0.463916905,52.9
0.914348796,0.404927499,27.7
0.929254038,0.369441379,23.9
0.962344463,0.271832917,506.4
0.937314671,0.348484156,54.7
0.930953142,0.365138669,51.7
0.949141393,0.314850148,94.3
0.91960879,0.392835428,23.6
0.954698097,0.297576113,37.8
0.918177007,0.396170397,21.1
0.906327035,0.422576982,49.3
0.906053027,0.423164167,13.6
0.867773471,0.496959961,26.6
0.926735678,0.375713965,41
0.852842982,0.522167451,22.4
0.849706747,0.527255578,28.5
0.879448523,0.475994007,37.6
0.854760636,0.519022404,31.3
0.911987649,0.410217659,35.6
0.865665024,0.500623677,35.5
0.916428192,0.400199162,108.7
0.909607679,0.415468253,81.5
0.883379354,0.468658636,21
0.925974587,0.377585837,71.7
0.932647526,0.360788848,145
0.887500894,0.460805992,24.3
0.905897895,0.423496168,14.6
0.953296505,0.302036048,29.8
0.911850853,0.410521647,36.4
0.889226327,0.457467528,24.2
0.88441507,0.466701171,31.8
0.86278265,0.505575019,33.4
0.912617884,0.408813648,26.6
0.880258891,0.474493714,49.1
0.904632127,0.426193283,19.3
0.917500798,0.397733939,39.4
0.869225339,0.49441613,28.2
0.905988971,0.423301293,21.7
0.900370048,0.435125012,42
0.873733209,0.486405469,20.6
0.916593968,0.399819332,25.6
0.909468105,0.415773696,13.7
0.871493017,0.490407914,22.1
0.877025908,0.480443083,29.4
0.957899641,0.287103252,463.2
0.873963698,0.485991208,27.5
0.870849053,0.491550533,35
0.907651537,0.419724537,120
0.925337258,0.379145036,118
0.867549481,0.49735088,27.4
0.947736112,0.319055266,270.3
0.942765879,0.333455389,396.2
0.883550501,0.468335897,18.4
0.903386057,0.428828208,22.2
0.91151558,0.411265543,33.8
0.819623726,0.572902216,9.3
0.911790892,0.410654806,68.7
0.934441823,0.356115822,19.4
0.94334494,0.331813688,53.5
0.935807016,0.352512737,89.9
0.929512719,0.368790056,60.4
0.896453483,0.443137848,25.8
0.875109891,0.48392425,29.7
0.907673142,0.419677814,10.3
0.874387477,0.485228337,26.2
0.921044152,0.389458174,27.2
0.953027346,0.302884266,455
0.962862823,0.269991082,474.6
0.875484178,0.483246784,21.4
0.867796938,0.496918981,31
0.893993745,0.448079438,43.9
0.937502554,0.347978391,227.6
0.899939769,0.436014234,25.7
0.916311646,0.400465939,65.7
0.89635403,0.443338983,23
0.923413685,0.383806157,94.7
0.927262684,0.374411423,130.8
0.939011919,0.343884597,106.3
0.905152863,0.425086219,22
0.945409861,0.325883714,55.3
0.926206927,0.377015556,21.2
0.953516413,0.301341087,109.1
0.936429986,0.350854503,16.9
0.935134136,0.354293873,24.8
0.951305019,0.308251134,53.9
0.915426845,0.4024844,31.1
0.922782476,0.385321296,22.1
0.880558516,0.473937443,15.2
0.886206406,0.463290628,21.3
0.942680997,0.333695277,85.9
0.87897749,0.476863263,13.1
0.88066754,0.473734824,8.7
0.892335415,0.451372913,14.7
0.896233072,0.443583455,12.9
0.907848686,0.419297942,7.9
0.864469972,0.502684462,16
0.899284701,0.437363724,20.8
0.919345757,0.393450605,9.3
0.895580677,0.444899147,6
0.897221101,0.441581584,12.6
0.896430508,0.443184323,14.7
0.879500493,0.475897975,15.8
0.914103392,0.405481182,18.2
0.925579708,0.378552776,22.5
0.878670195,0.477429249,33.4
0.904177604,0.427156716,11.4
0.924316575,0.381626609,12
0.849771755,0.527150799,32.9
0.914978565,0.403502448,17.3
0.847888104,0.53017522,10.1
0.878195917,0.478301089,9.6
0.913690702,0.406410261,18.2
0.912739707,0.408541586,9.9
0.905625941,0.424077416,23.6
0.915433562,0.40246912,20
0.906937011,0.421266256,50
0.91652314,0.399981666,21.4
0.925726313,0.37819412,85.2
0.904735848,0.425973057,12.8
0.889191404,0.457535406,17.3
0.868101435,0.496386843,13.4
0.894393868,0.447280235,10.5
0.89950401,0.436912503,40.1
0.874665873,0.484726325,27
0.918697252,0.394962478,47
0.863107894,0.505019566,37.6
0.92856374,0.37117298,102.6
0.909293079,0.416156337,26.1
0.91833323,0.395808133,15.5
0.928250001,0.371956901,28.5
0.924533189,0.381101538,37.8
0.885451539,0.464731721,8.7
0.881345387,0.472472548,7
0.8941674,0.447732801,17.8
0.934279855,0.356540533,82.5
0.941035656,0.338307396,25.8
0.905480923,0.424386968,19.3
0.90291201,0.429825431,26.9
0.917126146,0.398597079,29.7
0.941635493,0.336634219,91.8
0.916149852,0.400835937,12
0.919769732,0.392458456,34.9
0.897180711,0.441663641,15.5
0.888571648,0.458737862,20.3
0.902613779,0.430451352,23.7
0.920996522,0.389570797,27.7
0.928753615,0.370697617,15.8
0.919075136,0.394082344,17.6
0.917824388,0.396986642,41.9
0.930226254,0.366986535,5.1
0.934765802,0.355264542,12.1
0.963183681,0.268844186,477.9
0.963193688,0.268808332,44.8
0.874605899,0.484834531,43.5
0.923372423,0.383905415,19.3
0.92413409,0.382068298,25.6
0.889940262,0.456077111,21.9
0.930770822,0.365603168,5.7
0.912985553,0.407991887,33.9
0.942916079,0.33303043,64.2
0.911564536,0.411157022,64.2
0.877362263,0.479828573,26.4
0.921395448,0.388626336,30.2
0.928646959,0.370964724,13
0.911120014,0.41214114,8.9
0.893785426,0.44849483,24
0.941185695,0.337889756,67.5
0.961108336,0.276171625,71.2
0.94303883,0.33268268,42.6
0.91790198,0.396807202,4.2
0.934954625,0.354767316,3.8
0.962193671,0.272366187,298.9
0.941502741,0.337005325,28.9
0.949860719,0.312673335,23.5
0.926084083,0.377317203,10.4
0.933437722,0.358739486,11.7
0.89220474,0.451631157,23.1
0.913088129,0.40776227,10.6
0.933837187,0.357698348,27.3
0.917326828,0.398135016,8.5
0.887625277,0.460566355,56.9
0.939544494,0.342426845,24.6
0.936800587,0.349863775,63.1
0.88473194,0.466100198,17.8
0.936071851,0.351808882,81.2
0.927878705,0.372882164,30.7
0.935361878,0.353692178,61.4
0.943721671,0.330740695,148.3
0.939579999,0.34232941,58.8
0.877658054,0.479287325,25.9
0.956138596,0.292914637,142.1
0.942538927,0.334096351,51.3
0.943735874,0.330700167,147.7
0.9000055,0.435878538,11.4
0.947627436,0.3193779,87.1
0.919599818,0.39285643,62.9
0.925800788,0.378011775,29.1
0.927984549,0.372618674,8.9
0.907652411,0.419722648,14.4
0.90757418,0.419891781,60.7
0.872194226,0.489159721,30.4
0.866333559,0.499465879,25
0.781585395,0.623798261,13.8
0.898857137,0.438241769,62.9
0.858332463,0.513093932,24.6
0.902256683,0.431199349,70.3
0.892259873,0.451522224,30.8
0.918646751,0.395079925,26.3
0.928885416,0.370367229,35.2
0.896351035,0.443345037,18.8
0.922492513,0.386014978,20.2
0.913112249,0.407708254,31.6
0.868249723,0.496127421,32.2
0.868588177,0.495534639,25
0.856433738,0.516256964,29.1
0.879746198,0.475443611,41.6
0.880628055,0.47380822,44.8
0.883221998,0.468955118,30.5
0.922662351,0.38560885,70.5
0.879197063,0.476458314,29.2
0.875037116,0.484055829,12.9
0.931486688,0.363775412,62.9
0.921760721,0.38775917,74.3
0.922002389,0.387184188,81.7
0.937877761,0.346965856,110.4
0.90773636,0.41954106,26.8
0.870797415,0.491642006,15.5
0.93399808,0.357278024,104.9
0.914826157,0.40384787,38
0.935994966,0.352013386,25
0.90898885,0.416820429,37.5
0.932870045,0.360213102,43.8
0.932051929,0.362324718,81.3
0.941031396,0.338319244,35.1
0.918115842,0.396312124,35.4
0.951275915,0.308340937,118.7
0.939716156,0.341955474,90.3
0.870914288,0.491434943,36.7
0.893935514,0.448195601,57.9
0.89746391,0.441087894,66.9
0.853502152,0.521089318,46.1
0.917772686,0.397106154,105.6
0.872965497,0.487781961,15.7
0.878899174,0.477007591,22.3
0.86776977,0.496966423,23.1
0.936866203,0.34968803,48.1
0.862690774,0.505731775,28.1
0.852997777,0.521914544,25.4
0.878594864,0.477567864,26
0.860930664,0.508722312,20.5
0.889445966,0.45704034,30.6
0.871754744,0.489942513,29.3
0.877347813,0.479854993,24.7
0.919263868,0.393641894,90
0.930505322,0.366278372,74.8
0.874253345,0.485469967,43
0.856046293,0.516899163,11.2
0.906192749,0.422864875,28.8
0.881292043,0.472572042,27.9
0.882399069,0.470501736,30.9
0.955493472,0.295012244,144.9
0.920215346,0.391412464,13.1
0.872928215,0.487848677,10.9
0.879779212,0.475382517,13.4
0.882205068,0.470865392,11.9
0.9045861,0.426290967,15.4
0.922409721,0.386212774,12.2
0.933063878,0.359710716,7.5
0.886587717,0.462560505,9.7
0.923088303,0.384588071,5.2
0.934739361,0.355334105,31.6
0.940134378,0.340803976,47
0.858619919,0.512612753,9.9
0.926904167,0.375298102,39.7
0.903580338,0.428418688,10.6
0.93686491,0.349691493,43.3
0.881781992,0.471657204,16
0.891796241,0.452437248,13.9
0.876084997,0.482156694,13.9
0.87336433,0.487067497,15.7
0.924417681,0.381381634,23
0.924257108,0.38177061,34.4
0.899421904,0.437081502,15.6
0.879429777,0.476028642,15.1
0.918624703,0.395131188,32.2
0.910288713,0.413973984,18.3
0.906872054,0.421406073,23.6
0.875824858,0.482629069,19.6
0.954281531,0.298909284,96.7
0.89600382,0.444046343,13.8
0.903774128,0.428009725,3.5
0.941615847,0.336689169,78.6
0.883736497,0.467984833,27.4
0.892730445,0.450591116,37.8
0.891005885,0.453991755,37.9
0.90604573,0.423179791,52.5
0.909585997,0.41551572,17.9
0.914744875,0.404031947,29.4
0.908184413,0.418570272,22.1
0.937945131,0.346783694,81
0.938617225,0.344960439,35.9
0.952339829,0.305039095,95.9
0.930377806,0.366602152,55.8
0.940609919,0.339489293,39.8
0.923306969,0.384062809,53.3
0.871979766,0.489541917,12.9
0.912573427,0.408912877,31.2
0.910016867,0.414571227,41.7
0.916390332,0.400285848,66.3
0.885238065,0.465138226,25.8
0.903086642,0.429458399,30.3
0.941112419,0.338093795,69.4
0.894203994,0.447659712,11.6
0.886489844,0.462748048,17.9
0.908116877,0.418716776,13.1
0.887216407,0.461353494,9.4
0.818872377,0.573975636,12.7
0.92211985,0.386904357,12.9
0.879391763,0.476098863,11.1
0.918459171,0.395515803,21.7
0.888918183,0.458066003,10.9
0.906208401,0.422831329,14.6
0.884499285,0.466541547,14.5
0.926944233,0.375199134,9.3
0.910799154,0.412849732,7.4
0.892400908,0.451243415,21.6
0.902642017,0.430392135,42.1
0.909585701,0.415516368,8.9
0.90130667,0.433181587,27.3
0.984540718,0.17515586,421.8
0.915430585,0.402475893,20
0.921097329,0.38933239,63.4
0.984065112,0.177808479,479.2
0.91407733,0.405539931,6.2
0.913742194,0.406294479,26
0.946960269,0.321350664,25.4
0.879460158,0.47597251,15.7
0.870257425,0.492597213,25.9
0.896289032,0.443470371,21.4
0.872887401,0.487921699,20
0.891735768,0.452556427,15.7
0.90227991,0.431150744,22.2
0.908435321,0.418025439,19.7
0.923058131,0.384660482,9.9
0.935896405,0.352275346,17
0.918936687,0.394405079,7.7
0.869665177,0.493642056,16.5
0.904004801,0.427522303,10.3
0.942087722,0.335366552,236
0.929883216,0.367854869,27.3
0.966911525,0.255111942,430.5
0.945464431,0.325725358,74.5
0.899214749,0.437507525,30.9
0.905250844,0.424877522,33.7
0.942535976,0.334104676,149.9
0.936131772,0.351649408,401.4
0.92232145,0.386423529,16.9
0.871103362,0.491099717,44.3
0.905166807,0.425056526,28.7
0.944966735,0.327166426,21.4
0.896601798,0.442837686,66.9
0.910317731,0.41391017,84.2
0.947898411,0.318572757,35.3
0.924634381,0.38085596,27.3
0.907578303,0.41988287,19.2
0.888990432,0.457925771,7.3
0.88098532,0.4731436,14.2
0.88589776,0.463880544,49.3
0.887033794,0.461704503,35.2
0.927336908,0.374227549,25.5
0.90030333,0.43526304,17.5
0.899735239,0.436436134,8.7
0.9098891,0.414851571,39.7
0.904862234,0.425704518,14
0.903830943,0.427889736,15.3
0.903788992,0.427978339,13.9
0.881001352,0.473113748,32.2
0.921392485,0.38863336,26.2
0.860032534,0.5102392,8.3
0.922564464,0.385842986,19.6
0.881039906,0.473041948,5.6
0.840424156,0.541929182,20
0.902336104,0.431033126,11.7
0.856243926,0.516571717,9.4
0.863523994,0.504307755,12.4
0.879267067,0.476329114,12.4
0.8636596,0.504075486,24.2
0.9284408,0.37148039,277.4
0.86574973,0.500477178,9.6
0.888499053,0.458878452,11.6
0.888881185,0.458137796,29
0.834202095,0.551458851,14.5
0.86531946,0.501220742,15.1
0.885066706,0.465464205,11.6
0.869486543,0.493956629,7.5
0.854898112,0.518795931,0.4
0.862585129,0.505911945,8.2
0.929467404,0.368904249,68.7
0.913400337,0.407062433,64.3
0.888783435,0.458327401,65.1
0.936670746,0.350211242,31
0.914217605,0.405223606,19.7
0.892058181,0.451920571,19.6
0.858439841,0.512914261,9.1
0.879769689,0.475400141,12.5
0.861908279,0.507064216,10.1
0.865817052,0.500360702,10.5
0.903568406,0.428443854,16.3
0.896820681,0.442394243,17.6
0.927073934,0.374878542,31.5
0.873185222,0.487388519,11.7
0.941836732,0.336070782,23.9
0.898500627,0.438972235,8.8
0.889756207,0.456436078,7.9
0.904764634,0.425911913,20
0.932794064,0.360409813,26.5
0.852838361,0.522174999,7
0.843153535,0.537672871,42.2
0.918950673,0.394372491,5.8
0.833309217,0.552807153,8.9
0.896674912,0.442689622,13
0.924971893,0.38003552,19.2
0.910753312,0.412950851,9.7
0.913382199,0.407103131,26.1
0.959937474,0.280214288,137.6
0.906777388,0.421609736,6.4
0.964728869,0.263245529,200.8
0.947953616,0.318408452,16.6
0.900858696,0.434112439,15
0.884804646,0.465962164,15.9
0.89800009,0.439995271,38.2
0.89905854,0.437828439,65.6
0.88259068,0.470142203,15.2
0.968265359,0.249924376,378.8
0.883322784,0.468765249,20.2
0.846592481,0.532241647,12.8
0.933736448,0.357961234,55.7
0.935700125,0.352796368,27.1
0.891787747,0.452453992,34.1
0.92966117,0.368415673,24.9
0.935016561,0.354604048,45.4
0.917975057,0.396638115,42.5
0.900084632,0.435715108,44.4
0.90681836,0.421521602,11.1
0.840042676,0.542520325,30.5
0.850813667,0.525467511,44
0.841740887,0.539881727,11.5
0.875592194,0.483051042,40.9
0.855649818,0.517555203,12.8
0.875215475,0.483733265,33.6
0.921799398,0.387667216,25.4
0.909635556,0.415407215,24.5
0.939143903,0.343523987,47.1
0.873156261,0.4874404,37.7
0.956097147,0.293049902,202.9
0.91412022,0.405443244,32.5
0.87658822,0.4812412,86.3
0.890887553,0.454223919,10.8
0.950783436,0.309856189,51.9
0.90668685,0.421804405,28.2
0.941148468,0.337993433,44.3
0.906065087,0.423138344,45.2
0.821509558,0.570194744,16.8
0.901699245,0.432363818,8
0.965267403,0.261263928,167.6
0.943827586,0.330438326,194.4
0.96658203,0.256357523,279.9
0.947418724,0.319996503,158.4
0.907290605,0.42050417,96
0.95857809,0.284829855,196
0.83470606,0.550695737,15
0.929142898,0.369720808,51.8
0.950676302,0.310184734,108.6
0.944905578,0.327343013,137.3
0.954778725,0.297317315,243.8
0.962423579,0.271552674,472.6
0.937944039,0.346786648,62.7
0.954952647,0.296758222,141
0.952126007,0.305705849,221.3
0.923561518,0.383450287,124.8
0.964761137,0.263127248,220.6
0.893793682,0.448478377,55.2
0.900021716,0.435845054,55.4
0.945756974,0.324874969,53.2
0.952227402,0.305389873,168.1
0.850721702,0.525616387,39
0.920888522,0.389826025,39.2
0.936725068,0.350065917,39.5
0.957051175,0.289919037,193.1
0.94317797,0.332288004,242.7
0.949829152,0.312769216,185.8
0.967997721,0.250958985,150.9
0.956657139,0.291216617,116.4
0.916534501,0.399955633,70.9
0.984515279,0.175298788,424.5
0.950871627,0.309585447,118.9
0.883339467,0.468733811,13.5
0.885470152,0.464696255,11.2
0.881665841,0.471874289,9
0.880620935,0.473821452,11.4
0.883405374,0.468609586,25.6
0.880647119,0.473772785,10.8
0.889131979,0.457650876,8.7
0.877691191,0.47922664,10
0.884103748,0.467290662,12.7
0.910301784,0.41394524,41.1
0.873428628,0.486952187,20.5
0.918303916,0.39587614,121.7
0.874483682,0.485054935,17.4
0.869670236,0.493633144,10.6
0.92481091,0.380427102,61.5
0.880593725,0.47387202,21.3
0.842650991,0.538460126,10
0.861314553,0.508072083,14.3
0.878206632,0.478281415,29.1
0.877773227,0.479076364,21.8
0.873141745,0.487466402,24.8
0.871811409,0.489841676,11.3
0.862097516,0.506742413,14
0.862025628,0.506864693,13.2
0.865316738,0.501225441,15.8
0.885494183,0.464650463,22.2
0.88873471,0.458421875,12
0.876608479,0.481204296,11
0.880844816,0.473405122,12.7
0.806469294,0.591275974,20.2
0.865180252,0.501460997,12
0.854139654,0.520043702,12.2
0.886079704,0.463532909,12.1
0.868589414,0.495532471,9.7
0.886404423,0.462911653,11.4
0.884740991,0.466083016,10
0.86488178,0.501975604,11.3
0.868563138,0.495578525,72.4
0.872093982,0.489338418,10.1
0.877988088,0.478682481,9.5
0.873548274,0.48673752,9.7
0.861109069,0.50842027,9.8
0.862896241,0.50538112,7.6
0.876650608,0.481127541,10.8
0.880951581,0.473206416,36.5
0.880773643,0.473537528,12.1
0.889871727,0.456210816,15.8
0.876960015,0.480563348,19.9
0.861825462,0.507204962,27.8
0.903348663,0.428906974,18
0.855999518,0.516976619,17.9
0.854852882,0.518870456,25.6
0.89848095,0.439012508,16.9
0.858893639,0.512153997,8.4
0.856636732,0.515920061,12.2
0.871923112,0.489642815,46.5
0.880178404,0.474642999,13.8
0.848883082,0.528580658,24.6
0.88673874,0.462270924,13.1
0.886992694,0.461783458,10.9
0.894196851,0.447673978,31.9
0.886272204,0.463164745,12.7
0.879241447,0.476376403,14.6
0.865577521,0.500774955,10.5
0.925381079,0.37903807,59.8
0.874869651,0.484358435,18.9
0.906312565,0.422608016,39.7
0.815188462,0.579195797,25.6
0.894941195,0.446184107,62
0.908508241,0.417866935,45.8
0.899275087,0.437383491,34.2
0.910644233,0.413191336,42.1
0.9122782,0.4095711,35.7
0.926061013,0.377373821,45.3
0.902331425,0.43104292,16
0.90471737,0.4260123,19.4
0.903140453,0.429345226,41.6
0.904322004,0.426850926,37.4
0.916874442,0.399175723,33.5
0.925296435,0.379244653,68
0.898448993,0.439077906,27.3
0.912406352,0.409285535,45.6
0.910468338,0.413578778,45.2
0.912658105,0.408723847,25.7
0.873892668,0.486118921,11.5
0.898864605,0.438226451,22.4
0.891825424,0.452379723,26.4
0.921576226,0.38819745,55.1
0.910488452,0.413534494,45.6
0.931606103,0.363469488,79.7
0.916325017,0.400435342,32.3
0.893462003,0.449138786,29.2
0.884327023,0.466867985,30.6
0.849994987,0.526790777,25.6
0.87266847,0.48831316,46.4
0.842104363,0.539314604,27.2
0.810584567,0.585621601,27.1
0.889209739,0.45749977,32.7
0.924932859,0.380130512,53
0.868476248,0.49573078,41.1
0.900755238,0.434327068,28.1
0.910745065,0.412969038,31.9
0.852740467,0.52233485,33.7
0.93460685,0.355682493,48.4
0.845745025,0.53358725,30.9
0.8756287,0.482984865,12.6
0.932349602,0.361558046,20.4
0.904675762,0.426100653,36.6
0.902095283,0.431536904,8.8
0.893962225,0.448142322,8.8
0.895563501,0.444933721,23.8
0.877044233,0.48040963,23.4
0.871552332,0.490302491,11.6
0.89075014,0.454493332,16.9
0.920586075,0.390539728,31.9
0.883912783,0.467651786,15.4
0.892796143,0.450460928,10.5
0.890749173,0.454495226,19
0.922817554,0.385237279,15
0.885620892,0.464408909,7.2
0.894857733,0.446351474,19.2
0.92027924,0.391262214,9.6
0.903253539,0.429107263,17.4
0.908557833,0.417759098,14.6
0.881388935,0.472391305,4.2
0.899727647,0.436451786,17.3
0.907320565,0.420439523,20.5
0.881674931,0.471857304,18.1
0.885095228,0.465409966,24.9
0.907922796,0.419137444,29
0.894581221,0.446905404,17.1
0.858889808,0.512160422,19.1
0.900371177,0.435122676,30.8
0.861027608,0.508558215,16.1
0.888933154,0.458036949,7.8
0.872556868,0.48851255,14.3
0.89526062,0.445542839,13.2
0.885602403,0.464444166,18.5
0.908089061,0.418777097,17.2
0.872962622,0.487787106,9.3
0.891813326,0.452403573,28.1
0.901092054,0.433627847,8.7
0.912148559,0.409859739,29.6
0.893447598,0.44916744,21.2
0.905024546,0.425359343,23.6
0.918852131,0.394602029,21.3
0.902341246,0.431022362,13.5
0.905798461,0.423708801,20.3
0.878046978,0.47857445,11.2
0.90620991,0.422828096,28.5
0.893209076,0.449641575,16.6
0.894004071,0.448058837,5.2
0.846518442,0.532359397,10.6
0.889309313,0.457306184,12.6
0.910997142,0.412412667,16.3
0.902860958,0.429932657,16.9
0.876056017,0.482209348,13.8
0.853847872,0.520522632,14
0.86837786,0.495903108,13.2
0.89403196,0.448003186,12.4
0.866344246,0.499447342,16
0.895280919,0.445502049,47.9
0.877550981,0.479483343,32.7
0.903723219,0.428117208,22.6
0.866425555,0.499306276,28.2
0.884969834,0.465648358,10.5
0.872693489,0.488268446,25.3
0.874869034,0.484359549,6.1
0.88068022,0.473711252,7.3
0.912339351,0.409434866,13.9
0.838685733,0.544615683,13.1
0.837014623,0.54718052,3.1
0.836389908,0.548134949,6.6
0.871266808,0.490809688,11.5
0.914510847,0.404561381,40.7
0.875678477,0.482894611,25.5
0.913255421,0.407387452,10.6
0.839584254,0.543229492,5.6
0.906020099,0.423234663,31.9
0.903045332,0.429545257,13.1
0.902170224,0.431380211,6.8
0.917190233,0.398449591,107.6
0.920467189,0.390819849,44.6
0.875335732,0.483515622,44.4
0.872680462,0.488291728,18.2
0.882251588,0.470778223,30.1
0.910828933,0.41278403,27.5
0.898707911,0.438547707,25.9
0.88606751,0.463556218,6.3
0.904392548,0.42670144,53.6
0.935363486,0.353687925,125.9
0.87798252,0.478692693,26
0.871242905,0.490852117,10
0.858706183,0.512468234,12.9
0.810219722,0.586126268,5.9
0.896310795,0.443426386,10.4
0.87032826,0.492472049,53.6
0.933594346,0.358331686,28.1
0.918977917,0.394309,36.4
0.895338909,0.445385494,41.3
0.902521339,0.430645136,13.1
0.891466573,0.453086469,25.3
0.87748164,0.479610228,8.3
0.872964368,0.487783982,15.2
0.861706396,0.507407219,11.2
0.876284928,0.481793239,24.7
0.838148748,0.545441725,6.4
0.828275005,0.560321796,11
0.864970458,0.501822785,11.1
0.838280037,0.545239929,7.7
0.884545524,0.466453874,31.7
0.847928062,0.530111311,20.2
0.884385212,0.46675775,16
0.848634457,0.528979733,25.4
0.869232782,0.494403044,23.3
0.886323173,0.463067201,17
0.887559787,0.460692548,30.1
0.9219049,0.387416255,31.7
0.910928163,0.412565003,23.3
0.910237699,0.41408614,21.2
0.904537168,0.426394784,15.7
0.909937778,0.414744789,19
0.915625815,0.40203155,33.2
0.916432338,0.400189667,63.3
0.861881666,0.50710945,30.5
0.922800682,0.385277693,53.9
0.905349234,0.424667829,29.5
0.839884861,0.542764608,9
0.904293467,0.42691138,8.9
0.901576171,0.432620398,17.4
0.891523783,0.452973889,22.3
0.900083833,0.435716759,13.4
0.885567113,0.464511451,11
0.888679015,0.458529833,14.1
0.900465083,0.43492831,6.4
0.89916457,0.437610645,9.5
0.937472601,0.348059079,26.3
0.896722267,0.442593692,11.7
0.887295421,0.461201514,11.6
0.89260301,0.450843505,11.5
0.895117656,0.445829991,27.7
0.87868062,0.477410062,18.2
0.89429925,0.447469387,12
0.885260945,0.465094677,9.4
0.885892312,0.463890948,8.8
0.893790301,0.448485114,9.4
0.904028391,0.427472418,12.1
0.888398823,0.459072467,15.6
0.897589293,0.440832691,11
0.887972018,0.459897484,9.1
0.886316223,0.463080503,10.8
0.878110911,0.478457132,11.7
0.891244416,0.453523308,11.8
0.887161785,0.461458522,18
0.880647985,0.473771175,24.6
0.885156908,0.465292649,15.5
0.894877956,0.446310928,12.7
0.888074471,0.459699614,10.4
0.889083663,0.457744733,9.3
0.893692487,0.448679996,9
0.887217102,0.461352157,11.5
0.887780078,0.460267893,10.6
0.875556855,0.483115094,10.3
0.880956261,0.473197703,9.5
0.926730816,0.375725956,30.4
0.875251577,0.483667941,60.6
0.892432004,0.451181912,70.4
0.865326887,0.50120792,24.6
0.900764104,0.434308679,23.5
0.876892004,0.480687439,24
0.888240196,0.459379315,23.4
0.912110385,0.409944686,41.4
0.896417957,0.443209709,36.1
0.917769415,0.397113712,36.7
0.895874387,0.444307419,38.7
0.933088569,0.359646664,128.8
0.90587634,0.423542273,52.9
0.875551793,0.483124268,31.4
0.871762412,0.489928869,15.4
0.893266627,0.449527234,35.5
0.911102033,0.412180889,14.9
0.899728796,0.436449418,33
0.896301645,0.44344488,56.1
0.884729862,0.466104143,17.6
0.858353135,0.513059349,11.5
0.909179995,0.416403335,25.9
0.911033522,0.412332294,38.6
0.872519565,0.488579173,37.6
0.908590331,0.417688413,32.4
0.881152751,0.472831714,14
0.913640529,0.406523042,18.6
0.902391486,0.430917169,14.3
0.879686325,0.475554381,17.9
0.899992718,0.435904929,17.3
0.872284383,0.488998931,16
0.879902513,0.475154256,11.4
0.912295102,0.40953345,34.2
0.837389746,0.546606269,20.1
0.928087468,0.372362259,67.3
0.925750652,0.378134539,38.4
0.903051031,0.429533277,19.1
0.882633122,0.470062519,14.8
0.914557641,0.404455587,33.2
0.908677356,0.417499056,25.8
0.920909194,0.389777188,31.5
0.910649277,0.413180221,21.8
0.893763058,0.448539403,48.1
0.878782681,0.47722217,25.1
0.918276242,0.395940329,26.5
0.880376994,0.474274549,12.5
0.878850126,0.477097953,8.7
0.904586587,0.426289932,23.5
0.888956827,0.457991004,19.2
0.902389606,0.430921106,13.4
0.86197973,0.506942743,8.4
0.883035451,0.469306289,13.2
0.87807516,0.478522741,11.4
0.92009138,0.391703783,60.2
0.876187785,0.48196988,11.7
0.867017626,0.498277468,13.3
0.914066437,0.405564482,38.6
0.885862314,0.463948231,10.7
0.884240474,0.467031887,10.5
0.882587661,0.470147871,8.3
0.876050328,0.482219682,9
0.895662816,0.444733763,11.1
