h,s,v,oc
0.0735090795248,0.440088055765,0.267899267991,0.95
0.0730333734783,0.55989476593,0.395359987862,0.42
0.0711213874283,0.582054400498,0.418714780604,0.38
0.0428139347431,0.782599532132,0.427781968052,0.27
0.0500088781064,0.735259559169,0.453274156465,0.34
0.0534332771487,0.723056756138,0.48746450037,0.18
0.0603900294214,0.692919104194,0.51777887251,0.13
0.0686221949733,0.606567642567,0.292299293201,0.99
0.0652168674149,0.669622030295,0.351112999767,0.65
0.0564647981272,0.733682181232,0.394265770446,0.46
0.0512129159309,0.721303672858,0.455693124134,0.47
0.0398760611633,0.795959006875,0.441087835448,0.19
0.044691686247,0.772397325686,0.43936214854,0.15
0.047595065825,0.756849472026,0.444169300802,0.13
0.0711915786484,0.713106439842,0.282334674767,1.18
0.0676459121141,0.743368734482,0.288351459635,0.74
0.0636472534725,0.74888844748,0.286725159705,0.52
0.0772147789157,0.73708736471,0.330908401964,0.32
0.0370333701808,0.759054253074,0.12450935691,1.98
0.0366704974032,0.769212223885,0.129989553628,1.14
0.0345345011121,0.762886773004,0.126521832544,0.89
0.0351323798324,0.768559943935,0.129623197082,0.75
0.0333583300417,0.775063136406,0.128925066068,0.52
0.0317393275658,0.777814280028,0.121519960884,0.34
0.0406065046382,0.767982859404,0.133610818237,2.47
0.0357093560878,0.773893502048,0.132680839656,1.15
0.0368531027512,0.756643092614,0.131494110209,0.88
0.0356240703367,0.754315181097,0.130248177901,0.8
0.0356084067428,0.763479339204,0.122610853117,0.53
0.0440599835329,0.707682858509,0.171047102284,0.83
0.0415449322777,0.74780495094,0.182398505329,0.49
0.0382067535804,0.755496038733,0.196315837794,0.31
0.036727421195,0.762716663253,0.202289805336,0.22
0.0348701004809,0.76286842394,0.219287540124,0.11
0.0449520623095,0.738871006303,0.145521948605,2.84
0.0455904269494,0.754812804182,0.154983623322,1.62
0.0456254290618,0.749829816742,0.155893877888,0.92
0.0382749907811,0.789458980529,0.170988057769,0.43
0.0378608935302,0.751155191209,0.140649910159,2.58
0.0368618896866,0.763568688107,0.148034537895,1.76
0.034957179515,0.755202367154,0.138890231922,1.34
0.0340469164786,0.767850635485,0.159380147679,0.75
0.0336424813616,0.76758793487,0.154897294079,0.5
0.0336903484878,0.77942387848,0.190410456538,0.14
0.0342093425147,0.775079882661,0.182286940293,0.09
0.0342084498982,0.782133248046,0.174418536372,0.06
0.0344583049197,0.782446364049,0.179266137426,0.03
0.0736618797429,0.616846513616,0.135715847168,3.69
0.0723782453791,0.637196120803,0.162622296461,2.26
0.0737541113884,0.647397633292,0.181507573524,1.85
0.0771042193565,0.683702099893,0.237118235608,0.53
0.0615748958301,0.53383329249,0.111548077463,5.52
0.0641909631532,0.511850802366,0.106524808915,4.19
0.0602690865645,0.613405693847,0.157788149047,2.81
0.0594367242863,0.644013891962,0.174164099666,2.03
0.0578422460557,0.698803216375,0.255646820239,1.37
0.0515808680236,0.772790988941,0.334493775778,0.6
0.0440175399963,0.732360395879,0.444627768715,0.09
0.0714749659683,0.423329025366,0.187281837912,1.42
0.0769504930662,0.509370404456,0.246621893785,1.03
0.0869602663887,0.555440714933,0.355408165586,0.64
0.0989886100922,0.576572097916,0.432186918007,0.36
0.101344935433,0.572942562606,0.444905025327,0.2
0.102690292124,0.583286951024,0.453549511983,0.11
0.103772474021,0.572610323463,0.45157852563,0.09
0.105895360377,0.562453861898,0.43652539325,0.1
0.106717380027,0.563214072429,0.446442954526,0.1
0.0774993674456,0.369687669,0.10470999337,7.89
0.0788254513956,0.325821189228,0.103830020881,6.37
0.0749245124062,0.470839123618,0.160631678935,2.93
0.0769647847201,0.553057505549,0.23492955202,1.74
0.0806869169539,0.608868043964,0.352822104843,0.82
0.0832270853012,0.642325490124,0.433354895919,0.45
0.0825507089389,0.654497353124,0.468882080832,0.3
0.0764607795186,0.686942224172,0.479144782791,0.15
0.0748213825465,0.693047562745,0.478901556589,0.12
0.0916894965496,0.518343404638,0.41730976371,2.64
0.100454041391,0.530712345462,0.475188294096,1.37
0.104477355567,0.546112889593,0.519953077734,0.77
0.107089306381,0.566890121878,0.551823017836,0.5
0.104476552165,0.567436630304,0.559455601083,0.35
0.102070820657,0.578606901315,0.522077842961,0.27
0.0520699870047,0.723298527185,0.216840190222,2.58
0.0517755639026,0.721119993543,0.218732066077,1.9
0.0477120418293,0.76235859134,0.206193021142,1.47
