L,a,b,oc
14.1798146959,4.03540823471,8.82173277992,49.8
12.6867669759,3.8091157129,7.75520794002,40.4
16.0050118285,5.53358318127,10.5163824045,39.8
16.3814977773,6.77983387621,9.71170098565,52.8
17.6416532462,5.81543901205,12.0501612143,45.9
18.6592032316,5.80964663096,11.8652773091,28.1
8.06710819058,5.51321443356,5.29455309876,45.8
18.3668652684,5.6248589764,12.3006144097,16.3
17.1289605519,5.09072380837,11.7254992844,18.2
13.2058803964,3.37287762036,7.44019215478,47.9
21.1362187677,3.58232888467,11.898717654,21.8
20.9623484561,4.07638594907,13.0704317112,18.8
15.6482872554,3.00764941214,8.48733255964,17.0
23.521974024,4.63186873921,15.2237167738,22.5
17.8415458062,5.53223685877,11.9436180193,31.6
23.6134406158,2.98648336591,13.6770344227,33.1
19.2876011678,4.81213319864,13.0691146338,22.1
24.0403397539,5.90510811184,15.1404253869,44.6
25.4961174488,4.26733039289,18.0312365577,12.1
18.9983545954,3.38205312645,11.4742216202,26.9
23.5559976448,4.33501209326,16.1168811253,16.5
20.6612241208,3.67136186242,13.4147127129,13.6
21.3346611394,3.34326191222,9.20949991812,53.0
17.3325570951,1.05318965843,9.17989179398,17.4
15.2373120754,4.79984293638,9.41913857023,47.1
19.1297431646,5.44594501229,12.5182558066,54.3
17.1496754175,3.15860038857,8.32377643033,23.9
13.7381119294,4.5181179607,7.9320078699,41.6
23.9179488965,1.96850035423,10.8883828856,6.4
17.5129054687,3.97320902567,8.83245969401,36.4
11.3219362709,3.07959847741,5.96185180512,54.3
19.8219972385,4.07149747441,10.0361129372,33.7
10.0579249811,3.4564840676,4.79567427415,139.4
20.5888632415,2.70597226239,7.74120585193,39.4
15.86380626,4.00805289308,8.81653494407,42.7
19.5290420284,4.99307179153,11.3633604393,37.0
20.5890917943,5.55636628384,10.8142983573,28.8
16.5269216452,3.73488775376,8.85500661873,55.0
16.0585882397,3.51766714488,6.71347679264,51.7
15.9439080135,3.6236371419,8.2120369384,48.9
18.4345957898,4.18859767038,10.3503816583,14.1
20.0137014629,2.80774339348,9.60639321629,22.7
24.579039285,3.42469250732,10.0930290429,17.2
29.5897390865,6.52624364261,17.9253719605,13.9
23.4062650017,4.57716015966,11.5051315046,15.8
23.6498393238,3.15896306013,10.4425571508,22.6
9.93254859115,3.6090626098,4.66058916758,97.0
18.3675130726,4.98083967001,10.6113066709,24.3
18.4059801492,3.78776609973,8.16941422158,37.7
20.8841586876,6.2598273354,13.54376693,23.5
21.6783768986,5.65409790772,13.190130582,13.5
17.7866312311,6.17311964305,10.3807362111,37.1
17.5300177984,4.29656693819,9.72790124281,33.7
19.8162983489,3.251093482,10.7772870351,12.5
19.7077954207,5.98106208769,12.4945732631,29.7
7.6094244703,2.68432105152,3.91935958616,117.1
17.2207229985,5.54790818438,9.20847308478,67.0
19.2737569963,4.24336120616,12.0922662477,21.0
13.8351296794,4.13470201256,9.30871592807,30.8
25.6459757228,5.14692204407,15.1250858719,9.9
17.4418769016,5.16654638293,10.9240026188,27.8
23.8079757679,4.77174424319,12.4130237616,15.9
22.6051243586,5.79382368014,12.7122019567,20.9
19.7346155174,5.69056929972,11.4999132362,28.4
17.0106572139,5.65432185627,10.7796592249,43.4
26.0601686428,4.17783261959,10.5318486433,21.0
21.5897815965,4.98037993258,11.0412441234,24.7
19.4593271056,5.21148402279,10.2268755965,33.6
20.0417311221,4.41922614238,11.4509043798,19.8
15.0905736834,4.15284901561,7.74729259683,33.3
7.25275679352,3.0164768428,3.35851050554,153.5
22.888496944,5.6663835969,14.1426764059,17.3
27.4422364152,5.35594098199,15.6779303,12.6
22.9413664121,5.07670851651,11.9852550189,16.9
24.7443914932,5.68754815951,14.6964182782,22.3
27.660908477,5.79037935062,15.0198161929,22.0
29.9469625395,4.14030045213,14.8044865055,16.5
21.7941645861,5.20799490226,11.9848149311,38.4
19.125121115,3.74037992767,10.4899592118,37.0
21.2922306552,4.6560220912,13.897134886,15.0
24.0057933729,4.39067888303,13.2441797729,18.3
16.2981893757,3.00623124562,7.97294499961,34.4
18.9165541014,4.13258172204,10.6178552718,28.9
21.5708397382,4.70698478413,10.7350297542,36.4
22.3367340386,5.06926635896,11.9176791553,36.0
22.4783207857,4.4930231236,12.6360241579,35.2
19.3300964308,4.47014147362,10.6170744474,30.5
20.5320028244,5.0918935691,12.8349460495,23.2
15.1421765405,4.09082496283,8.63469058438,70.0
23.5208974787,3.61626402658,12.7419250868,26.2
9.57025317438,2.97945881742,5.30888286884,94.9
9.21775931815,3.67965539537,5.32461470226,121.0
13.9516992319,4.14027519991,8.86505711222,15.5
14.2055538871,4.60399720389,8.78297363172,18.0
9.01814052028,3.57241006019,5.89306528772,14.6
24.1633569153,3.86403624457,12.9766710308,13.9
16.9611428744,3.91814625032,7.96159734368,44.9
12.9641308252,3.71110717728,7.18188809544,18.9
23.554697168,3.68122044847,12.9603888508,14.1
12.0404885129,3.58936175689,6.81186565428,10.6
19.6715616037,5.42622059255,11.3644235003,30.9
7.8493029609,3.11545696054,4.54749940987,13.1
14.701380106,3.70418078654,7.98887621966,23.7
20.2202462451,4.41110388756,10.1116154165,18.6
13.4901026415,4.2134227465,7.85621924687,15.8
10.2463980152,3.84446836901,6.61055040986,17.6
23.5960529037,5.11035486236,13.6610563042,16.4
9.01481997118,3.02944997278,4.61082994222,8.1
6.28656254144,2.0397239718,2.83097568549,17.9
10.276919755,3.63648122377,6.64282103772,15.4
23.6241536952,4.73394367475,15.2838802321,12.1
14.0328848623,2.54535292382,8.56174102716,26.1
22.7815913892,4.33262724768,12.6051577288,20.4
20.837978496,2.13783644782,11.6306102513,9.8
21.2934038396,4.51983230378,11.9226688058,25.1
10.0741231789,4.2774321093,6.95599613187,13.3
10.8470507731,3.58268262341,6.90771204975,21.3
22.0145277511,3.80666527776,11.465164391,23.8
18.9115837781,3.82498216194,10.2020318263,15.9
11.4126043813,3.68253967554,6.9095370438,18.7
21.667169935,4.94243114466,12.9656314371,18.1
7.43709515275,2.21845247581,3.65982230217,26.2
15.1927720256,4.52219711584,10.4446327184,13.4
25.2400608655,5.02403966743,12.9677471545,22.1
14.5725351382,2.75492307704,8.11689518021,14.3
13.3086427307,3.536186911,8.43622215773,18.0
20.7842975018,4.32894647349,13.3843876615,14.7
17.4219310056,3.70238726449,9.53857695252,29.7
23.2156131731,4.69661915751,12.9613505347,18.3
9.03620201191,3.16381354466,5.37681178485,16.6
9.09264465967,3.45010475197,5.46264311244,21.0
24.596142174,5.17224438574,13.7834970354,9.7
21.5331053341,4.32359891885,13.9669563607,10.9
22.6824919923,5.19003797731,10.3148888971,26.0
25.1169931922,5.18297558542,13.8334762176,11.1
15.8888394047,4.40343917477,9.62291089251,47.6
15.0600161361,3.23299362683,9.90214782134,11.2
13.6803603734,4.01003322183,7.12265610782,20.6
21.2931986353,4.62892076472,13.2110421172,16.2
15.069745196,4.1806038928,8.1745701667,55.4
18.266292245,3.61962754385,9.75139427433,17.2
21.6983280972,4.86641500214,13.3692901984,13.2
17.877772552,4.65026381024,10.5453664701,20.8
22.0241005503,5.44885225282,12.7574790827,14.6
26.0528233405,5.03599843395,11.6612928865,33.1
20.583346743,6.84439560693,14.7727334043,12.2
21.4199017513,6.57556849721,12.5795006815,32.5
26.0350901511,6.17713656442,12.2242334322,24.0
24.097199471,6.05103044065,13.5130876247,20.9
19.5292901526,5.01107732094,9.10830593662,68.0
17.1511631792,4.38152702243,9.94837520545,34.0
15.7546876912,4.26542358859,8.08016057026,29.8
17.6454385126,3.99544438013,10.6953903245,11.8
24.9635314226,5.60840532037,14.4544040002,14.6
14.935454533,4.62885113853,7.66430027758,83.5
20.0996540335,4.50290714313,9.32555461236,38.7
19.0327553002,4.34019432569,8.81883755681,45.6
32.7179324989,4.90204291475,18.0447393415,17.3
8.32075174274,3.69922886728,3.53751583579,319.3
11.8271220605,4.96844670723,8.72913038561,62.5
6.2291498083,2.55211612748,2.84025881021,126.5
6.08741614129,2.99630867713,3.36836046162,166.6
16.1472962714,5.21981371024,9.80730457338,55.9
7.7055645624,3.11861796535,3.51230445213,146.5
4.20434403078,1.96436001875,1.60162830946,286.8
12.5613415994,3.84917439784,7.27062054807,64.5
12.4645062635,5.26040815729,9.08696294172,60.3
2.4396264174,0.925375733771,0.797032081286,325.0
4.80660528776,0.704063397626,1.1740633162,168.4
14.1032703695,4.04051135197,9.3032319012,101.1
11.6701985807,5.55798228093,8.56148079708,105.1
5.83042821845,2.7414346598,2.78079826133,218.7
33.7790780808,1.95519108133,9.13895623966,27.7
5.07418121696,2.5127121052,2.62696067879,206.0
16.5558014712,3.16061129123,8.36277274479,74.6
19.750228791,3.78354821348,9.29992867205,37.3
17.8699018571,6.44587193524,10.7550359338,77.1
7.90926003277,3.09219528051,4.15719953732,79.2
8.49494825024,4.98644052529,4.99000631255,174.7
4.38823892219,2.97216800126,2.49161734077,329.2
10.137642305,3.60609694016,4.84843564954,165.4
4.4174052227,2.59003312522,2.33299258855,332.6
8.50471812307,2.51897367639,3.27781470902,187.3
23.437464307,3.58082923799,7.24873919771,139.5
19.072037342,3.5370950381,7.90242240081,110.1
7.85836286078,2.06014068926,2.18244552345,255.2
17.3213698876,2.52339641646,9.14754287731,37.3
18.1888198831,5.79800334961,9.50906572134,63.1
9.80963067055,4.12967202118,4.26515521166,277.0
10.9776210288,3.45649691618,4.77935806098,87.2
19.4174522539,5.31910964247,10.0117193572,31.5
15.5986680746,3.14532893829,6.95780784385,86.4
15.4992775255,3.09242529222,5.61143379095,43.1
23.0717469255,2.81137336786,10.7546588653,24.9
19.805831191,2.59425075245,9.54039257397,21.2
17.9067218508,5.10512070916,9.51991519026,76.1
11.0450026793,0.0405446937947,3.17774696402,49.3
9.88306286292,3.45013301377,4.5255222688,142.7
11.9554368057,4.09029111292,5.42221975507,112.1
17.4310290858,4.26567753742,9.53666609926,62.5
20.1551712947,4.8708366065,10.417944594,26.0
19.4030077301,5.63149465637,9.67029440859,36.6
17.5196506461,5.33953183771,9.4614627413,67.0
15.8238642963,4.99179786143,7.84906665261,131.6
16.7468545696,4.29097684988,8.3182951893,64.5
20.2388709427,2.63160469832,8.31674958093,37.3
8.12315881523,2.38350970382,3.12295448413,308.3
13.4468205308,3.53230150772,6.70516155678,96.3
13.3160593422,4.38193766752,7.21334416983,97.6
16.9140529657,3.37497001095,9.25334008537,27.9
17.87234376,4.60532013489,9.52929140378,44.8
21.9871453168,3.98607328614,12.2132259644,26.2
16.9480590547,1.81118168111,8.23826921153,24.6
14.1231389274,2.79950767231,6.35078644971,35.0
12.2383659871,5.06344357975,6.42202856967,98.0
19.9102021362,4.51014919619,10.2112677526,36.0
15.7030412931,4.90851045483,8.86250368043,88.8
13.0865862903,5.10678159978,6.9294231683,105.2
23.8550120514,4.03283354772,9.46578394092,29.2
18.0262807914,3.42205521135,8.26330198284,25.4
13.5270732454,4.0702845468,6.17166250765,108.3
19.0680586287,5.13244532498,10.994184875,43.6
15.3543334982,4.62415547677,8.24617739283,95.4
11.8705778483,2.58063743796,4.91397060792,106.4
17.0279961163,3.28150704681,6.10046663026,82.2
13.0941366127,2.71685699636,6.75045387586,47.0
16.0707890941,4.22474375125,7.01491480479,55.0
17.9285658941,4.24672344839,8.47279899243,83.3
20.2558230141,4.66389608616,9.01444844232,54.1
15.6855764637,3.75467156995,6.63463576515,88.6
16.8139140409,6.098591657,10.1023004941,89.2
15.0101729607,4.54887810497,7.9911084816,73.4
12.7923289112,3.62043207583,5.85909964147,95.1
11.0112522672,2.9675728498,4.29819342834,150.9
19.4459543907,3.86609614727,9.69655454517,40.0
18.3517503707,4.6098070827,9.65391520179,52.1
18.1979178392,4.41699939082,9.63060630792,33.7
10.3645959864,3.00344716855,4.46851081156,194.9
11.7867229896,3.48864113622,5.23876180102,153.9
14.3935574352,3.15507295936,6.13043226803,73.3
14.4759589914,4.96746074183,8.31377160054,79.2
13.3884333068,4.07775242383,7.12217201754,124.9
22.1332236725,2.73296330815,9.32055725272,31.2
15.3463088252,1.79073909549,6.28119845452,54.3
9.59309334482,3.19363806138,3.82330857445,260.5
14.3335256412,4.06374283147,6.28962360411,140.1
19.6281904482,3.16092493026,8.29454447053,46.9
13.9678844947,3.12757953726,5.68045054583,64.7
20.9600608668,3.4915622099,7.7269286736,58.1
14.8001217823,3.32283524371,5.97690632048,140.8
21.4124520146,4.22333906491,9.83639363927,77.9
20.0235661874,4.85389614501,10.343155174,62.7
16.2033582949,4.15784324849,6.3121558595,120.6
19.5901705023,5.98409634375,10.9332764852,47.9
14.9881176963,3.38049661691,5.152264597,161.7
28.0601412429,6.70285391989,15.3608962045,39.4
20.7003848885,4.92796465012,10.014347266,57.4
18.4710715391,4.41567698726,9.2347108224,47.2
19.2768145441,5.17542569428,9.02398022415,40.3
13.720136523,3.49911379837,6.29511006279,70.6
13.1732381772,2.05652424099,6.1085218383,68.8
18.315014101,3.12333723371,7.03261038805,63.3
21.1751464296,4.14906993482,10.1763574415,19.7
14.0278020882,4.36516577732,6.39906982751,146.2
13.1374349834,4.67855112522,6.308251351,108.2
8.15111258475,2.76380721529,3.20318304902,259.9
6.16571821359,2.86691564031,2.24353441112,328.0
10.898638413,3.67772610781,4.90267029693,135.9
16.0257519661,4.14743857395,5.27086124392,163.9
9.59772067768,3.43367570119,4.17440026619,153.1
17.4723608111,3.82691574539,8.00652998827,34.3
24.1759500336,7.20422754727,13.7870021555,30.1
16.5913276164,6.16604749446,8.6345487722,80.1
20.0802355959,5.50923822307,9.20483333824,89.9
6.62948976402,3.69785812252,2.65311223887,388.3
24.0346067013,2.74439286119,12.0556357625,20.5
9.1315658803,1.83431572635,2.19246489064,291.3
16.5172899785,2.1756869402,6.917027724,33.6
24.8720485931,5.05591027335,10.5798931548,33.2
25.7794351396,8.09136236991,15.8278995802,36.5
12.7835916032,1.98025149599,6.10870778847,27.6
18.3681767669,5.75236025817,10.8046797959,21.5
18.775936506,6.62216793605,11.4286125869,45.1
8.79159855872,2.92580048666,3.83774715198,156.3
10.6392594425,3.13755753424,5.3666220254,62.0
15.6967027265,3.85886852902,5.70678014276,105.4
8.96978885689,2.45081276,3.21868196489,265.0
20.858811254,4.12597380398,9.88934521471,41.9
20.7884287819,4.54880190987,9.69683748133,30.6
26.0431758243,6.0938929045,15.7576768625,25.6
6.53635353705,2.10824634524,2.05024131524,368.3
10.4635558884,3.14356241989,4.59250775876,190.2
23.7450342158,4.13842474749,8.7473027171,34.8
10.6409072501,2.65789458712,3.23518700607,328.5
10.3027495272,2.99977617591,3.38090330444,334.7
11.5799355706,4.23906506125,6.44196151046,71.5
11.201001881,2.93471567469,4.36831916637,129.7
21.2852266121,3.84109619436,7.83947145681,109.8
18.8193909535,4.33036411476,9.69954004353,24.6
19.3172398074,4.85700192374,10.8362403819,42.8
21.4577138018,6.51655270161,13.0946526134,25.5
18.221859583,3.63010234868,9.64041508072,20.2
19.8989957149,4.80408577273,11.5731370095,16.8
20.5585169673,6.05450741783,12.9828935207,29.5
13.3579725218,3.52064413236,7.23927413836,31.4
22.9058890757,4.96877782528,12.5214452309,33.0
27.4961550479,3.56532957557,13.8923536339,7.9
21.8905937438,5.29174259684,13.7620341237,21.4
20.6774016905,4.22827080344,9.54930276221,30.4
18.8293144245,3.69370939875,6.09077627814,73.1
19.3165085172,4.27483791722,11.7706547911,40.8
12.2298880924,5.23589003304,6.80435012788,173.2
14.1356194813,5.89564600516,9.28826025127,103.2
15.2532660247,3.90966218749,7.61576836861,80.8
8.88847515016,2.6787150342,3.08608982843,303.6
11.3755144856,4.40524497304,6.24466389226,146.3
18.4596266168,5.74157057531,9.76689279339,76.7
18.107378065,3.39229183251,9.458354254,77.3
11.2622348387,3.43353303749,5.2323209927,329.8
17.9206151341,4.4120289201,9.82591833261,56.0
13.4489828435,4.67717722168,6.89735982946,127.3
12.1551920785,4.27509954013,5.6228019714,167.8
19.271339792,2.73217466672,8.17482525972,31.9
17.4799191701,4.89266774477,9.38728795089,42.4
21.4996953756,6.3055696133,13.1676392286,58.7
24.2237764715,4.642389903,13.0283245212,36.6
15.8339768536,4.32187137369,8.9422301297,33.0
13.0342294853,3.88524627258,5.50560730771,121.6
15.8544978628,2.80420645325,4.82509347719,159.0
14.0478974376,5.09126296263,7.45222753163,91.8
12.300622963,4.39647956425,6.47289603567,116.2
15.3530344452,4.54526062655,9.37125453535,62.7
19.6542824092,3.13817330668,9.38801552045,39.9
12.6487833432,4.10727191065,6.44116092558,138.6
18.6085875182,3.98918770096,9.56552401008,46.9
11.872324585,1.12833356955,5.57675556132,43.9
15.4721312753,3.32251963947,8.22378342465,29.5
13.1553045368,3.85911502906,6.17701601877,82.5
13.8009362229,2.35549459106,5.89412406759,122.6
20.5934603084,4.79353689412,8.44448994712,61.5
18.1813078976,2.38617416997,9.04972273442,61.5
16.9079027932,4.29247986689,8.52654255121,61.7
14.7926450459,4.74336635138,6.62500643152,101.2
18.9474456775,4.74510323926,10.0380398662,57.9
14.0432051407,3.41139813326,7.00979464836,58.8
24.2749928528,5.06593637879,12.4823079478,22.6
9.03067674312,2.97989053614,3.48049657051,139.1
19.3177200694,4.38266887507,9.28002136512,53.4
22.732966156,5.78788864462,11.0085042499,39.6
16.0663009911,4.06538553009,5.42778696165,141.3
14.0092155667,3.16644521896,6.36281480323,70.4
19.5690603743,5.3158876537,6.89842334329,51.2
14.3454204352,2.96037799429,5.68294374949,128.7
13.285104197,3.82966989971,6.58605878478,143.2
14.5154333244,2.73624624361,5.28103334609,103.3
24.8505302546,5.8542288396,14.83953017,45.2
15.9645819019,4.46111700312,8.65970960085,64.2
13.0301000199,3.74233601992,6.74718397431,100.4
20.3971056072,6.46208709847,12.4711805594,44.0
14.4379077025,4.40120468877,7.5858825578,99.0
24.1410898223,5.52327078781,15.6434137448,28.6
15.1299023607,2.48317532651,7.11155837122,30.3
22.7606253513,3.54216436697,10.723856012,31.4
16.7855656735,3.9115873388,5.28850539125,111.3
19.3609874987,2.33238254209,8.6862994108,57.1
19.4125494621,1.85116380391,6.76302939898,52.4
19.9517538796,3.79662363847,7.96613953144,56.5
23.4671491544,3.48775983273,8.15352275348,40.2
25.6500013043,5.48010557824,11.2353253935,61.1
5.59324964921,2.16960264017,1.72842912738,385.5
31.4154079108,5.71188621297,17.4251507971,25.2
17.0155654211,4.03490876842,6.03594343189,157.5
27.3774390172,4.89961624775,14.2304370531,27.8
24.3894391572,7.01535188646,11.5066412022,25.0
18.0852326065,9.55305088342,9.22023147947,42.3
20.4709167938,2.58038618632,8.02814703607,31.5
11.3121449588,3.38183645623,4.24950299063,174.4
23.5971024315,6.68604309267,14.301414909,52.0
20.4621058269,5.15385700301,10.3816735547,90.7
22.0448370308,1.56139631607,8.17486550853,26.5
28.0228166017,5.25343090745,9.76300874166,78.1
22.7674014958,3.26585982715,10.5430370458,18.0
28.9226104466,5.36383433813,11.3490301027,10.3
20.0078954743,4.33590648691,9.06773594349,63.6
22.6171726557,5.59719092646,12.1915875523,70.7
25.6858152768,4.09987793654,10.6870590685,37.6
16.2397659434,3.06071009541,5.32744575951,84.5
19.4936378919,3.7013772272,8.69835971568,29.9
17.6859692862,3.01661807797,7.45112277619,38.2
18.7328865521,8.55790098165,9.31133100512,32.6
20.6141675841,4.61064228378,10.2172547351,44.4
14.2552090715,4.11126618737,5.67231828182,72.2
10.4279120641,1.56873631344,3.47775280376,116.8
16.4014061962,4.38753193588,7.71188108309,69.3
4.12108201001,1.94328264037,1.12332209559,399.2
16.3566290234,4.23313011531,7.82181641327,58.0
23.210244989,4.60419824033,5.83326531403,127.4
18.2700208154,4.61684840232,8.96333603175,71.5
12.3317841579,3.05774180376,5.18970438546,128.0
20.0628102475,4.19972913819,8.93770224996,31.1
21.8519062177,4.68256300577,9.73108477445,67.8
22.9274319612,4.85939637873,11.9819703171,29.4
18.0093787079,4.34687739631,8.39140070327,62.6
15.4179628893,3.56378743408,9.08463317281,45.6
14.1964922583,4.35497088819,7.24042936166,87.9
13.145442171,5.90004362895,7.67950327358,95.7
21.892372876,4.7467315717,12.353235412,40.6
16.3117789104,5.13190270731,9.62218141368,123.7
9.11428107617,3.14966919316,3.72113405474,194.6
8.56278222958,3.20063732919,3.89264114422,129.6
15.4087061526,4.66208597031,8.65952095519,56.3
12.9940649988,5.14657740699,8.27540088766,100.3
9.88669693715,3.70052821469,5.0649420932,124.6
21.8885772399,4.28741886781,12.1356248752,30.9
27.0741940774,5.07312700205,13.4231917914,18.4
27.5555293359,5.76399157562,15.6590432506,13.8
19.5717151121,4.79964250587,8.18954852274,80.6
21.3333500421,4.18699981517,11.6840039176,36.5
19.7733580575,4.40721010755,9.75217606088,54.0
18.7343868181,4.6640292833,9.04673945956,52.1
17.2539827626,2.96598926744,6.41297356092,57.6
19.5683050346,3.90020433934,6.46303959501,115.1
28.6070406281,5.36104088097,14.1948656504,17.9
26.1882399137,3.19613253391,12.6062398803,13.6
23.8183979674,5.098434756,12.7831442328,15.7
20.2199999203,4.70882629539,11.1715222484,44.1
15.6134450576,3.00875767403,7.05261056351,49.9
24.1149148903,2.9762441819,13.5739296245,19.4
12.9963125105,2.64511640952,4.75744484658,53.9
25.6566522951,4.20029324417,15.1871341828,26.0
26.9800009393,3.53660040386,13.5202620435,24.2
22.9678962057,1.71046416836,12.3977153362,16.8
10.5557174315,3.94480652762,6.07877450643,144.0
11.224593369,5.04595537303,5.91270119532,195.3
13.913158773,4.40780908662,6.85264823562,115.9
22.4773052775,6.00381602583,10.2664831397,29.9
20.8612751448,7.23840295993,10.0516637999,2.3
21.4175997751,4.73197400327,9.77221936068,22.1
23.652763314,5.32212586269,12.4499010012,10.9
24.5174277907,6.41994152788,14.4409459684,9.5
25.1977229369,5.54563848519,14.7435473153,10.1
25.8286681942,5.06393985907,13.6620320892,9.2
23.2530176651,4.52479389921,11.1531580092,8.7
17.7802548779,4.80095024306,8.82103118065,39.8
21.9140643548,5.23057818594,10.5387515696,14.9
22.6791907733,3.58414290222,8.89070895228,11.6
14.9664790621,4.343312809,6.65050974149,18.0
26.1561085967,5.62212465963,13.5315673126,12.3
23.9076390493,5.10331525828,11.8373969913,12.3
22.9579646518,4.98752499117,10.9314018559,16.0
27.3396877092,8.16926268095,17.8522456936,6.1
24.936832687,6.67275857911,14.9060465727,15.3
15.4432301207,5.94723500572,9.80745236421,64.5
25.8925128045,6.32002889968,15.3000044309,11.0
24.8795690559,6.04262736698,14.2844928741,17.3
22.5848146736,6.19928528574,12.9360028036,18.8
10.9780072468,4.1272691568,6.48841988773,176.3
17.6758037194,6.89868912285,10.2310962591,51.6
25.2143555741,6.86024724294,15.3807830396,15.2
11.370589861,4.67163263279,6.11361673143,191.2
23.1466952223,6.19843216375,12.6481508721,22.6
17.094193661,5.71042428875,8.30099455076,170.8
19.2524345629,4.31505431558,8.07805115739,59.8
