X,Y,Z,oc
0.0542769091071,0.0555465810041,0.039670111169,36.3
0.0513511167039,0.0507831746904,0.0386919339304,42.6
0.0393387511997,0.037329219961,0.0259055405619,37.4
0.0375903029659,0.0368309681836,0.0278598801207,77.2
0.0741971517244,0.0716563826698,0.0402870377611,39.3
0.0761947425933,0.0734442150986,0.0433085091324,16.3
0.0576419839019,0.0555185483155,0.0335951278356,38.9
0.0923138197527,0.088979693784,0.0469351452001,43.4
0.0533033908695,0.0549642661763,0.0423054484647,20.8
0.0290139748916,0.0275685617238,0.0204894363029,146.9
0.0325296999923,0.0307157868172,0.0216594241354,96.7
0.0662044483808,0.0652819968537,0.0435818314028,34.2
0.0717566836457,0.0710134487481,0.0508036386565,35.1
0.115363137717,0.111216604385,0.0698616436631,47.0
0.0551187994084,0.0528483071985,0.036850556185,55.5
0.0827738851176,0.0789987388665,0.0450313057454,26.1
0.0542019606328,0.0514197963969,0.0354291169537,78.5
0.0335568376236,0.0316169340916,0.021887291167,80.0
0.132717553409,0.127083993153,0.0708645300553,24.3
0.0581310831861,0.0542962826615,0.0328826717342,45.2
0.0210009133181,0.0204455285529,0.0156475085099,104.3
0.0440911418803,0.041806858351,0.0303253337067,91.5
0.0820886512148,0.0765583414564,0.0456912582892,45.7
0.114964357065,0.109156637885,0.0599398970613,10.5
0.0623992330433,0.0591969568595,0.0364836652545,33.4
0.0504409368258,0.0475356079032,0.0326749821926,75.7
0.0532845952581,0.0503500756395,0.0314728673081,42.1
0.0521434602233,0.0496615313811,0.0319725335302,79.1
0.0967803515267,0.0942594562991,0.0564024737355,45.6
0.0483574165746,0.0457485582178,0.0303026649923,60.5
0.0637994307972,0.0612280011428,0.0405689877856,55.0
0.0412372152976,0.039017990445,0.0244913483236,56.2
0.0513748813435,0.0488110111406,0.0300130378465,54.4
0.0948734483509,0.0912504042626,0.0544297216313,33.2
0.0551361829885,0.0529021788035,0.0335750547923,23.4
0.0600266529625,0.0581773038866,0.0331907704918,21.8
0.0321547452894,0.0301294139557,0.0213119084161,70.9
0.0961651418836,0.0926697543877,0.0481486723323,11.7
0.100125245065,0.102736391085,0.0534676439936,4.0
0.0804755931566,0.0772853191861,0.0452342336244,42.7
0.0871891410607,0.0847122604362,0.0384153993296,18.0
0.0774283590135,0.0744205370669,0.0441444978155,28.1
0.0517947234716,0.0487929970045,0.0297161248546,37.7
0.0733426801756,0.0700978591019,0.0444181826256,33.3
0.103276599562,0.0993224227997,0.0536756994618,22.3
0.0648838348579,0.0627069375887,0.0357726036553,39.5
0.0395176060377,0.0383154880249,0.0231879772148,78.1
0.124206516412,0.121052342849,0.0589382078922,13.7
0.0757450710418,0.0731256636978,0.0392697314619,19.4
0.0518934053894,0.0496660287883,0.0335972527049,65.1
0.0545706340962,0.0518504064032,0.035247687201,47.5
0.05924231249,0.0572796848206,0.0354865225992,28.4
0.048768841221,0.0453609498321,0.0271889738434,44.8
0.136087771193,0.130514796758,0.069008878986,11.2
0.0213368136492,0.0205246357986,0.0152546073764,145.2
0.0913846125883,0.0869279916299,0.051343409313,26.9
0.0364323282126,0.0349271742097,0.0239327684991,25.8
0.0655154499801,0.0626777503812,0.0364100633925,23.8
0.0507883845633,0.0504135192774,0.0371648856792,32.5
0.0510540808986,0.0508243869242,0.037802694251,28.9
0.0738884956687,0.0718492761,0.0410763409636,17.5
0.113747583455,0.111736399992,0.0630767730376,33.5
0.0282863048685,0.0272288705468,0.0203661083814,111.4
0.0664435957852,0.0647675392438,0.0394053633021,13.7
0.0288931764844,0.0270292908807,0.0175272091026,45.7
0.0345411162988,0.0331210992463,0.0251424534701,64.1
0.0562365381975,0.054191085244,0.0347464814375,22.8
0.0957993271131,0.0954241351265,0.058796891787,32.0
0.0379151122665,0.0359752598086,0.0236477616492,42.6
0.0276424823084,0.0264487407393,0.0187685333965,71.6
0.0903479162934,0.0859966850457,0.0494115786528,35.1
0.0434297379548,0.041541496673,0.0277760738853,18.7
0.0204994974355,0.0201712010699,0.0169360396122,31.1
0.0205359051389,0.0197755930959,0.0161343096824,157.2
0.0749850420448,0.0718068980854,0.0413184364747,35.7
0.0646277118562,0.0627330680525,0.0391590760672,31.9
0.0635409110422,0.0614288806443,0.0355628998617,19.8
0.0739242191473,0.0730093067015,0.043685393744,24.4
0.0455718925089,0.0430514104917,0.0269107686361,66.6
0.0601241578059,0.0585837356397,0.0377647091571,33.0
0.0500184989629,0.0489750834647,0.030386455231,41.7
0.0594742871414,0.0569370155255,0.0355856636664,29.8
0.0544675209993,0.0524168231847,0.0342560928123,32.9
0.0675032215164,0.0644831785904,0.0409217748266,45.5
0.0583410210463,0.0569264960812,0.0355140910802,37.1
