L,a,b,oc
0.926870497681,0.0825121055669,-0.0420787587645,37.58
0.931864749338,0.0716617722778,-0.0395238579381,136.72
0.908450536344,0.0499036898869,-0.0197236225096,95.8
0.882738187903,0.0901777643314,-0.0104038167692,71.69
0.92432667574,0.0649122492414,-0.034347345242,116.47
0.911631965033,0.0541244817245,-0.0438710603822,52.05
0.930340800494,0.0729059712875,-0.0334384188349,72.66
0.926744176578,0.0700154434231,-0.0329767911408,92.65
0.927613290679,0.0721525115373,-0.0367730227107,39.32
0.941376487813,0.0711205737766,-0.0327943617628,53.34
0.94173521616,0.079122029219,-0.0401638060443,78.66
0.950161064221,0.0704538121874,-0.0404537560418,87.68
0.947437681091,0.0722088741595,-0.0548031953772,145.89
0.945279577629,0.0553805044694,-0.0455426150498,29.97
0.951106644464,0.0550058597965,-0.0451578823723,70.07
0.937030143518,0.0411974520128,-0.0506210968055,66.38
0.959674060799,0.0564328502186,-0.0362405891473,73.47
0.951430900817,0.0868469876868,-0.0551461419501,61.69
0.955753515097,0.0533860404784,-0.0374425960219,71.06
0.943634388967,0.0686889937714,-0.0496130167314,54.65
0.947339608891,0.0505211882457,-0.0385200735625,51.22
0.975519693741,0.0420688125064,-0.0270081808033,135.76
0.954098602856,0.0621109655056,-0.0438156658038,79.06
0.958652006222,0.0618852574677,-0.0343819843198,98.29
0.955083870069,0.0626738489494,-0.0375520485068,77.07
0.955684408773,0.0732955886884,-0.0445296713885,96.76
0.952349386184,0.0784300105574,-0.0509514314429,99.28
0.944790626724,0.0543996474162,-0.0390314070037,68.59
0.947055247479,0.0595372062274,-0.039512433763,50.65
0.921227059751,0.0336225938258,-0.0530381151682,116.76
0.875779621672,0.00167402141038,-0.0801112675891,14.15
0.942891039233,0.0546137272169,-0.0520849032599,65.37
0.960315378522,0.0511767369227,-0.0372056930697,40.65
0.965871472004,0.066697105146,-0.0366567041515,48.49
0.952155957807,0.018078514785,-0.0449657646527,20.58
0.960852528653,0.0705781465084,-0.0500990716527,40.34
0.929248099573,0.0371268555227,-0.0563005999121,87.47
0.959882331479,0.0694157615212,-0.0508424062478,78.74
0.913446413884,0.0189230765139,-0.0664940177653,85.23
0.959961593373,0.0767772715705,-0.0502181749695,51.64
0.91955273309,0.00673613630272,-0.0635642042904,86.94
0.973300043983,0.0590500564793,-0.0326371579532,34.74
0.974172823296,0.056407714433,-0.0302571231232,52.6
0.958472787502,0.0567818485861,-0.0409873833338,62.92
0.912716950817,0.0100663471045,-0.0638179641812,78.96
0.906871320973,0.01224263641,-0.0690617785225,61.2
0.942245194457,0.0301010040206,-0.0436697965608,85.7
0.944936014408,0.0318489902372,-0.0504963137253,32.82
0.970428303349,0.06460770697,-0.0387249831546,74.18
0.965724029888,0.0743566998483,-0.0460221622225,160.33
0.944207852296,0.0356400950886,-0.0493371081891,115.87
0.982032485148,0.0443598805421,-0.0219856776245,153.29
0.974779903261,0.0530681568861,-0.0320022993993,128.91
0.947653883118,0.0524884237522,-0.0364385617988,87.94
0.951517464653,0.057982595089,-0.0419344198104,123.53
0.941563299087,0.0792675867381,-0.0565945305405,81.53
