L,a,b,oc
0.231976413756,0.0189386493879,0.107186049595,36.3
0.218025201965,0.0413487148917,0.0890145825575,42.6
0.173182968645,0.0626398133865,0.0996546641093,37.4
0.171328122382,0.0427861524535,0.0814954799745,77.2
0.273954850191,0.0643957772779,0.175902298839,39.3
0.27820948414,0.0664057774589,0.165830797261,16.3
0.23189669101,0.061030298966,0.145303923928,38.9
0.312559934081,0.0708077790519,0.205200225253,43.4
0.230314815131,0.013702297137,0.0889401224225,20.8
0.133299069119,0.0558772954628,0.0724812604448,146.9
0.147063679619,0.0615589623775,0.0872286489539,96.7
0.258182419707,0.0470944799231,0.129767162207,34.2
0.272407521699,0.0457029589735,0.115889587229,35.1
0.355355971009,0.0761140797871,0.17255861317,47.0
0.224176329167,0.0631627521507,0.110968013811,55.5
0.291002847591,0.0758675740144,0.178323328054,26.1
0.21993892109,0.0698751666686,0.112683517692,78.5
0.150830467595,0.0634255094722,0.0919732495439,80.0
0.382504641072,0.0858337529621,0.215284753473,24.3
0.228394249527,0.0820585236305,0.144046105464,45.2
0.0991743611979,0.0345001662931,0.0508282187456,104.3
0.189154986511,0.0655406798706,0.0941448390752,91.5
0.285458423051,0.0932005295787,0.165164567185,45.7
0.351645771537,0.0890489972318,0.208825914648,10.5
0.242136627321,0.0732260508258,0.144240042881,33.4
0.208005437113,0.0725102337023,0.110299646159,75.7
0.216714123418,0.0720851137036,0.133575835904,42.1
0.214614193905,0.0664061862787,0.126496331452,79.1
0.323315625057,0.0635071899957,0.176328678772,45.6
0.202295953391,0.0690331413824,0.116963425347,60.5
0.247609734054,0.0656675314413,0.128819247287,55.0
0.179349635969,0.0653782299846,0.121146868899,56.2
0.211993297429,0.0676604186622,0.135756680597,54.4
0.317236484629,0.0731845881926,0.175262938408,33.2
0.22433462677,0.0626982281491,0.132399650441,23.4
0.239341644171,0.0575504326505,0.160845063669,21.8
0.144572912671,0.0655917739191,0.0856029039109,70.9
0.320120366208,0.0719721758672,0.21182066169,11.7
0.339773956552,0.021037198882,0.218795132195,4.0
0.287122241033,0.0704281591149,0.17052212729,42.7
0.303551178189,0.063238214871,0.238154072053,18.0
0.280503815331,0.0689058579286,0.165114044735,28.1
0.211937458426,0.0733993416247,0.137800164108,37.7
0.270187797438,0.0718172116262,0.145810959287,33.3
0.333258674437,0.0753695863315,0.206546277113,22.3
0.251519353099,0.0610718394237,0.164930748753,39.5
0.176806446326,0.0498232407126,0.126771049177,78.1
0.372466358328,0.0684232366096,0.249285896624,13.7
0.277456499597,0.0651020186141,0.187995884921,19.4
0.214627972925,0.0630903154547,0.115516114885,65.1
