HX,HY,S,V,oc
0.8203233491924282,0.5718999936787179,0.351468612247,0.172315363292,36.3
0.8975828268647347,0.440845856187298,0.345613999131,0.170061497893,42.6
0.923114610860319,0.38452492145009515,0.447061283616,0.153050234729,37.4
0.9084611297731328,0.41796934778919287,0.374621422928,0.143861968975,77.2
0.8669365959930434,0.4984184371870633,0.503078256867,0.218461041603,39.3
0.8766840843015996,0.4810665404414089,0.480652554275,0.2207415054,16.3
0.8818938259339234,0.47144806689563035,0.483785736918,0.190054868897,38.9
0.8595364737914633,0.5110744077158796,0.521730154329,0.246204507664,43.4
0.8160464112670138,0.5779863793016474,0.298313695601,0.167456881805,20.8
0.9370193962311796,0.3492773269002093,0.428869964681,0.126907123376,146.9
0.9308803279577238,0.36532426010507507,0.455414592468,0.137405463047,96.7
0.8715321598053895,0.4903383468840195,0.410410147801,0.199170493751,34.2
0.881086134222458,0.4729558373473413,0.366649671704,0.20545418876,35.1
0.8875227299892571,0.4607639349519624,0.433058824295,0.271019163189,47.0
0.9140720125042856,0.40555191524189,0.416977923374,0.183049690958,55.5
0.8814931271469525,0.47219685173949066,0.497998517148,0.232569093447,26.1
0.9218607738798763,0.3875212427488274,0.431770207769,0.182966255456,78.5
0.928907612866872,0.3703115536382432,0.464898707481,0.140465930349,80.0
0.8746878772915626,0.48468661763987275,0.48555612601,0.295101216635,24.3
0.9113568040079139,0.41161726857419484,0.501572495257,0.194599625433,45.2
0.9194258467115558,0.39326341350135613,0.416663703573,0.101391138574,104.3
0.9333555598040658,0.35895319887533944,0.416214908411,0.162330452777,91.5
0.9101467975988539,0.4142858998572736,0.490751216764,0.233723833003,45.7
0.8807250949437812,0.4736278149942924,0.502445108705,0.276469355431,10.5
0.900490456083589,0.43487577364388763,0.479849524308,0.199813119453,33.4
0.9272715427881066,0.3743894842745514,0.441639098204,0.176769364255,75.7
0.906715909532659,0.42174193460025167,0.484566074637,0.183773547974,42.1
0.9046943863125817,0.42606110755911675,0.466103590744,0.180123343557,79.1
0.867363532984787,0.4976750964717327,0.456415580831,0.24767832388,45.6
0.9164726353223365,0.40009737402953754,0.460627251736,0.173049759476,60.5
0.9025510867154798,0.43058278631258173,0.435393335713,0.199102173027,55.0
0.9062429076612074,0.42275736813657105,0.498518403267,0.159375294395,56.2
0.898654174533898,0.43865781036338397,0.491465993748,0.179859756038,54.4
0.8809457131462652,0.4732173395906137,0.466418209538,0.24716615409,33.2
0.8945129397849606,0.4470420568103939,0.465163546915,0.185055075084,23.4
0.8652825154847656,0.5012845184088137,0.506018141201,0.194626960367,21.8
0.9378805749640162,0.3469582498012784,0.460239623603,0.137167745312,70.9
0.8576495322719122,0.5142346544076646,0.526456368864,0.251735230743,11.7
0.7743059724989024,0.6328113944553534,0.488450104834,0.247024483553,4.0
0.8793843372231666,0.4761125785426931,0.483654971358,0.227777068886,42.7
0.8313533864611267,0.5557441379084592,0.585217905789,0.240902329722,18.0
0.8807359942863275,0.4736075467815879,0.478804088799,0.222855830055,28.1
0.9048989242722555,0.42562652272962825,0.500853534709,0.181813865357,37.7
0.8982236214639422,0.4395387648936105,0.45344358001,0.215929013186,33.3
0.8654452187567062,0.501003566186067,0.50712135709,0.260421598303,22.3
0.8684290667934835,0.49581342856784266,0.503212110774,0.203217451181,39.5
0.874524589373943,0.48498117755263076,0.504482496465,0.153683414143,78.1
0.836649823899287,0.5477381419704968,0.536724855704,0.285888048413,13.7
0.8604187445892564,0.5095876607213404,0.523060820753,0.221807894843,19.4
0.9095434560929182,0.4156088322913142,0.437569323838,0.178031561083,65.1
0.9176406689544395,0.39741112551216884,0.43730895965,0.183747314284,47.5
0.8817965098883009,0.4716300617526532,0.46813060589,0.191896476267,28.4
0.9130834407238424,0.40777276794301665,0.519949418612,0.177627007802,44.8
0.8651369010040366,0.501535783888978,0.506503587375,0.299864462669,11.2
0.9252771169561209,0.3792917832452594,0.445309152501,0.103989622106,145.2
0.8905786049361866,0.45482936188192136,0.479136409936,0.244340242182,26.9
0.9104923206666334,0.41352597742716035,0.451817710983,0.14567868079,25.8
0.8821207278481384,0.4710233768091245,0.500147348722,0.205194161783,23.8
0.8836576810167837,0.46813363773610656,0.362516424252,0.169389310412,32.5
0.8813180439821038,0.4725235500496865,0.354475098632,0.169268443232,28.9
0.8618354088212618,0.5071880598968085,0.491485899386,0.216705532991,17.5
0.8476986327111413,0.5304781127432702,0.471551097843,0.268866070515,33.5
0.9260868890420306,0.37731031518427055,0.416157104307,0.123619220285,111.4
0.8691804832862224,0.49449498225394445,0.465591939498,0.203302163343,13.7
0.9221855220603357,0.38674780271167164,0.517768028819,0.130363796604,45.7
0.9336223416206996,0.358258737823213,0.396271052271,0.139226850846,64.1
0.8918212234077321,0.45238800324448936,0.455996116529,0.186291911961,22.8
0.842702653549009,0.53837926938308,0.428100127137,0.242077820159,32.0
0.9122676516189949,0.40959459445842794,0.478817289707,0.150902696392,42.6
0.9199926188143058,0.39193568519234795,0.454689324395,0.123449120445,71.6
0.8854228385122367,0.464786399371726,0.49175981548,0.243459653736,35.1
0.9077711309345101,0.4194658196347833,0.454860062554,0.161666858792,18.7
0.9336244378063695,0.3582532751151628,0.342280072875,0.097137964789,31.1
0.9486123019166278,0.3164406747755993,0.385344177434,0.0997518594474,157.2
0.8795811525473515,0.4757488792246103,0.496745114069,0.22032105372,35.7
0.8786585195948282,0.4774507366665433,0.45709105147,0.200328159041,31.9
0.870421843444675,0.49230662645791573,0.497239673035,0.200642070121,19.8
0.849820932758998,0.5270715153037837,0.459851716891,0.213583648014,24.4
0.9069451167865288,0.4212488043152997,0.494684057801,0.168740759683,66.6
0.8800969002082405,0.47479410931881444,0.442032375728,0.191558752457,33.0
0.8671105656369923,0.49811571643614627,0.468934608759,0.17355734585,41.7
0.8940180123896402,0.4480310184829586,0.469970551162,0.193356599647,29.8
0.896914231739448,0.4422045464524714,0.448937319995,0.182856751441,32.9
0.8990270008406268,0.43789319674951277,0.457143552881,0.206757846454,45.5
0.8723608332895936,0.4888625333795646,0.459431170026,0.189020104966,37.1
0.8877614285906115,0.46030386258074857,0.529781187908,0.201829665298,31.7
0.8919162587619258,0.4522006052142448,0.405086259193,0.263620998107,68.7
0.8927740926270665,0.45050462764983684,0.425290997728,0.134660430952,45.1
0.8956499832329917,0.44475960645582646,0.466845597165,0.190616284496,31.8
0.8535736946457934,0.5209721180722917,0.360556760735,0.197492223765,17.5
0.8680086079664858,0.49654914811736756,0.383915900844,0.18809748987,33.5
0.8912405144094222,0.45353097521032515,0.499270705455,0.221156648583,33.5
0.8526855536956685,0.5224244888198785,0.417167179218,0.190412300469,25.0
0.8622265146024229,0.5065228894300412,0.501109768888,0.220618028855,27.0
0.8479492809185638,0.5300773688714607,0.519103075083,0.248851922371,15.7
0.8701325655669275,0.4928177333862049,0.490092969471,0.221595532242,24.1
0.8516484904768746,0.5241133929489503,0.53277938149,0.235988043667,20.2
0.868758141232373,0.4952366020827541,0.510187346742,0.267017668817,36.3
0.8433854406260708,0.5373090344857123,0.508006913605,0.271715241335,23.9
0.8907816181949907,0.45443163257624786,0.477426960406,0.178873497994,49.8
0.8986786947583661,0.43860757356365776,0.463170961416,0.163501220907,40.4
0.9025855295563319,0.43051058272186066,0.517976735111,0.204290889788,39.8
0.9313473472813532,0.3641320072610846,0.500568420161,0.212545052418,52.8
0.8925760904241594,0.45089679839529007,0.538057415324,0.222217879986,45.9
0.8948025672093209,0.44646205406015044,0.516492739471,0.231167086802,28.1
0.9552814018825527,0.2956982299867635,0.524854084817,0.130368899658,45.8
0.8872339391394543,0.461319777637039,0.531454253143,0.228168664275,16.3
0.8823549782489353,0.47058441576333676,0.530475779875,0.213717950127,18.2
0.8919808436816271,0.4520731959594737,0.435059122729,0.165353731506,47.9
0.8510636182899735,0.5250625844822485,0.459473488365,0.242552078179,21.8
0.8516425875132684,0.5241229847408955,0.49853918751,0.245101517436,18.8
0.8688563311614524,0.4950643148123893,0.426859629629,0.186042428531,17.0
0.8471330658037106,0.5313808133739928,0.522520203608,0.274339283473,22.5
0.888768789226854,0.458355799893742,0.529093158578,0.22252612227,31.6
0.8236965685653604,0.5670308306729455,0.46820163227,0.26463178121,33.1
0.8655511603823359,0.5008205155150812,0.530592526259,0.233517805131,22.1
0.8705256450507712,0.4921230550471485,0.523723668316,0.285531482352,44.6
0.8220979019877463,0.5693461509023714,0.558823876845,0.29453031373,12.1
0.8487130433652074,0.5288536376179781,0.475354442224,0.221691478611,26.9
0.8348102564651191,0.5505377695495942,0.541336690914,0.274275490247,16.5
0.8395697487842142,0.5432519092708386,0.50833759636,0.240773119725,13.6
0.8724150253317401,0.48876581670102437,0.379345369308,0.238992350183,53.0
