HX,HY,S,V,oc
0.70977066661,-0.704432822078,0.0712494114104,0.932842235414,37.58
0.672830631114,-0.739796554355,0.0609400947625,0.931039269288,136.72
0.800887695974,-0.598814577676,0.0470247951921,0.895997300082,95.8
0.933167727737,-0.359441221775,0.0934737110598,0.900702976638,71.69
0.694325051214,-0.719661533818,0.0563807282467,0.919536981132,116.47
0.371969620675,-0.928244903727,0.0482611447038,0.900428844875,52.05
0.753114469224,-0.657889501547,0.0645113945995,0.932326649042,72.66
0.743589632834,-0.668636267294,0.0619694107211,0.926419952553,92.65
0.711032479629,-0.70315916613,0.062695711677,0.927700731409,39.32
0.751411417713,-0.659833980128,0.0623011141296,0.943216959536,53.34
0.712247628571,-0.701928283797,0.0676022882999,0.947139174978,78.66
0.65089414446,-0.759168500867,0.0583678112711,0.949741689396,87.68
0.432117253831,-0.901817431048,0.0590667859211,0.947338307026,145.89
0.358367259003,-0.933580691571,0.0482431745643,0.93810035649,29.97
0.360031444239,-0.932940169121,0.0476131330925,0.944159790654,70.07
-0.00637959772315,-0.999979650159,0.0483674223741,0.93260555721,66.38
0.579261790628,-0.815141569249,0.0453284091656,0.950951574862,73.47
0.584224985807,-0.811591748331,0.0692498733198,0.958487600525,61.69
0.507450930712,-0.861680655997,0.0419274439413,0.943957194824,71.06
0.47860501256,-0.878030319495,0.0547486593385,0.939413941281,54.65
0.430086458616,-0.902787703791,0.0419146488034,0.935217663992,51.22
0.580786155298,-0.814056166253,0.0335844729187,0.960442565171,135.76
0.501208958295,-0.865326285354,0.0485137864692,0.94660392087,79.06
0.670035527449,-0.742329032139,0.0515631946663,0.95459026483,98.29
0.626010440019,-0.779814676053,0.0513631301341,0.950225546273,77.07
0.616043872115,-0.787711843017,0.0594228997356,0.956537055679,96.76
0.568256034828,-0.822851796426,0.0623829438011,0.95459026483,99.28
0.486363763616,-0.873756424549,0.0434257146048,0.932866505402,68.59
0.553669400412,-0.832736570019,0.0478159551493,0.938447755627,50.65
-0.201998266663,-0.979385879143,0.0487665867697,0.917102129767,116.76
-0.776187644909,-0.630501974534,0.0950364356282,0.886945437451,14.15
0.219082140586,-0.975706418794,0.0527022626074,0.940203143746,65.37
0.474550677275,-0.880228183313,0.040664978767,0.948400558377,40.65
0.675347904759,-0.737499293246,0.0551845226334,0.965347777382,48.49
-0.470387907012,-0.882459753721,0.0376849011166,0.944688653178,20.58
0.494563791656,-0.869141332571,0.0547136210438,0.958557348654,40.34
-0.173610183877,-0.984814451587,0.0516280595361,0.928183624285,87.47
0.465695015273,-0.884945282348,0.0549584592692,0.958019835274,78.74
-0.59915024439,-0.800636612108,0.0617421643784,0.918126663483,85.23
0.563288941497,-0.826259988374,0.0605806531653,0.961911464754,51.64
-0.729276340547,-0.684219277073,0.0683149988506,0.922495590666,86.94
0.673117151935,-0.739535867805,0.0486938595961,0.969043786042,34.74
0.688670202049,-0.725074722225,0.0468878628246,0.96879680974,52.6
0.480591951798,-0.876944340233,0.044870855913,0.949197970561,62.92
-0.697368486134,-0.716712769906,0.0662278819087,0.915312092474,78.96
-0.684968862689,-0.728572341738,0.0707144159908,0.91276146976,61.2
-0.139190796592,-0.990265581621,0.040292691759,0.93312730745,85.7
-0.205252105197,-0.978709136216,0.045451496738,0.940993017888,32.82
0.625674593644,-0.780084163965,0.052142606559,0.968056708708,74.18
0.60361506648,-0.797275894229,0.0593904214552,0.96781021351,160.33
-0.103394962633,-0.994640378078,0.0456732442266,0.939413941281,115.87
0.725656946616,-0.68805668068,0.0375466267047,0.971020952208,153.29
0.622897907174,-0.782303136411,0.042886376492,0.966331863378,128.91
0.5166402133,-0.856202598689,0.0416993052578,0.934804079516,87.94
0.478650164222,-0.878005706297,0.0461477752104,0.94232085321,123.53
