h,s,v,oc
0.801804287864,0.0519490014259,0.933190055273,63.84
0.800717854834,0.0534226746758,0.918981570464,92.03
0.838812905899,0.0449713438931,0.951808763237,95.38
0.852195223892,0.0482243230857,0.955061855512,88.68
0.850681741849,0.0468790842966,0.955061855512,82.06
0.831567302675,0.0505312003991,0.949573751129,94.98
0.830823709887,0.055547114071,0.947370811538,78.74
0.820287972894,0.0448389506266,0.947920898237,91.14
0.863325413961,0.0458024436917,0.958578316902,103.17
0.879476417911,0.0359663309071,0.945585704803,59.77
0.868261418935,0.0388218270648,0.954310275277,93.42
0.855422773458,0.0406044516133,0.945337750343,77.22
0.869249885912,0.0478580521198,0.952808449911,87.78
0.850296887363,0.0489759494422,0.959333698073,79.94
0.847454094439,0.0459162455788,0.953559066928,49.13
0.845286950814,0.0421343462796,0.953559066928,47.86
0.871107393147,0.0600656981098,0.964638299652,36.08
0.864654869089,0.0480318926034,0.954059804564,42.59
0.810515969649,0.0491854915345,0.910520436673,6.2
0.85719548432,0.0437388809645,0.96084603205,54.42
0.852852300301,0.0553115578188,0.96413178124,85.43
0.875743083737,0.0587413051714,0.968191799758,93.66
0.848013859244,0.0551201207527,0.963119553261,83.4
0.865502489574,0.0557478159961,0.961855870582,84.81
0.81852210987,0.0508684718158,0.942434766718,93.57
0.809153429131,0.0528710750482,0.93752789609,83.09
