lucas,raca,ossl
0.23728321492671967,0.23728321492671967,0.23728321492671967
0.6025705933570862,0.6025705933570862,0.6025705933570862
0.16014619171619415,0.16014619171619415,0.16014619171619415
0.7164034843444824,0.7164034843444824,0.7164034843444824
0.07735736668109894,0.07735736668109894,0.07735736668109894
0.20623916387557983,0.20623916387557983,0.20623916387557983
0.26233795285224915,0.26233795285224915,0.26233795285224915
0.14167869091033936,0.14167869091033936,0.14167869091033936
0.5959832668304443,0.5959832668304443,0.5959832668304443
0.06730008870363235,0.06730008870363235,0.06730008870363235
0.10761796683073044,0.10761796683073044,0.10761796683073044
0.8250819444656372,0.8250819444656372,0.8250819444656372
0.4786779582500458,0.4786779582500458,0.4786779582500458
0.26101455092430115,0.26101455092430115,0.26101455092430115
0.2603074312210083,0.2603074312210083,0.2603074312210083
