Input & Result
hsv & 0.7492874664112694
hsv-all-si & 0.7370265424223497
soci & 0.4600304987672468
ibs & 0.5727089523227775
ikaw & 0.18396179359509368
rgri & 0.10525224227695251
difgb & 0.4501013620411852
difgr & 0.14869366044849308
ColFeatInd & 0.16004777509415247
RI & 0.5953512979897411
CI & 0.10598060563710088
SI & -0.007467222288694453
BI & 0.5007784849569157
HI & 0.0324229144215582
rn & 0.010737276560549236
gn & 0.3559349182097358
bn & 0.013434672001888193
ngrdi & 0.10757515335589385
difNorGB & 0.2149168453026734
