h,s,v,oc
0.0968967351229,0.351468612247,0.172315363292,36.3
0.0726607292974,0.345613999131,0.170061497893,42.6
0.0628173610425,0.447061283616,0.153050234729,37.4
0.0686290282115,0.374621422928,0.143861968975,77.2
0.0830428324803,0.503078256867,0.218461041603,39.3
0.0798752295617,0.480652554275,0.2207415054,16.3
0.0781342633682,0.483785736918,0.190054868897,38.9
0.0853761723114,0.521730154329,0.246204507664,43.4
0.0980806654471,0.298313695601,0.167456881805,20.8
0.056786443269,0.428869964681,0.126907123376,146.9
0.0595209432859,0.455414592468,0.137405463047,96.7
0.0815633959956,0.410410147801,0.199170493751,34.2
0.0784064945533,0.366649671704,0.20545418876,35.1
0.0762122606151,0.433058824295,0.271019163189,47.0
0.0664603266993,0.416977923374,0.183049690958,55.5
0.0782694268975,0.497998517148,0.232569093447,26.1
0.0633343098652,0.431770207769,0.182966255456,78.5
0.0603745357825,0.464898707481,0.140465930349,80.0
0.080533173588,0.48555612601,0.295101216635,24.3
0.0675179712409,0.501572495257,0.194599625433,45.2
0.0643269765,0.416663703573,0.101391138574,104.3
0.0584331174946,0.416214908411,0.162330452777,91.5
0.0679843173472,0.490751216764,0.233723833003,45.7
0.0785279020653,0.502445108705,0.276469355431,10.5
0.0716038595192,0.479849524308,0.199813119453,33.4
0.0610738451915,0.441639098204,0.176769364255,75.7
0.0692905889978,0.484566074637,0.183773547974,42.1
0.0700495737792,0.466103590744,0.180123343557,79.1
0.0829064012594,0.456415580831,0.24767832388,45.6
0.0655118498315,0.460627251736,0.173049759476,60.5
0.0708459747483,0.435393335713,0.199102173027,55.0
0.0694688735217,0.498518403267,0.159375294395,56.2
0.0722729874392,0.491465993748,0.179859756038,54.4
0.07845373476,0.466418209538,0.24716615409,33.2
0.0737612865849,0.465163546915,0.185055075084,23.4
0.0835694986214,0.506018141201,0.194626960367,21.8
0.0563927237094,0.460239623603,0.137167745312,70.9
0.0859619775914,0.526456368864,0.251735230743,11.7
0.109049577902,0.488450104834,0.247024483553,4.0
0.0789772629189,0.483654971358,0.227777068886,42.7
0.0937832901609,0.585217905789,0.240902329722,18.0
0.0785242394397,0.478804088799,0.222855830055,28.1
0.0699731297273,0.500853534709,0.181813865357,37.7
0.0724290450823,0.45344358001,0.215929013186,33.3
0.0835178267914,0.50712135709,0.260421598303,22.3
0.0825650084735,0.503212110774,0.203217451181,39.5
0.0805867756136,0.504482496465,0.153683414143,78.1
0.0922554944884,0.536724855704,0.285888048413,13.7
0.0851010220379,0.523060820753,0.221807894843,19.4
0.0682157316758,0.437569323838,0.178031561083,65.1
0.0650456524344,0.43730895965,0.183747314284,47.5
0.0781671097023,0.46813060589,0.191896476267,28.4
0.066847222637,0.519949418612,0.177627007802,44.8
0.083615718795,0.506503587375,0.299864462669,11.2
0.0619161694008,0.445309152501,0.103989622106,145.2
0.0751498766963,0.479136409936,0.244340242182,26.9
0.0678514569655,0.451817710983,0.14567868079,25.8
0.0780576296181,0.500147348722,0.205194161783,23.8
0.0775367082558,0.362516424252,0.169389310412,32.5
0.0783284186389,0.354475098632,0.169268443232,28.9
0.0846575240968,0.491485899386,0.216705532991,17.5
0.0889937907567,0.471551097843,0.268866070515,33.5
0.0615754905121,0.416157104307,0.123619220285,111.4
0.0823234844697,0.465591939498,0.203302163343,13.7
0.0632008025903,0.517768028819,0.130363796604,45.7
0.0583147155531,0.396271052271,0.139226850846,64.1
0.0747138869191,0.455996116529,0.186291911961,22.8
0.0904816019503,0.428100127137,0.242077820159,32.0
0.067164917792,0.478817289707,0.150902696392,42.6
0.0640972142238,0.454689324395,0.123449120445,71.6
0.0769344418357,0.49175981548,0.243459653736,35.1
0.0688912973526,0.454860062554,0.161666858792,18.7
0.0583137843243,0.342280072875,0.097137964789,31.1
0.0512439109448,0.385344177434,0.0997518594474,157.2
0.0789114463423,0.496745114069,0.22032105372,35.7
0.0792195487518,0.45709105147,0.200328159041,31.9
0.0819230625421,0.497239673035,0.200642070121,19.8
0.088355004489,0.459851716891,0.213583648014,24.4
0.0692040412699,0.494684057801,0.168740759683,66.6
0.078738737096,0.442032375728,0.191558752457,33.0
0.0829872636302,0.468934608759,0.17355734585,41.7
0.0739372948586,0.469970551162,0.193356599647,29.8
0.0729017352433,0.448937319995,0.182856751441,32.9
0.0721375996624,0.457143552881,0.206757846454,45.5
0.0812940182767,0.459431170026,0.189020104966,37.1
0.0761297692685,0.529781187908,0.201829665298,31.7
0.0746804455377,0.405086259193,0.263620998107,68.7
0.0743779581832,0.425290997728,0.134660430952,45.1
0.0733554430108,0.466845597165,0.190616284496,31.8
0.087215227417,0.360556760735,0.197492223765,17.5
0.0826998746973,0.383915900844,0.18809748987,33.5
0.0749179287752,0.499270705455,0.221156648583,33.5
0.0874861732631,0.417167179218,0.190412300469,25.0
0.0845347150943,0.501109768888,0.220618028855,27.0
0.0889185624426,0.519103075083,0.248851922371,15.7
0.0820165329804,0.490092969471,0.221595532242,24.1
0.0878016012785,0.53277938149,0.235988043667,20.2
0.0824593148757,0.510187346742,0.267017668817,36.3
0.0902795565745,0.508006913605,0.271715241335,23.9
0.0750788067542,0.477426960406,0.178873497994,49.8
0.0722640904395,0.463170961416,0.163501220907,40.4
0.0708332426833,0.517976735111,0.204290889788,39.8
0.0593171519771,0.500568420161,0.212545052418,52.8
0.0744478782608,0.538057415324,0.222217879986,45.9
0.0736581071276,0.516492739471,0.231167086802,28.1
0.0477761417016,0.524854084817,0.130368899658,45.8
0.0763119532767,0.531454253143,0.228168664275,16.3
0.077978441428,0.530475779875,0.213717950127,18.2
0.0746577112526,0.435059122729,0.165353731506,47.9
0.0879790458483,0.459473488365,0.242552078179,21.8
0.0878033937861,0.49853918751,0.245101517436,18.8
0.0824277539385,0.426859629629,0.186042428531,17.0
0.0891633288342,0.522520203608,0.274339283473,22.5
0.0757807251839,0.529093158578,0.22252612227,31.6
0.0959539860883,0.46820163227,0.26463178121,33.1
0.0834841659249,0.530592526259,0.233517805131,22.1
0.0818894988677,0.523723668316,0.285531482352,44.6
0.0964017873452,0.558823876845,0.29453031373,12.1
0.0886889789345,0.475354442224,0.221691478611,26.9
0.0927886500888,0.541336690914,0.274275490247,16.5
0.0914035722023,0.50833759636,0.240773119725,13.6
0.0812763736751,0.379345369308,0.238992350183,53.0
0.104375913561,0.396132022539,0.191714517108,17.4
0.0715312034545,0.488486618033,0.192567060043,47.1
0.0779573387948,0.523751084196,0.234495762974,54.3
0.0800920218156,0.401489188372,0.199589642376,23.9
0.0668985896306,0.460575087246,0.176143653476,41.6
0.0977045500294,0.380493310922,0.257738917408,6.4
0.0750807060871,0.423997988578,0.207660550033,36.4
0.0695846458856,0.404543555362,0.145873700431,54.3
0.0786891008069,0.430170406654,0.230479339135,33.7
0.0569415424774,0.385522479031,0.135485556651,139.4
0.0815574711051,0.335265835854,0.226505629342,39.4
0.0749881173511,0.448471448364,0.19335437356,42.7
0.0769319695869,0.481688314804,0.234368909883,37.0
0.0711347560143,0.458196258232,0.246038459982,28.8
0.0773162670808,0.435867656397,0.197851341829,55.0
0.0689207568653,0.367353659844,0.18936599755,51.7
0.0755781955321,0.42181476099,0.191258612135,48.9
0.0791797176199,0.459701203699,0.219122513016,14.1
0.0874967372835,0.399363113097,0.225033409363,22.7
0.083203591752,0.370554692844,0.270284412288,17.2
0.0842969208117,0.521372111846,0.345376671691,13.9
0.079529772602,0.431741422294,0.26783479717,15.8
0.0865561935523,0.385878927077,0.260954625944,22.6
0.0540508140438,0.385090786997,0.134980489887,97.0
0.0745177776733,0.47717180513,0.222818886713,24.3
0.0735847626486,0.388962308875,0.213566927655,37.7
0.0761157950842,0.531391674711,0.255854464771,23.5
0.0783228955854,0.506100029753,0.259745480685,13.5
0.0658855197465,0.491817155293,0.223117687478,37.1
0.0761921155376,0.455528690348,0.210735159372,33.7
0.0874860222239,0.441885892958,0.227343739877,12.5
0.0745863519874,0.519169508857,0.242353892826,29.7
0.0639222290504,0.406033433326,0.111612285157,117.1
0.0649369154609,0.459208321782,0.213414046278,67.0
0.0843114027794,0.49814645069,0.229316867172,21.0
0.0764270238606,0.502097851851,0.177028015131,30.8
0.0856234758774,0.497236200077,0.296773418967,9.9
0.0745861424722,0.502476040629,0.215858423047,27.8
0.0809798084585,0.451658646127,0.273885474448,15.9
0.0758943122857,0.48324343823,0.268383616028,20.9
0.0729246788394,0.489485596089,0.239873902107,28.4
0.0709143096716,0.510226819386,0.21417264491,43.4
0.0787588252675,0.376076993608,0.288698149404,21.0
0.0755707199468,0.445539004984,0.252576534398,24.7
0.0713026652251,0.453394496594,0.233242130642,33.6
0.080982491022,0.470925293125,0.236257715377,19.8
0.0688225041592,0.42662731457,0.185779589961,33.3
0.0528490010004,0.393378218684,0.10964352765,153.5
0.0807572852521,0.513366502901,0.272269503883,17.3
0.0854635711137,0.490290180854,0.315637794417,12.6
0.0778861436446,0.454284863469,0.266831440025,16.9
0.0817763776166,0.502787543892,0.290479842214,22.3
0.081554030905,0.477142911778,0.319086183826,22.0
0.0898661454462,0.435583111825,0.331819572909,16.5
0.0772426978189,0.469783791268,0.256944898838,38.4
0.0829098870389,0.448771073119,0.223232796592,37.0
0.0862664038509,0.520856059729,0.252114021533,15.0
0.0856548057207,0.466048267493,0.274937513091,18.3
0.0801878555572,0.399441939923,0.190868825013,34.4
0.0804458707268,0.459981050092,0.223526490764,28.9
0.0763434230542,0.434753346264,0.25055957285,36.4
0.0778126915513,0.45987161632,0.261130139048,36.0
0.0836253054154,0.470752274826,0.260504362171,35.2
0.0779350347722,0.457950435289,0.228925409646,30.5
0.0808192920011,0.508005780745,0.245945001196,23.2
0.0736210262075,0.455148689273,0.187216878544,70.0
0.0895102225866,0.451835382008,0.26571923901,26.2
0.0677965216706,0.415950038014,0.1302344859,94.9
0.0608806528217,0.442996402689,0.130828993419,121.0
0.0744519851025,0.484474680586,0.177466342996,15.5
0.0703355972794,0.482998265643,0.181772424533,18.0
0.0674271919536,0.481506877627,0.129798896417,14.6
0.0883221090806,0.452527889633,0.273276948776,13.9
0.0716682628812,0.403135154928,0.201212983203,44.9
0.0700998137131,0.434844445917,0.164559894402,18.9
0.0896112526105,0.457607094906,0.266684638321,14.1
0.0693231011344,0.435264615609,0.155619852735,10.6
0.0741122722144,0.484088747904,0.237811033329,30.9
0.0645505513161,0.446307042107,0.11654590001,13.1
0.0740210231437,0.43473252142,0.180575572321,23.7
0.0763800399844,0.431185053023,0.235897316226,18.6
0.0690984306171,0.457986629422,0.17244317086,15.8
0.0671413000601,0.47608479822,0.141809720157,17.6
0.0824844195834,0.487788883163,0.275405747882,16.4
0.0621656090549,0.397067075684,0.124935540499,8.1
0.0610534490178,0.381359995968,0.0969703582315,17.9
0.0693301758426,0.473248234376,0.141132163778,15.4
0.0887018415093,0.523413210474,0.275888120155,12.1
0.0874947197664,0.449713320755,0.169987113762,26.1
0.08451834154,0.464572097035,0.262427896895,20.4
0.0985047992515,0.439647904972,0.232015500382,9.8
0.0815612319619,0.467815771389,0.248791764357,25.1
0.0659101683608,0.506177356474,0.143003938954,13.3
0.0707351630942,0.467129105069,0.145869669847,21.3
0.0849671332336,0.438970109728,0.251051025655,23.8
0.0813163702995,0.444273636604,0.221335970909,15.9
0.0692310039048,0.45392537023,0.150968729433,18.7
0.0819008905592,0.494126418051,0.255778478715,18.1
0.0678962706613,0.385028485087,0.107719914493,26.2
0.0777030258961,0.519335553149,0.192191421965,13.4
0.0807980235454,0.451066165638,0.289318363574,22.1
0.0835686217269,0.427234303176,0.174976610706,14.3
0.0778240669075,0.472870890253,0.168448442584,18.0
0.0870502007897,0.511870561752,0.245159654141,14.7
0.0801420040143,0.443920352758,0.206548478416,29.7
0.0831224512666,0.47161680088,0.268798598499,18.3
0.0675018232574,0.443220803402,0.127117692279,16.6
0.0648995690596,0.451317637423,0.129039597579,21.0
0.0822775161371,0.478999668058,0.285219359318,9.7
0.0884139102601,0.516242178333,0.252749904402,10.9
0.0713631090372,0.416124839065,0.262560263767,26.0
0.0822597861667,0.474114737789,0.290221110796,11.1
0.0752452404386,0.47929589677,0.196640966443,47.6
0.0858029826992,0.488431258294,0.184084829667,11.2
0.0668925032247,0.425002442338,0.172022399007,20.6
0.0845988247146,0.502754341437,0.251094962542,16.2
0.0707312669006,0.44194885956,0.186363990001,55.4
0.0814484926742,0.437268793249,0.213904538858,17.2
0.0834968686612,0.503359651492,0.256218804222,13.2
0.0766506741376,0.478963677386,0.216718007924,20.8
0.0781597578603,0.488726833442,0.261334652377,14.6
0.0766676853149,0.412039703823,0.295012895418,33.1
0.0766972829389,0.571305412838,0.257378935301,12.2
0.0712011759497,0.502384384886,0.261138557025,32.5
0.07164153926,0.436074153667,0.301686585714,24.0
0.0766312143118,0.486249804674,0.284672817676,20.9
0.0680062154343,0.418620117222,0.231221918338,68.0
0.0764766758181,0.469036093395,0.208111461912,34.0
0.0694600607167,0.429265665267,0.192592779079,29.8
0.0819611719067,0.479683018653,0.21162160311,11.8
0.081537296166,0.493898062398,0.291815932691,14.6
0.064399437235,0.432962214223,0.186640117845,83.5
0.0726260007059,0.411609028666,0.23409223064,38.7
0.0718551106967,0.408131809193,0.222947701854,45.6
0.0916871435871,0.480195541787,0.367432019684,17.3
0.0435163599299,0.373889481333,0.120820603304,319.3
0.0682498857381,0.537119377884,0.163056081005,62.5
0.0527075318829,0.401744086664,0.0992322868567,126.5
0.0548475227985,0.470371923187,0.10166231617,166.6
0.0700248986805,0.490364115456,0.203121549095,55.9
0.0527566880219,0.383508632086,0.113499774845,146.5
0.038534567344,0.412990675452,0.076590869519,286.8
0.0693591766141,0.447675891804,0.161936220921,64.5
0.067337002312,0.537195045063,0.170246816638,60.3
0.03601016206,0.421527124189,0.0474485559893,325.0
0.0640246954238,0.233738509593,0.0726221329132,168.4
0.0771046340532,0.495643061323,0.178889973611,101.1
0.0631192590767,0.541924567839,0.164221494457,105.1
